lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
bit_nn	nn1	1832	1	mag_1832_554167.txt-450-5	 	Should he come to a bit of gravel, he lays it on his head, and flings it out; should the stone be too large, he shoulders it and carries it on his hack up the sloping side of the pit; if this can not be done, he either leaves the pit or works the stone into the wall.	20:23	0:267	Should he come to a bit of gravel , he lays it on his head , and flings it out ; should the stone be too large , he shoulders it and carries it on his hack up the sloping side of the pit ; if this can not be done , he either leaves the pit or works the stone into the wall .	5	0:65	should he come to a bit of gravel , he lay it on his head , and fling it out ; should the stone be too large , he shoulder it and carry it on his hack up the sloping side of the pit ; if this can not be do , he either leave the pit or work the stone into the wall .	vm pphs1 vvi ii at1 nn1 io nn1 y pphs1 vvz pph1 ii_rp@ appge nn1 y cc vvz pph1 rp y vm at nn1 vbi rg jj y pphs1 vvz% pph1 cc vvz pph1 ii_rp@ appge nn1 ii at jj nn1 io at nn1 y cs_csw@ dd1 vm xx vbi vdn y pphs1 rr vvz at nn1 cc vvz at nn1 ii at nn1 y
bit_nn	nn1	1844	1	fic_1844_7081.txt-1594-6	 	Tom swore Bob was the best bit o ' horse flesh in New York.	27:30	0:59	Tom swore Bob was the best bit o ' horse flesh in New York .	6	0:15	tom swear bob be the best bit o ' horse flesh in new york .	np1 vvd np1 vbdz at jjt nn1 zz1 ge nn1 nn1 ii np1 np1 y
bit_nn	nn1	1852	1	fic_1852_2751.txt-14751-9	 	After a little, the roadway descended into a bit of smooth meadow, well walled in with trees, and lost itself there.	45:48	0:116	After a little , the roadway descended into a bit of smooth meadow , well walled in with trees , and lost itself there .	9	0:25	after a little , the roadway descend into a bit of smooth meadow , well wall in with tree , and lose itself there .	cs rr21_at1 rr22_jj y at nn1 vvn_vvd ii at1 nn1 io jj nn1 y rr vvn_vvd rp@ iw nn2 y cc vvn ppx1 rl y
bit_nn	nn1	1848	1	fic_1848_7265.txt-1990-27	 	of water, he found then, and from that time henceforth, prepared neatly, on a little waiter, bread, butter, and a bit of cold meat.	114:117	0:131	of water , he found then , and from that time henceforth , prepared neatly , on a little waiter , bread , butter , and a bit of cold meat .	27	0:32	of water , he find then , and from that time henceforth , prepare neatly , on a little waiter , bread , butter , and a bit of cold meat .	io nn1 y pphs1 vvd rt y cc ii dd1 nnt1 rt y vvn_vvd@ rr y ii at1 jj nn1 y nn1 y nn1 y cc at1 nn1 io jj nn1 y
bit_nn	nn1	1860	1	fic_1860_616.txt-648-21	 	If I were to do just as I like, at this moment, I should fling myself down after that bit of lime.	86:89	0:98	If I were to do just as I like , at this moment , I should fling myself down after that bit of lime .	21	0:25	if i be to do just as i like , at this moment , i should fling myself down after that bit of lime .	cs ppis1 vbdr to vdi rr csa ppis1 vv0 y ii dd1 nn1 y ppis1 vm vvi ppx1 rp ii_cs dd1 nn1 io nn1 y
bit_nn	nn1	1860	1	fic_1860_9188.txt-2010-27	 	The captain reached us and then tried to stop his headway; but the ancient horse had an iron jaw calloused by long use, that no bit would twist or hurt, and it was plainly apparent that, once under weigh, and propelled by the complex motions of the entire machinery, he could not stop if he would. "	128:131	0:299	The captain reached us and then tried to stop his headway ; but the ancient horse had an iron jaw calloused by long use , that no bit would twist or hurt , and it was plainly apparent that , once under weigh , and propelled by the complex motions of the entire machinery , he could not stop if he would . "	27	0:64	the captain reach us and then try to stop his headway ; but the ancient horse have an iron jaw callouse by long use , that no bit would twist or hurt , and it be plainly apparent that , once under weigh , and propel by the complex motion of the entire machinery , he could not stop if he would . "	at nn1 vvd_vvn ppio2 cc rt vvd to vvi appge nn1 y ccb at jj nn1 vhd at1 nn1 nn1 vvn ii jj nn1_vv0 y cst at nn1 vm vvi cc vvi y cc pph1 vbdz rr jj cst_dd1 y rr ii_rg@ nn1%_vv0 y cc vvn ii at jj_nn1 nn2 io at jj nn1 y pphs1 vm xx vvi csw@_cs pphs1 vm y "
bit_nn	nn1	1827	1	fic_1827_7270.txt-1387-42	 	" You shall be served, sir; and with the better will, since you seem to be, as it were, of a God-serving turn, -- but walk in, your worship, and sit down in my bit of a place; which, though a homely one, and within the four walls of a jail, is, I thank the Lord, like that into which Paul and Silas were thrust, a place where prayers and praises are often heard. "	160:163	0:364	" You shall be served , sir ; and with the better will , since you seem to be , as it were , of a God-serving turn , -- but walk in , your worship , and sit down in my bit of a place ; which , though a homely one , and within the four walls of a jail , is , I thank the Lord , like that into which Paul and Silas were thrust , a place where prayers and praises are often heard . "	42	0:91	" you shall be serve , sir ; and with the better will , since you seem to be , as it be , of a god-serving turn , -- but walk in , your worship , and sit down in my bit of a place ; which , though a homely one , and within the four wall of a jail , be , i thank the lord , like that into which paul and silas be thrust , a place where prayer and praise be often hear . "	" ppy vm vbi vvn y nn1 y cc iw at jjr nn1@ y cs ppy vv0 to vbi y rr31 rr32 vbdr y io at1 jj_nn1 nn1 y z ccb vv0 rp@ y appge nn1 y cc vv0 rp ii appge nn1 io at1 nn1 y ddq y cs at1 jj pn1 y cc ii at mc nn2 io at1 nn1 y vbz y ppis1 vv0 at nn1_np1 y ii dd1 ii ddq np1 cc np1 vbdr vvn y at1 nn1 rrq nn2 cc nn2 vbr rr vvn_vvd y "
bit_nn	nn1	1848	1	fic_1848_7265.txt-153-9	 	The boys had planted their feet on a little bit of an island, around which the water gurgled; and Clapham, turning his eyes from the brook to the wooded hills, lit up with a shower of golden light, said, " Hal, is not this here brook a pretty kind of looking-glass? "	44:47	0:267	The boys had planted their feet on a little bit of an island , around which the water gurgled ; and Clapham , turning his eyes from the brook to the wooded hills , lit up with a shower of golden light , said , " Hal , is not this here brook a pretty kind of looking-glass ? "	9	0:60	the boy have plant their foot on a little bit of an island , around which the water gurgle ; and clapham , turn his eye from the brook to the wooded hill , light up with a shower of golden light , say , " hal , be not this here brook a pretty kind of looking-glass ? "	at nn2 vhd vvn appge nn2 ii at1 jj nn1 io at1 nn1 y ii ddq at nn1 vvd y cc np1 y vvg appge nn2 ii at nn1 ii at jj nn2 y vvd_vvn rp iw at1 nn1 io jj nn1_jj y vvd y " np1 y vbz xx dd1_rg% rl vv0 at1 jj nn1 io nn1 y "
bit_nn	nn2	1834	1	fic_1834_7032.txt-942-15	 	The latter sat with her cheeks flushed, biting the fingers of her gloves into bits, with side-long glances at me, and a malicious smile upon her face.	78:82	0:150	The latter sat with her cheeks flushed , biting the fingers of her gloves into bits , with side-long glances at me , and a malicious smile upon her face .	15	0:31	the latter sit with her cheek flush , bite the finger of her glove into bit , with side-long glance at me , and a malicious smile upon her face .	at da vvd iw appge nn2 vvd_vvn y vvg at nn2 io appge nn2 ii nn2 y iw jj nn2 ii ppio1 y cc at1 jj nn1 ii appge nn1 y
bit_nn	nn1	1848	1	fic_1848_7193.txt-4338-5	 	" Just read me a bit of fresh Court news, will you? "	17:20	0:53	" Just read me a bit of fresh Court news , will you ? "	5	0:15	" just read me a bit of fresh court news , will you ? "	" rr vv0_vvd_vvn ppio1 at1 nn1 io jj nn1 nn1 y vm ppy y "
bit_nn	nn1	1856	1	fic_1856_9779.txt-6280-1	 	A bit of hoecake, and a slice of cold, fried bacon -- the latter an unwonted luxury in his dungeon -- were brought to sustain the boy in his up-hill labors with Poor Pilgrim.	2:5	0:174	A bit of hoecake , and a slice of cold , fried bacon -- the latter an unwonted luxury in his dungeon -- were brought to sustain the boy in his up-hill labors with Poor Pilgrim .	1	0:37	a bit of hoecake , and a slice of cold , fried bacon -- the latter an unwonted luxury in his dungeon -- be bring to sustain the boy in his up-hill labor with poor pilgrim .	at1 nn1 io nn1 y cc at1 nn1 io nn1_jj y jj nn1 z at da at1 jj nn1 ii appge nn1 z vbdr vvn to vvi at nn1 ii appge jj nn2 iw jj nn1 y
bit_nn	nn1	1835	1	fic_1835_5605.txt-2784-10	 	He dipped pretty largely into Mexican mines, and was bit; he undertook to improve the breed of horses in Peru, and was bit; he attempted to establish steam cotton-factories in Colombia, and was bit; he bought largely into a Chilian Steam-boat Company, and was bit; till, finally, he resolved to visit South America himself, " to	53:56	0:328	He dipped pretty largely into Mexican mines , and was bit ; he undertook to improve the breed of horses in Peru , and was bit ; he attempted to establish steam cotton-factories in Colombia , and was bit ; he bought largely into a Chilian Steam-boat Company , and was bit ; till , finally , he resolved to visit South America himself , " to	10	0:67	he dip pretty largely into mexican mine , and be bit ; he undertake to improve the breed of horse in peru , and be bit ; he attempt to establish steam cotton-factories in colombia , and be bit ; he buy largely into a chilian steam-boat company , and be bit ; till , finally , he resolve to visit south america himself , " to	pphs1 vvd rg rr ii jj nn2 y cc vbdz nn1 y pphs1 vvd to vvi at nn1 io nn2 ii np1 y cc vbdz nn1 y pphs1 vvd to vvi nn1 nn2_<sub> ii np1 y cc vbdz nn1 y pphs1 vvd rr ii at1 jj jj_nn1 nn1 y cc vbdz nn1 y cs_nn1@ y rr y pphs1 vvd to vvi nd1 np1 ppx1 y " to
bit_nn	nn2	1853	1	fic_1853_9158.txt-97-26	 	His horse, endowed as it would seem with an instinctive knowledge of what was in the wind, did not so much as champ its bits, much less paw up the ground, or neigh,	120:124	0:164	His horse , endowed as it would seem with an instinctive knowledge of what was in the wind , did not so much as champ its bits , much less paw up the ground , or neigh ,	26	0:38	his horse , endow as it would seem with an instinctive knowledge of what be in the wind , do not so much as champ its bit , much less paw up the ground , or neigh ,	appge nn1 y vvn_vvd csa pph1 vm vvi iw at1 jj nn1 io ddq vbdz ii at nn1 y vdd xx rr31 rr32 rr33 nn1 appge nn2 y rr_da1 rrr_dar vv0_nn1 rp_ii@ at nn1 y cc nn1_vv0 y
bit_nn	nn2	1854	1	fic_1854_70.txt-2006-30	 	They lay mingled with other natural stones, some of which bore the marks of having been burned by Indian fires, and some by the sun, and also bits of pottery and glass brought hither by the recent cultivators of the soil.	142:146	0:221	They lay mingled with other natural stones , some of which bore the marks of having been burned by Indian fires , and some by the sun , and also bits of pottery and glass brought hither by the recent cultivators of the soil .	30	0:45	they lay mingle with other natural stone , some of which bore the marks of have be burn by indian fire , and some by the sun , and also bit of pottery and glass bring hither by the recent cultivator of the soil .	pphs2 vv0_vvd jj_vvn iw jj jj nn2 y dd io ddq vv0_vvd at nn2 io vhg vbn vvn ii jj nn2 y cc dd ii at nn1 y cc rr nn2 io nn1 cc nn1 vvd_vvn rl ii at jj nn2 io at nn1 y
bit_nn	nn1	1859	1	fic_1859_9037.txt-3196-40	 	Emily Brown and one of Fanny's sisters were with her up stairs, and when her mother came in and told her in plain words, that Philip had come drunk to be married, Em said that every bit of color left Fanny's face.	182:185	0:213	Emily Brown and one of Fanny 's sisters were with her up stairs , and when her mother came in and told her in plain words , that Philip had come drunk to be married , Em said that every bit of color left Fanny 's face .	40	0:48	emily brown and one of fanny 's sister be with her up stair , and when her mother come in and tell her in plain word , that philip have come drunk to be married , em say that every bit of color leave fanny 's face .	np1 np1 cc mc1 io np1_nn1 ge nn2 vbdr iw ppho1 ii nn2 y cc cs_rrq appge nn1 vvd rp@ cc vvd ppho1 ii jj_nn1 nn2 y cst np1 vhd vvn jj to vbi jj_vvn% y np1@ vvd cst at1 nn1 io nn1 vvd np1_nn1 ge nn1 y
bit_nn	nn2	1858	1	mag_1858_506103.txt-91-18	 	It was no difficult work to follow the course the brute had taken with his victim, for bits of clothing and hair and stains of blood were plentiful enough on the bushes through which he had dragged his prey.	87:91	0:207	It was no difficult work to follow the course the brute had taken with his victim , for bits of clothing and hair and stains of blood were plentiful enough on the bushes through which he had dragged his prey .	18	0:41	it be no difficult work to follow the course the brute have take with his victim , for bit of clothing and hair and stain of blood be plentiful enough on the bush through which he have drag his prey .	pph1 vbdz at jj nn1 to vvi at nn1 at nn1 vhd vvn iw appge nn1 y if nn2 io nn1 cc nn1 cc nn2 io nn1 vbdr jj rr ii at nn2 ii ddq pphs1 vhd vvn appge nn1 y
bit_nn	nn1	1828	1	fic_1828_7245.txt-2249-12	 	I pray you therefore -- -- Stooping down and searching for a bit of brick, and grinding it to dust with his heel -- I pray you therefore to let me go forth -- -- Bedaubing his whole visage with it, before he lifted his head -- You can not save me, nor help me -- Shouldering up his blanket and grasping a short rifle.	61:64	0:317	I pray you therefore -- -- Stooping down and searching for a bit of brick , and grinding it to dust with his heel -- I pray you therefore to let me go forth -- -- Bedaubing his whole visage with it , before he lifted his head -- You can not save me , nor help me -- Shouldering up his blanket and grasping a short rifle .	12	0:69	i pray you therefore -- -- stoop down and search for a bit of brick , and grind it to dust with his heel -- i pray you therefore to let me go forth -- -- bedaubing his whole visage with it , before he lift his head -- you can not save me , nor help me -- shoulder up his blanket and grasp a short rifle .	ppis1 vv0 ppy rr z z vvg rp cc vvg if at1 nn1 io nn1 y cc vvg pph1 to vvi iw appge nn1 z ppis1 vv0 ppy rr to vvi ppio1 nn1%_vv0 rr z z vvg_<sub> appge jj nn1 iw pph1 y cs pphs1 vvd appge nn1_jj@ z ppy vm xx vvi ppio1 y cc vv0 ppio1 z vvg rp appge nn1 cc vvg at1 jj nn1 y
bit_nn	nn1	1848	1	fic_1848_7193.txt-9902-12	 	And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco.	46:49	0:109	And now I 'll take some bread and cheese , or a bit of cold chicken and a mug of cider , with a pipe of tobacco .	12	0:28	and now i will take some bread and cheese , or a bit of cold chicken and a mug of cider , with a pipe of tobacco .	cc rt ppis1 vm vvi dd nn1 cc nn1 y cc at1 nn1 io jj nn1 cc at1 nn1 io nn1 y iw at1 nn1 io nn1 y
bit_nn	nn1	1859	1	fic_1859_270.txt-502-14	 	The engine lays one of ITS fingers calmly, but firmly, upon a bit of metal; it is a coin now, and will remember that touch, and tell a new race about it, when the date upon it is crusted over with twenty centuries.	62:65	0:214	The engine lays one of ITS fingers calmly , but firmly , upon a bit of metal ; it is a coin now , and will remember that touch , and tell a new race about it , when the date upon it is crusted over with twenty centuries .	14	0:50	the engine lay one of its finger calmly , but firmly , upon a bit of metal ; it be a coin now , and will remember that touch , and tell a new race about it , when the date upon it be crust over with twenty century .	at nn1 vvz mc1 io appge nn2 rr y ccb rr y ii at1 nn1 io nn1 y pph1 vbz at1 nn1 rt y cc vm vvi dd1_cst nn1_vv0 y cc vvi at1 jj nn1 ii pph1 y cs_rrq at nn1 ii pph1 vbz vvn rp iw mc nnt2 y
bit_nn	nn1	1839	1	fic_1839_7336.txt-2807-12	 	But mind ye, I have first got to deliver a little bit of an oration for the benefit of the gentlemen outside, if so be that they're within ear-shot, as I surmise. '	50:53	0:164	But mind ye , I have first got to deliver a little bit of an oration for the benefit of the gentlemen outside , if so be that they 're within ear-shot , as I surmise . '	12	0:38	but mind ye , i have first get to deliver a little bit of an oration for the benefit of the gentleman outside , if so be that they be within ear-shot , as i surmise . '	ccb vv0 ppy y ppis1 vh0 md vvn to vvi at1 jj nn1 io at1 nn1 if at nn1 io at nn2 rl y cs rr vbi cst pphs2 vbr ii jj_<sub> y csa ppis1 vv0 y "@_ge
bit_nn	nn1	1856	1	fic_1856_2880.txt-4678-3	 	" Sorrow a bit of life's left in the old man any how.	11:14	0:53	" Sorrow a bit of life 's left in the old man any how .	3	0:15	" sorrow a bit of life be leave in the old man any how .	" nn1 at1 nn1 io nn1 vbz_vhz@ vvn ii at jj nn1 rr% rrq y
