identifier	lemma	identifier_sense	comment	annotator
2532889X_1990-10-01_01_102.tcf.xml-13-1	Abgesang	sense1	 	annotatorA
beyer_poetik01_1882-17039-17	Abgesang	sense0	 	annotatorA
beyer_poetik01_1882-17976-10	Abgesang	sense0	 	annotatorA
beyer_poetik01_1882-17041-6	Abgesang	sense0	 	annotatorA
2532889X_1966-11-28_01_141.tcf.xml-12-1	Abgesang	sense0	 	annotatorA
26120215_1988_12_20_01_107.tcf.xml-29-10	Abgesang	sense0	 	annotatorA
grimm_meistergesang_1811-710-26	Abgesang	sense0	 	annotatorA
grimm_meistergesang_1811-530-5	Abgesang	sense0	 	annotatorA
26120215_1985_09_26_01_090.tcf.xml-33-14	Abgesang	sense1	 	annotatorA
2532889X_1987-11-14_01_073.tcf.xml-17-30	Abgesang	sense1	 	annotatorA
beyer_poetik01_1882-17007-22	Abgesang	sense0	 	annotatorA
grimm_meistergesang_1811-1993-54	Abgesang	sense0	 	annotatorA
gottschall_poetik_1858-3887-10	Abgesang	sense1	 	annotatorB
26120215_1989_10_21_01_225.tcf.xml-11-1	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-702-55	Abgesang	sense0	 	annotatorB
26120215_1947_02_18_01_055.tcf.xml-24-52	Abgesang	sense1	 	annotatorB
2532889X_1988-11-11_01_091.tcf.xml-4-24	Abgesang	sense1	 	annotatorB
26120215_1964_08_02_01_129.tcf.xml-29-30	Abgesang	sense2	Gesang	annotatorB
grimm_meistergesang_1811-384-1	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-1993-32	Abgesang	sense0	 	annotatorB
wilamowitz_aristoteles02_1893-1605-362	Abgesang	sense0	 	annotatorB
26120215_1989_05_26_01_048.tcf.xml-10-3	Abgesang	sense1	 	annotatorB
2532889X_1950-06-06_01_033.tcf.xml-51-23	Abgesang	sense1	 	annotatorB
2532889X_1961-03-30_01_045.tcf.xml-6-9	Abgesang	sense1	 	annotatorB
beyer_poetik01_1882-17040-22	Abgesang	sense0	 	annotatorB
26120215_1975_06_27_01_111.tcf.xml-3-13	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-757-20	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-18181-6	Abgesang	sense0	 	annotatorB
26120215_1990_10_13_01_206.tcf.xml-2-5	Abgesang	sense1	 	annotatorB
26120215_1990_03_10_01_570.tcf.xml-2-8	Abgesang	sense1	 	annotatorB
wilamowitz_aristoteles02_1893-1605-313	Abgesang	sense0	 	annotatorB
26120215_1952_03_16_01_388.tcf.xml-7-16	Abgesang	sense2	Gesang	annotatorB
26120215_1960_02_03_01_306.tcf.xml-10-5	Abgesang	sense2	Gesang	annotatorB
26120215_1952_01_06_01_236.tcf.xml-16-24	Abgesang	sense2	Gesang	annotatorB
beyer_poetik03_1884-2863-10	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-15784-15	Abgesang	sense0	 	annotatorB
26120215_1990_12_18_01_315.tcf.xml-34-3	Abgesang	sense1	 	annotatorB
beyer_poetik03_1884-2033-7	Abgesang	sense0	 	annotatorB
2532889X_1973-10-26_01_046.tcf.xml-10-22	Abgesang	sense1	 	annotatorB
beyer_poetik01_1882-14241-24	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-3724-6	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-433-16	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-2157-70	Abgesang	sense0	 	annotatorB
26120215_1956_07_22_02_192.tcf.xml-7-0	Abgesang	sense2	Gesang	annotatorB
beyer_poetik03_1884-4074-23	Abgesang	sense0	 	annotatorB
26120215_1951_01_21_01_028.tcf.xml-61-22	Abgesang	sense1	 	annotatorB
26120215_1985_06_18_01_080.tcf.xml-16-19	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-17247-77	Abgesang	sense0	 	annotatorB
2532889X_1975-10-08_01_036.tcf.xml-17-9	Abgesang	sense1	 	annotatorB
2532889X_1990-06-05_01_224.tcf.xml-40-7	Abgesang	sense1	 	annotatorB
2532889X_1990-10-01_01_102.tcf.xml-13-1	Abgesang	sense1	 	annotatorB
beyer_poetik01_1882-17039-17	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-17976-10	Abgesang	sense0	 	annotatorB
beyer_poetik01_1882-17041-6	Abgesang	sense0	 	annotatorB
2532889X_1966-11-28_01_141.tcf.xml-12-1	Abgesang	sense0	 	annotatorB
26120215_1988_12_20_01_107.tcf.xml-29-10	Abgesang	sense1	 	annotatorB
grimm_meistergesang_1811-710-26	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-530-5	Abgesang	sense0	 	annotatorB
26120215_1985_09_26_01_090.tcf.xml-33-14	Abgesang	sense1	 	annotatorB
2532889X_1987-11-14_01_073.tcf.xml-17-30	Abgesang	sense1	 	annotatorB
beyer_poetik01_1882-17007-22	Abgesang	sense0	 	annotatorB
grimm_meistergesang_1811-1993-54	Abgesang	sense0	 	annotatorB
gottschall_poetik_1858-3887-10	Abgesang	sense0	 	annotatorC
26120215_1989_10_21_01_225.tcf.xml-11-1	Abgesang	sense2	 	annotatorC
grimm_meistergesang_1811-702-55	Abgesang	sense0	 	annotatorC
26120215_1947_02_18_01_055.tcf.xml-24-52	Abgesang	sense2	 	annotatorC
2532889X_1988-11-11_01_091.tcf.xml-4-24	Abgesang	sense1	 	annotatorC
26120215_1964_08_02_01_129.tcf.xml-29-30	Abgesang	sense1	 	annotatorC
grimm_meistergesang_1811-384-1	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-1993-32	Abgesang	sense0	 	annotatorC
wilamowitz_aristoteles02_1893-1605-362	Abgesang	sense0	 	annotatorC
26120215_1989_05_26_01_048.tcf.xml-10-3	Abgesang	sense1	 	annotatorC
2532889X_1950-06-06_01_033.tcf.xml-51-23	Abgesang	sense2	 	annotatorC
2532889X_1961-03-30_01_045.tcf.xml-6-9	Abgesang	sense1	 	annotatorC
beyer_poetik01_1882-17040-22	Abgesang	sense0	 	annotatorC
26120215_1975_06_27_01_111.tcf.xml-3-13	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-757-20	Abgesang	sense0	 	annotatorC
beyer_poetik01_1882-18181-6	Abgesang	sense0	 	annotatorC
26120215_1990_10_13_01_206.tcf.xml-2-5	Abgesang	sense1	 	annotatorC
26120215_1990_03_10_01_570.tcf.xml-2-8	Abgesang	sense1	 	annotatorC
wilamowitz_aristoteles02_1893-1605-313	Abgesang	sense0	 	annotatorC
26120215_1952_03_16_01_388.tcf.xml-7-16	Abgesang	sense2	 	annotatorC
26120215_1960_02_03_01_306.tcf.xml-10-5	Abgesang	sense2	 	annotatorC
26120215_1952_01_06_01_236.tcf.xml-16-24	Abgesang	sense2	 	annotatorC
beyer_poetik03_1884-2863-10	Abgesang	sense0	 	annotatorC
beyer_poetik01_1882-15784-15	Abgesang	sense0	 	annotatorC
26120215_1990_12_18_01_315.tcf.xml-34-3	Abgesang	sense1	 	annotatorC
beyer_poetik03_1884-2033-7	Abgesang	sense0	 	annotatorC
2532889X_1973-10-26_01_046.tcf.xml-10-22	Abgesang	sense2	 	annotatorC
beyer_poetik01_1882-14241-24	Abgesang	sense0	 	annotatorC
beyer_poetik01_1882-3724-6	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-433-16	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-2157-70	Abgesang	sense0	 	annotatorC
26120215_1956_07_22_02_192.tcf.xml-7-0	Abgesang	sense2	 	annotatorC
beyer_poetik03_1884-4074-23	Abgesang	sense0	 	annotatorC
26120215_1951_01_21_01_028.tcf.xml-61-22	Abgesang	sense2	 	annotatorC
26120215_1985_06_18_01_080.tcf.xml-16-19	Abgesang	sense1	 	annotatorC
beyer_poetik01_1882-17247-77	Abgesang	sense0	 	annotatorC
2532889X_1975-10-08_01_036.tcf.xml-17-9	Abgesang	sense2	 	annotatorC
2532889X_1990-06-05_01_224.tcf.xml-40-7	Abgesang	sense2	 	annotatorC
2532889X_1990-10-01_01_102.tcf.xml-13-1	Abgesang	sense2	 	annotatorC
beyer_poetik01_1882-17039-17	Abgesang	sense0	 	annotatorC
beyer_poetik01_1882-17976-10	Abgesang	sense0	 	annotatorC
beyer_poetik01_1882-17041-6	Abgesang	sense0	 	annotatorC
2532889X_1966-11-28_01_141.tcf.xml-12-1	Abgesang	sense0	 	annotatorC
26120215_1988_12_20_01_107.tcf.xml-29-10	Abgesang	sense2	 	annotatorC
grimm_meistergesang_1811-710-26	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-530-5	Abgesang	sense0	 	annotatorC
26120215_1985_09_26_01_090.tcf.xml-33-14	Abgesang	sense2	 	annotatorC
2532889X_1987-11-14_01_073.tcf.xml-17-30	Abgesang	sense1	 	annotatorC
beyer_poetik01_1882-17007-22	Abgesang	sense0	 	annotatorC
grimm_meistergesang_1811-1993-54	Abgesang	sense0	 	annotatorC
