p_c_results_id	pair1_results	pair2_results	pair3_results	pair4_results	pair5_results	pair6_results
269|1	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_4:3:2.0	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_3:4:4.0
166|1	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_4:2:2.0
249|1	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_3:3:4.0	study_usage_1|study_usage_2:2:1.0	study_usage_1|study_usage_5:2:2.0
221|1	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_3:3:4.0
384|1	study_usage_1|study_usage_5:1:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_4:1:2.0	study_usage_1|study_usage_6:1:3.0
309|1	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0
283|1	study_usage_1|study_usage_3:3:4.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_4:1:2.0
89|1	study_usage_1|study_usage_4:1:2.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_5:1:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0
225|1	study_usage_1|study_usage_5:1:2.0	study_usage_1|study_usage_4:1:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_2:1:1.0
61|1	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_3:1:4.0	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_5:2:2.0
286|1	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_3:3:4.0	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_4:3:2.0
9|1	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_6:3:3.0	study_usage_1|study_usage_4:2:2.0
175|1	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_6:4:3.0
155|1	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_4:2:2.0
207|1	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_4:3:2.0	study_usage_1|study_usage_2:1:1.0
245|1	study_usage_1|study_usage_6:1:3.0	study_usage_1|study_usage_5:1:2.0	study_usage_1|study_usage_2:3:1.0	study_usage_1|study_usage_3:3:4.0	study_usage_1|study_usage_4:2:2.0
408|1	study_usage_1|study_usage_6:4:3.0	study_usage_1|study_usage_4:1:2.0	study_usage_1|study_usage_5:1:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0
90|1	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_5:2:2.0	study_usage_1|study_usage_2:2:1.0	study_usage_1|study_usage_6:2:3.0	study_usage_1|study_usage_3:2:4.0
174|1	study_usage_1|study_usage_5:3:2.0	study_usage_1|study_usage_3:4:4.0	study_usage_1|study_usage_2:1:1.0	study_usage_1|study_usage_4:2:2.0	study_usage_1|study_usage_6:4:3.0
255|2	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:2:1.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:3:3.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:2:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:3:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0
288|2	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:3:3.0
162|2	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:1:3.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:2:1.0
246|2	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:3:2.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:2:1.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:2:3.0
79|2	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:2:1.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:2:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:3:3.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0
406|2	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:1:3.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0
107|2	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:3:4.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:2:3.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:1:2.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0
173|2	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:2:3.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:1:2.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:1:2.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0
297|2	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:1:3.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:1:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:1:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0
16|2	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:2:3.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:2:2.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:2:2.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:2:1.0
189|2	fic_1966_10474.txt-9144-22|fic_2009_36422.txt-25-3:1:2.0	fic_1966_10474.txt-9144-22|mag_1991_422282.txt-25-21:4:4.0	fic_1966_10474.txt-9144-22|mag_1852_504512.txt-37-17:1:1.0	fic_1966_10474.txt-9144-22|nf_1824_747685.txt-2190-18:1:2.0	fic_1966_10474.txt-9144-22|mag_1971_491323.txt-31-34:1:3.0	fic_1966_10474.txt-9144-22|fic_2003_30073.txt-45-6:1:2.0
452|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:4:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:4:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0
200|3	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:3:3.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0
244|3	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:2:2.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:4:3.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0
361|3	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:2:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:2:1.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:2:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:2:4.0
81|3	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:4:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:4:4.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:4:4.0
287|3	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:4:3.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:4:4.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:4:4.0
394|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:3:4.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:4:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:2:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0
187|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:2:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:3:1.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0
404|3	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:2:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0
253|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:4:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:2:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0
185|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:4:1.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:2:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0
273|3	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:3:1.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:4:4.0
262|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0
272|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0
201|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:2:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:2:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0
403|3	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:4:2.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:2:1.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:2:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:2:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:3:4.0
4|3	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:2:2.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:2:1.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:3:3.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0
70|3	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:3:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:2:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:3:2.0
104|3	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:2:4.0
228|3	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:3:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:3:4.0	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:2:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:1:3.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0
63|3	mag_1962_311690.txt-9-8|mag_2004_415362.txt-103-15:1:4.0	mag_1962_311690.txt-9-8|nf_1992_773879.txt-884-9:1:4.0	mag_1962_311690.txt-9-8|mag_2000_403677.txt-77-3:3:3.0	mag_1962_311690.txt-9-8|news_1988_668892.txt-4-9:1:1.0	mag_1962_311690.txt-9-8|mag_1992_423150.txt-30-24:1:2.0	mag_1962_311690.txt-9-8|mag_2002_385360.txt-30-3:1:4.0
