lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
part	fic_1966_10474.txt-9144-22	nf_1824_747685.txt-2190-18	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	The right of choosing the magistrates, was always regarded, and justly regarded, as an important part of the freedom of a citizen.	116:120	97:101	2.0
record	mag_1962_311690.txt-9-8	mag_1992_423150.txt-30-24	What's more, sales of poetry on records are tuned to unprecedented volume.	to operate, primarily views X-ray sources, a camera aboard the craft has surveyed the sky in the extreme ultraviolet and identified a record 385 bright sources in this wavelength band (see sidebar).	32:39	134:140	2.0
record	mag_1962_311690.txt-9-8	mag_2000_403677.txt-77-3	What's more, sales of poetry on records are tuned to unprecedented volume.	(For the record, reversing letters is not an indicator of a learning disability in preschoolers.	32:39	9:15	3.0
record	mag_1962_311690.txt-9-8	mag_2002_385360.txt-30-3	What's more, sales of poetry on records are tuned to unprecedented volume.	I was making records, but they weren't getting played because there was no place to play them. "	32:39	13:20	4.0
record	mag_1962_311690.txt-9-8	mag_2004_415362.txt-103-15	What's more, sales of poetry on records are tuned to unprecedented volume.	It's not a very good time to be in a band and on a record label right now, anyway.	32:39	51:57	4.0
record	mag_1962_311690.txt-9-8	news_1988_668892.txt-4-9	What's more, sales of poetry on records are tuned to unprecedented volume.	East Germany ' s Heike Drechsler owns the indoor record of 24-2 1/2, set Saturday in Vienna.	32:39	49:55	1.0
record	mag_1962_311690.txt-9-8	nf_1992_773879.txt-884-9	What's more, sales of poetry on records are tuned to unprecedented volume.	creates a heavy swing that is one of the record's strong points.	32:39	41:47	4.0
twist	fic_1827_8772.txt-128-9	mag_1960_246914.txt-5-27	Alberto The world is rank with life, no twist or turn, But some untoward imp has crossed my path, One kicks my heel, or treads upon my foot, Then follows with a thousand score of words: Sir, upon the word of a Catholic; Saints and devils sir, I did not mean it,	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	40:45	127:133	4.0
twist	fic_1847_2352.txt-2533-11	mag_1960_246914.txt-5-27	From seven o'clock a.m. till ten p.m. affairs are in a twist.	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	55:60	127:133	1.0
twist	fic_1856_2470.txt-3106-5	mag_1960_246914.txt-5-27	See, how de road twist round my house.	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	17:22	127:133	3.0
twist	fic_1964_781989.txt-1510-8	mag_1960_246914.txt-5-27	Now you can do it all with a twist of the wrist.	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	29:34	127:133	2.0
twist	fic_1995_39274.txt-17-38	mag_1960_246914.txt-5-27	After setting the bags inside he tossed his mop of blond hair, which was cut as if with a bowl and stood out like eaves over his longish ears and away from his forehead, with a twist of his neck.	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	177:182	127:133	2.0
twist	fic_1968_10498.txt-1883-3	mag_1960_246914.txt-5-27	I twist and twist, but I can't.	For a long time, the reader is not told, while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis.	12:17	127:133	2.0
tip	fic_1846_8819.txt-1554-0	mag_2005_380198.txt-2-51	Tip us your bone, says I, and make yourself welcome.	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	0:3	265:272	1.0
tip	fic_1964_10443.txt-4110-1	mag_2005_380198.txt-2-51	He tipped the basket against the platform of his left hip.	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	3:9	265:272	3.0
tip	fic_1995_39274.txt-549-6	mag_2005_380198.txt-2-51	Ravens the size of large cats tipped the branches of a nearby oak.	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	30:36	265:272	2.0
tip	fic_1995_39279.txt-448-14	mag_2005_380198.txt-2-51	Now he was no more than one hundred and ten pounds and I was tipping the scales at about two twenty five needless to say I was reluctant. "	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	61:68	265:272	4.0
tip	mag_1833_564542.txt-49-6	mag_2005_380198.txt-2-51	Why did not our traveler " tip em the siller? "	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	27:30	265:272	1.0
tip	mag_1982_298124.txt-17-12	mag_2005_380198.txt-2-51	Manning helped devise a White House spy network that would give him tips about what L.B.J.	In addition to this day of relative peace in Iraq -- reported attacks were well below average -- the Dec. 15 vote bore another marked contrast to January's violent election day: Sunni Arabs didn't boycott this time and instead turned out en masse, with the hope of tipping the scales of Iraqi political power.	68:72	265:272	1.0
bar	fic_2000_52518.txt-317-5	fic_2002_47139.txt-175-11	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	Mr. Benson tipped his glass to our reflections in the long bar mirror before he turned to the pool table-It ain't the drank.	21:24	59:62	4.0
bar	fic_2000_52518.txt-317-5	fic_2009_36731.txt-175-10	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	Wilner looked to where his wife was standing at the bar.	21:24	52:55	4.0
bar	fic_2000_52518.txt-317-5	fic_2009_36786.txt-91-3	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	stool at the bar, bells on the pinball machines fell silent for the first time in hours.	21:24	13:16	4.0
bar	fic_2000_52518.txt-317-5	mag_1828_553927.txt-412-12	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	After this he studied law, and was a contemporary at the bar with General Hamilton, Mr Harrison, Judge Benson, Mr Troup, Mr Burr, and others, all of whom were very eminent lawyers.	21:24	57:60	1.0
bar	fic_2000_52518.txt-317-5	mag_2007_390968.txt-43-4	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	21:24	26:29	3.0
bar	fic_2000_52518.txt-317-5	nf_1846_748061.txt-1284-3	She's sitting at the bar with Mitch, tossing her hair and laughing and moving her long fingers up his biceps.	One of the bars of the prison- window had become detached, so that it could be removed without any difficulty, allowing any one of moderate dimensions to get through the aperture.	21:24	11:15	1.0
order	study_usage_21	study_usage_22	You need to order your life well!	This is why they like to plan and organise, as they order and regulate events.	12:17	52:57	4.0
order	study_usage_21	study_usage_23	You need to order your life well!	It returns a list of matching pages, usually ordered by relevance.	12:17	45:52	3.0
order	study_usage_21	study_usage_24	You need to order your life well!	If you are ordering several items, please allow us enough time to compile the order.	12:17	78:83	1.0
order	study_usage_21	study_usage_25	You need to order your life well!	"Put the weapon down, now!" is what she ordered him to do.	12:17	40:47	1.0
order	study_usage_21	study_usage_27	You need to order your life well!	No, this is not the correct order, swap these two books.	12:17	28:33	3.0
bank	study_usage_31	study_usage_32	Banks and credit-card firms are kept out of the picture.	Let it be no bank or common stock, but every man be master of his own money.	0:5	13:17	4.0
bank	study_usage_31	study_usage_33	Banks and credit-card firms are kept out of the picture.	I'm going to bank the money tomorrow.	0:5	13:17	3.0
bank	study_usage_31	study_usage_34	Banks and credit-card firms are kept out of the picture.	Even though Mike's bank has lots of poker chips in it, it's not worth playing any further.	0:5	19:23	3.0
bank	study_usage_31	study_usage_35	Banks and credit-card firms are kept out of the picture.	At the river bank you can find a nice place to rest.	0:5	13:17	1.0
bank	study_usage_31	study_usage_36	Banks and credit-card firms are kept out of the picture.	Google has lots of data banks to store any kinds of data.	0:5	24:29	3.0
