	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
65	2532889X_1948-08-08_01_035.tcf.xml-369-60	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de				2.0		2.0					2.0	2
66	2532889X_1948-10-15_01_038.tcf.xml-20-16	2532889X_1955-12-08_01_054.tcf.xml-14-10	zersetzen	dwug_de				4.0	4.0	4.0					4.0	3
68	2532889X_1948-10-15_01_038.tcf.xml-20-16	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
69	2532889X_1948-10-15_01_038.tcf.xml-20-16	thaer_landwirthschaft04_1812-1075-14	zersetzen	dwug_de				2.0	3.0						2.5	2
87	2532889X_1949-09-08_01_010.tcf.xml-5-12	2532889X_1955-12-08_01_054.tcf.xml-14-10	zersetzen	dwug_de	4.0			4.0							4.0	2
89	2532889X_1949-09-08_01_010.tcf.xml-5-12	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de				1.0		2.0					1.5	2
90	2532889X_1949-09-08_01_010.tcf.xml-5-12	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
91	2532889X_1950-01-07_01_043.tcf.xml-58-4	2532889X_1954-12-02_01_059.tcf.xml-41-9	zersetzen	dwug_de	4.0			4.0	3.0	4.0					4.0	4
92	2532889X_1950-01-07_01_043.tcf.xml-58-4	2532889X_1955-12-08_01_054.tcf.xml-14-10	zersetzen	dwug_de	2.0		4.0		4.0						4.0	3
93	2532889X_1950-01-07_01_043.tcf.xml-58-4	2532889X_1957-08-18_01_088.tcf.xml-44-12	zersetzen	dwug_de				4.0	4.0						4.0	2
95	2532889X_1950-03-28_01_117.tcf.xml-6-22	2532889X_1955-12-08_01_054.tcf.xml-14-10	zersetzen	dwug_de				4.0	4.0						4.0	2
101	2532889X_1950-03-29_01_082.tcf.xml-6-48	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
116	2532889X_1950-05-14_01_034.tcf.xml-344-27	2532889X_1953-02-08_01_037.tcf.xml-142-13	zersetzen	dwug_de	4.0			4.0		4.0					4.0	3
117	2532889X_1950-05-14_01_034.tcf.xml-344-27	2532889X_1954-12-02_01_059.tcf.xml-41-9	zersetzen	dwug_de					4.0	4.0					4.0	2
118	2532889X_1950-05-14_01_034.tcf.xml-344-27	lasswitz_seife_1890-606-28	zersetzen	dwug_de	2.0			2.0							2.0	2
120	2532889X_1950-05-14_01_034.tcf.xml-344-27	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de		2.0			2.0		3.0				2.0	3
121	2532889X_1950-07-22_01_053.tcf.xml-318-16	2532889X_1952-12-04_01_034.tcf.xml-131-16	zersetzen	dwug_de				3.0		4.0					3.5	2
123	2532889X_1950-07-22_01_053.tcf.xml-318-16	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0					4.0					4.0	2
126	2532889X_1950-07-22_01_053.tcf.xml-318-16	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de	2.0					2.0					2.0	2
129	2532889X_1950-09-01_01_071.tcf.xml-41-30	26120215_1983_04_23_01_133.tcf.xml-3-7	zersetzen	dwug_de					2.0	2.0					2.0	2
131	2532889X_1950-09-01_01_071.tcf.xml-41-30	wundt_medizinische_1867-8117-25	zersetzen	dwug_de		2.0			2.0		3.0				2.0	3
133	2532889X_1951-02-28_01_035.tcf.xml-19-30	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de					4.0	4.0					4.0	2
138	2532889X_1951-04-05_01_036.tcf.xml-10-31	2532889X_1966-12-23_01_112.tcf.xml-36-27	zersetzen	dwug_de				4.0	4.0						4.0	2
140	2532889X_1951-04-05_01_036.tcf.xml-10-31	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0			4.0							4.0	2
146	2532889X_1952-08-21_01_058.tcf.xml-2-15	2532889X_1953-04-15_01_066.tcf.xml-47-4	zersetzen	dwug_de	4.0			4.0	3.0	3.0					3.5	4
174	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1955-11-26_01_036.tcf.xml-220-37	zersetzen	dwug_de	4.0				4.0						4.0	2
177	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1957-08-18_01_088.tcf.xml-44-12	zersetzen	dwug_de	3.0			4.0		4.0					4.0	3
179	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1961-03-18_01_065.tcf.xml-65-20	zersetzen	dwug_de	4.0				3.0						3.5	2
180	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1961-05-15_01_041.tcf.xml-98-27	zersetzen	dwug_de					4.0	4.0					4.0	2
182	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1965-01-21_01_165.tcf.xml-2-34	zersetzen	dwug_de	2.0	3.0	4.0								3.0	3
184	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1966-12-23_01_112.tcf.xml-36-27	zersetzen	dwug_de				4.0		3.0					3.5	2
187	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1968-10-26_01_124.tcf.xml-94-17	zersetzen	dwug_de				2.0		2.0					2.0	2
189	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1971-08-13_01_075.tcf.xml-9-16	zersetzen	dwug_de	4.0				4.0						4.0	2
190	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1972-12-21_01_183.tcf.xml-52-16	zersetzen	dwug_de	4.0			4.0		4.0					4.0	3
192	2532889X_1953-02-08_01_037.tcf.xml-142-13	2532889X_1978-07-22_01_205.tcf.xml-9-21	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
194	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1948_09_11_01_125.tcf.xml-151-10	zersetzen	dwug_de				3.0		4.0					3.5	2
196	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1949_11_26_01_020.tcf.xml-10-28	zersetzen	dwug_de	4.0					4.0					4.0	2
197	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1956_03_04_02_033.tcf.xml-29-63	zersetzen	dwug_de	2.0				2.0						2.0	2
198	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1968_10_07_01_194.tcf.xml-98-35	zersetzen	dwug_de				4.0	4.0	4.0					4.0	3
201	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1970_08_16_01_038.tcf.xml-40-25	zersetzen	dwug_de				4.0	4.0	4.0					4.0	3
203	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1981_05_02_01_139.tcf.xml-6-8	zersetzen	dwug_de	2.0			2.0							2.0	2
204	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1983_04_23_01_133.tcf.xml-3-7	zersetzen	dwug_de				2.0		2.0					2.0	2
206	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1983_11_07_01_032.tcf.xml-10-5	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
207	2532889X_1953-02-08_01_037.tcf.xml-142-13	26120215_1988_09_17_01_158.tcf.xml-11-6	zersetzen	dwug_de	2.0					2.0					2.0	2
209	2532889X_1953-02-08_01_037.tcf.xml-142-13	beck_eisen04_1899-7612-15	zersetzen	dwug_de	2.0			2.0							2.0	2
211	2532889X_1953-02-08_01_037.tcf.xml-142-13	brandes_naturlehre03_1832-1749-21	zersetzen	dwug_de	2.0					2.0					2.0	2
212	2532889X_1953-02-08_01_037.tcf.xml-142-13	brandes_naturlehre03_1832-2419-20	zersetzen	dwug_de	2.0				2.0						2.0	2
214	2532889X_1953-02-08_01_037.tcf.xml-142-13	brehm_thierleben03_1866-13960-9	zersetzen	dwug_de				2.0	2.0						2.0	2
215	2532889X_1953-02-08_01_037.tcf.xml-142-13	brehm_thierleben06_1869-13162-15	zersetzen	dwug_de	2.0	2.0		2.0	2.0						2.0	4
216	2532889X_1953-02-08_01_037.tcf.xml-142-13	buechner_kraft_1855-1437-28	zersetzen	dwug_de	2.0					2.0					2.0	2
217	2532889X_1953-02-08_01_037.tcf.xml-142-13	carus_psyche_1846-1790-25	zersetzen	dwug_de	2.0				2.0						2.0	2
218	2532889X_1953-02-08_01_037.tcf.xml-142-13	darwin_pflanzen_1876-4967-52	zersetzen	dwug_de					2.0	2.0					2.0	2
219	2532889X_1953-02-08_01_037.tcf.xml-142-13	ganswindt_faerberei_1889-5988-9	zersetzen	dwug_de				2.0		2.0					2.0	2
220	2532889X_1953-02-08_01_037.tcf.xml-142-13	ganswindt_faerberei_1889-6671-44	zersetzen	dwug_de					2.0	2.0					2.0	2
221	2532889X_1953-02-08_01_037.tcf.xml-142-13	gottschall_poetik_1858-1845-48	zersetzen	dwug_de				3.0		3.0					3.0	2
223	2532889X_1953-02-08_01_037.tcf.xml-142-13	gutzkow_zeitgenossen01_1842-1175-5	zersetzen	dwug_de	2.0	2.0			3.0						2.0	3
225	2532889X_1953-02-08_01_037.tcf.xml-142-13	humboldt_kosmos04_1858-2319-28	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
226	2532889X_1953-02-08_01_037.tcf.xml-142-13	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	2.0			2.0							2.0	2
227	2532889X_1953-02-08_01_037.tcf.xml-142-13	ledebur_eisenhuettenkunde_1884-1845-36	zersetzen	dwug_de	2.0			2.0							2.0	2
228	2532889X_1953-02-08_01_037.tcf.xml-142-13	libelt_hs6623ii_1828-2150-38	zersetzen	dwug_de				2.0	2.0						2.0	2
229	2532889X_1953-02-08_01_037.tcf.xml-142-13	liebig_agricultur_1840-218-49	zersetzen	dwug_de	2.0					2.0					2.0	2
230	2532889X_1953-02-08_01_037.tcf.xml-142-13	ludwig_physiologie01_1852-687-11	zersetzen	dwug_de			2.0	2.0	2.0						2.0	3
231	2532889X_1953-02-08_01_037.tcf.xml-142-13	marx_kapital01_1867-5268-10	zersetzen	dwug_de	4.0	2.0			3.0	1.0	2.0				2.0	5
232	2532889X_1953-02-08_01_037.tcf.xml-142-13	mommsen_roemische03_1856-4692-12	zersetzen	dwug_de	4.0				4.0						4.0	2
234	2532889X_1953-02-08_01_037.tcf.xml-142-13	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	2.0			1.0		2.0					2.0	3
235	2532889X_1953-02-08_01_037.tcf.xml-142-13	quenstedt_mineralogie_1854-11874-1	zersetzen	dwug_de	2.0	2.0		2.0	2.0						2.0	4
237	2532889X_1953-02-08_01_037.tcf.xml-142-13	quenstedt_mineralogie_1854-5781-5	zersetzen	dwug_de			2.0	2.0	2.0	2.0					2.0	4
238	2532889X_1953-02-08_01_037.tcf.xml-142-13	quenstedt_mineralogie_1854-6208-42	zersetzen	dwug_de				2.0	2.0						2.0	2
239	2532889X_1953-02-08_01_037.tcf.xml-142-13	quenstedt_mineralogie_1854-6215-6	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
241	2532889X_1953-02-08_01_037.tcf.xml-142-13	sachs_botanik_1875-3854-12	zersetzen	dwug_de				2.0		2.0					2.0	2
242	2532889X_1953-02-08_01_037.tcf.xml-142-13	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	3.0			2.0	2.0	2.0					2.0	4
243	2532889X_1953-02-08_01_037.tcf.xml-142-13	samter_erfindungen_1896-8919-24	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
244	2532889X_1953-02-08_01_037.tcf.xml-142-13	schleiden_pflanze_1848-182-82	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
245	2532889X_1953-02-08_01_037.tcf.xml-142-13	siebold_suesswasserfische_1863-2851-25	zersetzen	dwug_de	2.0		2.0	2.0	2.0	2.0					2.0	5
248	2532889X_1953-02-08_01_037.tcf.xml-142-13	thaer_landwirthschaft02_1810-2279-27	zersetzen	dwug_de	3.0		2.0	2.0							2.0	3
249	2532889X_1953-02-08_01_037.tcf.xml-142-13	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de				2.0	2.0						2.0	2
251	2532889X_1953-02-08_01_037.tcf.xml-142-13	thaer_landwirthschaft04_1812-1075-14	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
253	2532889X_1953-02-08_01_037.tcf.xml-142-13	urbanitzky_electricitaet_1885-9389-58	zersetzen	dwug_de	2.0				2.0						2.0	2
255	2532889X_1953-02-08_01_037.tcf.xml-142-13	wundt_medizinische_1867-8117-25	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
262	2532889X_1953-04-03_01_043.tcf.xml-10-26	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0					4.0					4.0	2
264	2532889X_1953-04-03_01_043.tcf.xml-10-26	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	2.0			2.0							2.0	2
265	2532889X_1953-04-15_01_066.tcf.xml-47-4	2532889X_1957-08-18_01_088.tcf.xml-44-12	zersetzen	dwug_de				4.0	3.0						3.5	2
268	2532889X_1953-04-15_01_066.tcf.xml-47-4	2532889X_1989-09-18_01_176.tcf.xml-8-14	zersetzen	dwug_de	4.0					4.0					4.0	2
269	2532889X_1953-04-15_01_066.tcf.xml-47-4	26120215_1956_03_04_02_033.tcf.xml-29-63	zersetzen	dwug_de				2.0		2.0					2.0	2
270	2532889X_1953-04-15_01_066.tcf.xml-47-4	26120215_1962_09_28_01_268.tcf.xml-14-2	zersetzen	dwug_de	4.0					3.0					3.5	2
274	2532889X_1953-04-15_01_066.tcf.xml-47-4	kerl_metallurgische_1866-2774-43	zersetzen	dwug_de	2.0					2.0					2.0	2
275	2532889X_1953-04-15_01_066.tcf.xml-47-4	lasswitz_seife_1890-606-28	zersetzen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
276	2532889X_1953-04-15_01_066.tcf.xml-47-4	ledebur_eisenhuettenkunde_1884-14016-15	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
277	2532889X_1953-04-15_01_066.tcf.xml-47-4	libelt_hs6623ii_1828-2150-38	zersetzen	dwug_de	2.0			2.0							2.0	2
278	2532889X_1953-04-15_01_066.tcf.xml-47-4	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de		3.0		3.0			2.0				3.0	3
281	2532889X_1953-04-15_01_066.tcf.xml-47-4	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de	3.0			2.0	2.0	1.0					2.0	4
282	2532889X_1953-04-15_01_066.tcf.xml-47-4	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
283	2532889X_1953-04-15_01_066.tcf.xml-47-4	siemens_abhandlungen_1881-408-21	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
284	2532889X_1953-04-15_01_066.tcf.xml-47-4	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	2.0			2.0		1.0					2.0	3
285	2532889X_1953-05-17_01_030.tcf.xml-64-8	2532889X_1954-12-02_01_059.tcf.xml-41-9	zersetzen	dwug_de	4.0			3.0							3.5	2
287	2532889X_1953-05-17_01_030.tcf.xml-64-8	2532889X_1957-08-18_01_088.tcf.xml-44-12	zersetzen	dwug_de				4.0	3.0						3.5	2
302	2532889X_1953-11-21_01_040.tcf.xml-49-28	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
308	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1956-03-01_01_023.tcf.xml-18-24	zersetzen	dwug_de	4.0			4.0		4.0					4.0	3
309	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1956-11-06_01_007.tcf.xml-13-17	zersetzen	dwug_de	4.0			4.0							4.0	2
310	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1958-11-05_01_013.tcf.xml-12-20	zersetzen	dwug_de				3.0		4.0					3.5	2
312	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1961-03-18_01_065.tcf.xml-65-20	zersetzen	dwug_de				4.0		4.0					4.0	2
315	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1965-09-18_01_056.tcf.xml-21-34	zersetzen	dwug_de				3.0	4.0	3.0					3.0	3
316	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1966-04-17_01_023.tcf.xml-9-24	zersetzen	dwug_de				4.0	3.0						3.5	2
317	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1968-05-14_01_017.tcf.xml-3-49	zersetzen	dwug_de				4.0	4.0						4.0	2
320	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1969-04-19_01_193.tcf.xml-2-20	zersetzen	dwug_de	2.0				2.0						2.0	2
321	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1969-06-21_01_297.tcf.xml-24-18	zersetzen	dwug_de	4.0			4.0	4.0	4.0					4.0	4
322	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1969-08-20_01_110.tcf.xml-64-28	zersetzen	dwug_de				4.0		4.0					4.0	2
323	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1970-01-31_01_086.tcf.xml-14-11	zersetzen	dwug_de	4.0				4.0						4.0	2
324	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1972-09-23_01_175.tcf.xml-5-16	zersetzen	dwug_de	2.0			2.0							2.0	2
325	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1972-12-21_01_183.tcf.xml-52-16	zersetzen	dwug_de	4.0				4.0						4.0	2
326	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1976-11-13_01_450.tcf.xml-16-15	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
329	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1979-01-09_01_166.tcf.xml-17-1	zersetzen	dwug_de				4.0	4.0						4.0	2
331	2532889X_1954-12-02_01_059.tcf.xml-41-9	2532889X_1986-04-05_01_411.tcf.xml-34-14	zersetzen	dwug_de	2.0			2.0	2.0	4.0					2.0	4
333	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1956_03_04_02_033.tcf.xml-29-63	zersetzen	dwug_de				2.0		2.0					2.0	2
334	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1960_06_02_01_197.tcf.xml-33-20	zersetzen	dwug_de	4.0					4.0					4.0	2
335	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de					4.0	4.0					4.0	2
337	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1970_01_31_01_063.tcf.xml-13-37	zersetzen	dwug_de	2.0				2.0						2.0	2
338	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1971_05_14_01_333.tcf.xml-19-38	zersetzen	dwug_de					4.0	4.0					4.0	2
339	2532889X_1954-12-02_01_059.tcf.xml-41-9	26120215_1975_09_30_01_207.tcf.xml-23-63	zersetzen	dwug_de	2.0	3.0			4.0						3.0	3
344	2532889X_1954-12-02_01_059.tcf.xml-41-9	avelallemant_gaunerthum03_1862-946-47	zersetzen	dwug_de				3.0		4.0					3.5	2
346	2532889X_1954-12-02_01_059.tcf.xml-41-9	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de	2.0			1.0		2.0					2.0	3
347	2532889X_1954-12-02_01_059.tcf.xml-41-9	beck_eisen04_1899-7612-15	zersetzen	dwug_de	2.0				2.0						2.0	2
349	2532889X_1954-12-02_01_059.tcf.xml-41-9	brandes_naturlehre03_1832-2419-20	zersetzen	dwug_de				2.0	2.0						2.0	2
350	2532889X_1954-12-02_01_059.tcf.xml-41-9	brandes_naturlehre03_1832-3271-13	zersetzen	dwug_de		2.0	2.0		2.0	2.0					2.0	4
351	2532889X_1954-12-02_01_059.tcf.xml-41-9	brehm_thierleben03_1866-13960-9	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
354	2532889X_1954-12-02_01_059.tcf.xml-41-9	dilthey_geisteswissenschaften_1883-3349-17	zersetzen	dwug_de				3.0	4.0	2.0					3.0	3
356	2532889X_1954-12-02_01_059.tcf.xml-41-9	ganswindt_faerberei_1889-6671-44	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
357	2532889X_1954-12-02_01_059.tcf.xml-41-9	gottschall_poetik_1858-1845-48	zersetzen	dwug_de	4.0			3.0							3.5	2
358	2532889X_1954-12-02_01_059.tcf.xml-41-9	griesinger_psychische_1845-572-34	zersetzen	dwug_de	4.0			4.0	4.0						4.0	3
359	2532889X_1954-12-02_01_059.tcf.xml-41-9	gutzkow_zeitgenossen01_1842-1175-5	zersetzen	dwug_de	3.0	2.0	4.0	2.0	3.0						3.0	5
360	2532889X_1954-12-02_01_059.tcf.xml-41-9	hahnemann_organon_1810-586-18	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
361	2532889X_1954-12-02_01_059.tcf.xml-41-9	humboldt_aequinoktial01_1859-3347-78	zersetzen	dwug_de				2.0		2.0					2.0	2
362	2532889X_1954-12-02_01_059.tcf.xml-41-9	humboldt_aequinoktial02_1859-988-24	zersetzen	dwug_de				2.0		2.0					2.0	2
364	2532889X_1954-12-02_01_059.tcf.xml-41-9	kerl_metallurgische_1866-4246-28	zersetzen	dwug_de					2.0	2.0					2.0	2
367	2532889X_1954-12-02_01_059.tcf.xml-41-9	ledebur_eisenhuettenkunde_1884-1681-7	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
369	2532889X_1954-12-02_01_059.tcf.xml-41-9	libelt_hs6623ii_1828-2150-38	zersetzen	dwug_de	2.0				2.0						2.0	2
370	2532889X_1954-12-02_01_059.tcf.xml-41-9	liebig_agricultur_1840-1742-66	zersetzen	dwug_de	2.0		2.0		2.0		2.0				2.0	4
371	2532889X_1954-12-02_01_059.tcf.xml-41-9	liebig_knallsilber_1822-15-26	zersetzen	dwug_de	2.0					2.0					2.0	2
372	2532889X_1954-12-02_01_059.tcf.xml-41-9	marx_kapital01_1867-5268-10	zersetzen	dwug_de	4.0	2.0		2.0							2.0	3
373	2532889X_1954-12-02_01_059.tcf.xml-41-9	mommsen_roemische03_1856-4692-12	zersetzen	dwug_de				4.0		4.0					4.0	2
374	2532889X_1954-12-02_01_059.tcf.xml-41-9	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	2.0				2.0						2.0	2
375	2532889X_1954-12-02_01_059.tcf.xml-41-9	quenstedt_mineralogie_1854-11874-1	zersetzen	dwug_de	2.0		2.0	2.0		2.0	2.0				2.0	5
376	2532889X_1954-12-02_01_059.tcf.xml-41-9	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de	2.0			2.0							2.0	2
378	2532889X_1954-12-02_01_059.tcf.xml-41-9	quenstedt_mineralogie_1854-2750-15	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
379	2532889X_1954-12-02_01_059.tcf.xml-41-9	sachs_botanik_1875-3854-12	zersetzen	dwug_de	2.0			2.0							2.0	2
380	2532889X_1954-12-02_01_059.tcf.xml-41-9	schleiden_pflanze_1848-182-82	zersetzen	dwug_de				2.0		2.0					2.0	2
381	2532889X_1954-12-02_01_059.tcf.xml-41-9	siebold_suesswasserfische_1863-2851-25	zersetzen	dwug_de	2.0	2.0			2.0	2.0					2.0	4
382	2532889X_1954-12-02_01_059.tcf.xml-41-9	siemens_abhandlungen_1881-408-21	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
384	2532889X_1954-12-02_01_059.tcf.xml-41-9	thaer_landwirthschaft02_1810-2279-27	zersetzen	dwug_de				2.0	2.0						2.0	2
385	2532889X_1954-12-02_01_059.tcf.xml-41-9	thaer_landwirthschaft02_1810-3252-24	zersetzen	dwug_de	2.0				2.0	3.0					2.0	3
386	2532889X_1954-12-02_01_059.tcf.xml-41-9	thaer_landwirthschaft02_1810-4483-15	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
387	2532889X_1954-12-02_01_059.tcf.xml-41-9	thaer_landwirthschaft04_1812-1075-14	zersetzen	dwug_de	2.0		2.0		3.0						2.0	3
388	2532889X_1954-12-02_01_059.tcf.xml-41-9	treviranus_biologie04_1814-734-22	zersetzen	dwug_de				2.0		2.0					2.0	2
389	2532889X_1954-12-02_01_059.tcf.xml-41-9	urbanitzky_electricitaet_1885-4589-11	zersetzen	dwug_de					2.0	2.0					2.0	2
390	2532889X_1954-12-02_01_059.tcf.xml-41-9	urbanitzky_electricitaet_1885-4651-33	zersetzen	dwug_de				2.0	2.0						2.0	2
391	2532889X_1954-12-02_01_059.tcf.xml-41-9	wagner_zukunft_1850-798-58	zersetzen	dwug_de	4.0				3.0						3.5	2
