lemma	identifier	context	indexes_target_token	context_normalized
Naturschönheit	vischer_aesthetik0201_1847-162-20	Während also nach jedem Begriffe einer richtigen Ordnung, nachdem der abstracte Begriff des Schönen dargestellt ist, zuerst die Naturschönheit, dann der Genius, zuletzt dessen Werk, die Kunst, stehen müßte, steht zuerst das Werk, dann der Meister des Werks, dann die Vorlage und Stoffwelt, von welcher der Meister ausgeht.	128:142	Während also nach jedem Begriffe einer richtigen Ordnung , nachdem der abstrakte Begriff des Schönen dargestellt ist , zuerst die Naturschönheit , dann der Genius , zuletzt dessen Werk , die Kunst , stehen müßte , steht zuerst das Werk , dann der Meister des Werks , dann die Vorlage und Stoffwelt , von welcher der Meister ausgeht .
Naturschönheit	humboldt_kosmos02_1847-633-5	Wer, empfänglich für die Naturschönheit von Berg-, Fluß-und Waldgegenden, die heiße Zone selbst durchwandert ist, wer Ueppigkeit und Mannigfaltigkeit der Vegetation nicht etwa bloß an den bebauten Küsten, sondern am Abhange der schneebedeckten Andes, des Himalaya und des mysorischen Nilgherry-Gebirges, oder in den Urwäldern des Flußnetzes zwischen dem Orinoco und Amazonenstrom gesehen hat; der allein kann fühlen, welch ein unabsehbares Feld der Landschaftmalerei zwischen den Wendekreisen beider Continente oder in der Inselwelt von Sumatra, Borneo und der Philippinen zu eröffnen ist, wie das, was man bisher geistreiches und treffliches geleistet, nicht mit der Größe der Naturschätze verglichen werden kann, deren einst noch die Kunst sich zu bemächtigen vermag.	25:39	Wer , empfänglich für die Naturschönheit von Berg- , Fluß- und Waldgegenden , die heiße Zone selbst durchwandert ist , wer Üppigkeit und Mannigfaltigkeit der Vegetation nicht etwa bloß an den bebauten Küsten , sondern am Abhange der schneebedeckten Anden , des Himalaja und des mysorischen Nilgherry-Gebirges , oder in den Urwäldern des Flußnetzes zwischen dem Orinoco und Amazonenstrom gesehen hat ; der allein kann fühlen , welch ein unabsehbares Feld der Landschaftmalerei zwischen den Wendekreisen beider Kontinente oder in der Inselwelt von Sumatra , Borneo und der Philippinen zu eröffnen ist , wie das , was man bisher geistreiches und treffliches geleistet , nicht mit der Größe der Naturschätze verglichen werden kann , deren einst noch die Kunst sich zu bemächtigen vermag .
Naturschönheit	vischer_aesthetik0201_1847-776-32	Die Sache ist aber vorhanden vor dem Maler und ohne ihn und der wissenschaftliche Ausdruck für sie ist zwar erst von der Kunst gefunden worden, allein das versteht sich bei aller Naturschönheit, daß nicht sie selbst ihren Begriff und ihre Gesetze aussprechen kann.	179:193	Die Sache ist aber vorhanden vor dem Maler und ohne ihn und der wissenschaftliche Ausdruck für sie ist zwar erst von der Kunst gefunden worden , allein das versteht sich bei aller Naturschönheit , daß nicht sie selbst ihren Begriff und ihre Gesetze aussprechen kann .
Naturschönheit	vischer_aesthetik01_1846-1971-10	Endlich muß außer diesem Allem erst der große Unterschied zwischen Naturschönheit und Kunstschönheit zur Lösung jener Streitfrage in Erwägung kommen.	67:81	Endlich muß außer diesem Allem erst der große Unterschied zwischen Naturschönheit und Kunstschönheit zur Lösung jener Streitfrage in Erwägung kommen .
Naturschönheit	pfeiffer_frauenfahrt02_1850-1365-26	Am 1. und 2. November sahen wir von Zeit zu Zeit das Festland oder kleine Inselchen, — alles flach und sandig, ohne die geringste Naturschönheit.	130:144	Am 1. und 2. November sahen wir von Zeit zu Zeit das Festland oder kleine Inselchen , -- alles flach und sandig , ohne die geringste Naturschönheit .
Naturschönheit	michelis_reiseschule_1869-2463-10	Für diese wichtigsten Aufgaben halte ich nämlich nicht Besichtigung von Naturschönheiten, Sehenswürdigkeiten, Seltenheiten, Curiositäten, sondern: Menschen, andere sowohl als sich selbst, besser beurtheilen und behandeln zu lernen, zu lernen, neue Blicke in das eigene Innere und in das ganze Menschenwesen zu thun, in seinem Ich Mängel und ebenso Fähigkeiten zu entdecken, von denen wir bisher nichts wußten, im Menschen überhaupt die allgemeinen, allerwärts wiederkehrenden, wesenhaften Grundzüge von den Zufälligkeiten des Individuums unterscheiden:	72:88	Für diese wichtigsten Aufgaben halte ich nämlich nicht Besichtigung von Naturschönheiten , Sehenswürdigkeiten , Seltenheiten , Kuriositäten , sondern : Menschen , andere sowohl als sich selbst , besser beurteilen und behandeln zu lernen , zu lernen , neue Blicke in das eigene Innere und in das ganze Menschenwesen zu tun , in seinem Ich Mängel und ebenso Fähigkeiten zu entdecken , von denen wir bisher nichts wußten , im Menschen überhaupt die allgemeinen , allerwärts wiederkehrenden , wesenhaften Grundzüge von den Zufälligkeiten des Individuums unterscheiden :
Naturschönheit	vischer_aesthetik0202_1848-262-13	In Wahrheit ist demnach das Subject der Schöpfer des Schönen und die gesammte Naturschönheit verhält sich zu dieser Schöpfung als Object in dem Sinne des Stoffs einer Thätigkeit, wodurch es in die § 233 geforderte Bestimmung eintritt.	78:92	In Wahrheit ist demnach das Subjekt der Schöpfer des Schönen und die gesamte Naturschönheit verhält sich zu dieser Schöpfung als Objekt in dem Sinne des Stoffs einer Tätigkeit , wodurch es in die § 233 geforderte Bestimmung eintritt .
Naturschönheit	schreber_kallipaedie_1858-2842-16	Zu den allgemeinen, die Gesundheit mächtig fördernden, das Gemüth erfrischenden und den Sinn für Naturschönheiten belebenden Einflüssen tritt noch ein anderer Nutzen, der jungen Leuten sehr zu Statten kommt.	97:113	Zu den allgemeinen , die Gesundheit mächtig fördernden , das Gemüt erfrischenden und den Sinn für Naturschönheiten belebenden Einflüssen tritt noch ein anderer Nutzen , der jungen Leuten sehr zu Statten kommt .
Naturschönheit	pocci_komoedienbuechlein04_1871-150-5	Sie leben vom Kunstgenuß der Naturschönheiten; aber mich bringen Sie mit der Künstlerfahrt noch dahin, daß ich aus Hunger und Durst einmal auf Jhr Farbenkastl einen wüthenden Angriff mach’ und zum Frühstück alle < supplied>i< / supplied > hre sogenannten englischen Honigfarben verschluck’.	29:45	Sie leben vom Kunstgenuß der Naturschönheiten ; aber mich bringen Sie mit der Künstlerfahrt noch dahin , daß ich aus Hunger und Durst einmal auf Ihr Farbenkastl einen wütenden Angriff mache und zum Frühstück alle < supplied>i< / supplied > ihre sogenannten englischen Honigfarben verschluck .
Naturschönheit	humboldt_aequinoktial03_1859-1337-12	Es ist, als hätte hier der Mensch mit tiefem Gefühl für Naturschönheit den herben, rauhen Charakter der Gegend mildern wollen.	56:70	Es ist , als hätte hier der Mensch mit tiefem Gefühl für Naturschönheit den herben , rauhen Charakter der Gegend milderen wollen .
Naturschönheit	vischer_aesthetik0201_1847-155-3	Daß nun die Naturschönheit als eine schlechthin (so scheint es wenigstens vorerst) vorgefundene, unmittelbare und in dem doppelten Sinn des §. objective Form der realen Existenz des Schönen zuerst zu setzen sei, sollte selbst von denjenigen zugegeben sein, welche die Welt aus dem Theismus construiren; denn die Wendung steht ihnen immer noch frei, daß der göttliche Verstand und Wille beschloßen habe, der geistigen Schöpfung die natürliche zur Voraussetzung zu geben, und ebenso, in der Sphäre der Schönheit, dem menschlichen Künstlergeiste die Naturschönheit als seine Vorlage voranzuschicken.	12:26	Daß nun die Naturschönheit als eine schlechthin ( so scheint es wenigstens vorerst ) vorgefundene , unmittelbare und in dem doppelten Sinn des § . objektive Form der realen Existenz des Schönen zuerst zu setzen sei , sollte selbst von denjenigen zugegeben sein , welche die Welt aus dem Theismus konstruieren ; denn die Wendung steht ihnen immer noch frei , daß der göttliche Verstand und Wille beschlossen habe , der geistigen Schöpfung die natürliche zur Voraussetzung zu geben , und ebenso , in der Sphäre der Schönheit , dem menschlichen Künstlergeiste die Naturschönheit als seine Vorlage voranzuschicken .
Naturschönheit	vischer_aesthetik0201_1847-155-93	Daß nun die Naturschönheit als eine schlechthin (so scheint es wenigstens vorerst) vorgefundene, unmittelbare und in dem doppelten Sinn des §. objective Form der realen Existenz des Schönen zuerst zu setzen sei, sollte selbst von denjenigen zugegeben sein, welche die Welt aus dem Theismus construiren; denn die Wendung steht ihnen immer noch frei, daß der göttliche Verstand und Wille beschloßen habe, der geistigen Schöpfung die natürliche zur Voraussetzung zu geben, und ebenso, in der Sphäre der Schönheit, dem menschlichen Künstlergeiste die Naturschönheit als seine Vorlage voranzuschicken.	547:561	Daß nun die Naturschönheit als eine schlechthin ( so scheint es wenigstens vorerst ) vorgefundene , unmittelbare und in dem doppelten Sinn des § . objektive Form der realen Existenz des Schönen zuerst zu setzen sei , sollte selbst von denjenigen zugegeben sein , welche die Welt aus dem Theismus konstruieren ; denn die Wendung steht ihnen immer noch frei , daß der göttliche Verstand und Wille beschlossen habe , der geistigen Schöpfung die natürliche zur Voraussetzung zu geben , und ebenso , in der Sphäre der Schönheit , dem menschlichen Künstlergeiste die Naturschönheit als seine Vorlage voranzuschicken .
Naturschönheit	vischer_aesthetik0202_1848-643-22	In diesen bodenlosen Idealismus geräth man, wenn man vom Selbst ausgeht und es nicht nur unterlassen hat, ihm vorher die Naturschönheit unterzubreiten, sondern auch weiterhin unterläßt, ihm ein bestimmtes Naturschönes als jeweiligen Gegenstand so zu geben, daß es diesen Gegenstand und in ihm seine, des Gegenstands, Idee ergreift, in den eigenen Geist, dessen subjective Ideen eben die reinen Ideen der Gegenstände sind, aufnimmt und ihm hier denselben Gehalt, der in ihm vorliegt, als einen subjectiv unendlichen zuführt.	121:135	In diesen bodenlosen Idealismus gerät man , wenn man vom Selbst ausgeht und es nicht nur unterlassen hat , ihm vorher die Naturschönheit Unterzubereiten , sondern auch weiterhin unterläßt , ihm ein bestimmtes Naturschönes als jeweiligen Gegenstand so zu geben , daß es diesen Gegenstand und in ihm seine , des Gegenstands , Idee ergreift , in den eigenen Geist , dessen subjektive Ideen eben die reinen Ideen der Gegenstände sind , aufnimmt und ihm hier denselben Gehalt , der in ihm vorliegt , als einen subjektiv unendlichen zuführt .
Naturschönheit	jung_lebensgeschichte_1835-7798-32	Wenn im hohen Sommer die Sonne über die Vogesen untergeht, und das Badner Thal bis ans Hochgebirge im Hintergrund beleuchtet, so ist das ein Anblick, der zu den größten Naturschönheiten gehört; er muß gesehen werden, beschreiben kann man ihn nicht.	169:185	Wenn im hohen Sommer die Sonne über die Vogesen untergeht , und das Badener Tal bis ans Hochgebirge im Hintergrund beleuchtet , so ist das ein Anblick , der zu den größten Naturschönheiten gehört ; er muß gesehen werden , beschreiben kann man ihn nicht .
Naturschönheit	humboldt_aequinoktial01_1859-3812-1	Die Naturschönheiten dieser Berge nahmen uns völlig in Anspruch, und so wurden wir erst am Ende gewahr, daß wir den guten gastfreundlichen Mönchen zur Last fielen.	4:20	Die Naturschönheiten dieser Berge nahmen uns völlig in Anspruch , und so wurden wir erst am Ende gewahr , daß wir den guten gastfreundlichen Mönchen zur Last fielen .
Naturschönheit	vischer_aesthetik0201_1847-305-18	Allein das hat mit dem Gegensatz, der die Idee der Schönheit als solche in zwei Hauptgebiete, Naturschönheit und Ideal theilt, noch gar nichts zu schaffen.	94:108	Allein das hat mit dem Gegensatz , der die Idee der Schönheit als solche in zwei Hauptgebiete , Naturschönheit und Ideal teilt , noch gar nichts zu schaffen .
Naturschönheit	purtscheller_alpinismus_1894-3-1	Zwei Naturschönheiten ersten Ranges sind es, die unserem Erdtheile zur besonderen Zierde gereichen: die Alpen und das Meer.	5:21	Zwei Naturschönheiten ersten Ranges sind es , die unserem Erdteile zur besonderen Zierde gereichen : die Alpen und das Meer .
Naturschönheit	berlepsch_alpen_1861-2397-26	Solch ein mit seltenem Orientirungstalent begabter Führer war Maduz von Matt im Glarner Kleinthal (eigentlich ein Schwabe), der bei offenem warmen Sinn für Naturschönheiten, außerordentlich besorgt um seine Klienten war und allenthalben Rath wußte.	156:172	Solch ein mit seltenem Orientierungstalent begabter Führer war Maduz von Matt im Glarner Kleintal ( eigentlich ein Schwabe ) , der bei offenem warmen Sinn für Naturschönheiten , außerordentlich besorgt um seine Klienten war und allenthalben Rat wußte .
Naturschönheit	berlepsch_alpen_1861-1530-8	Hieraus ergiebt sich, was Künstler gegen diese Naturschönheit einwenden; der gerade Fall bietet ihnen zu wenig Anhaltepunkte für malerische Unterbrechungen, — die Weichheit in der successiven Bewegung der Massen verwandelt sich auf der Leinwand in steifen Stillstand, und weder das Glanzlicht des Wassers noch die Zauberschimmer der Regenbogen lassen sich im Gemälde so wiedergeben, daß sie ästhetisch schön und durchsichtig erscheinen.	47:61	Hieraus ergibt sich , was Künstler gegen diese Naturschönheit einwenden ; der gerade Fall bietet ihnen zu wenig Anhaltepunkte für malerische Unterbrechungen , -- die Weichheit in der sukzessiven Bewegung der Massen verwandelt sich auf der Leinwand in steifen Stillstand , und weder das Glanzlicht des Wassers noch die Zauberschimmer der Regenbogen lassen sich im Gemälde so wiedergeben , daß sie ästhetisch schön und durchsichtig erscheinen .
Naturschönheit	schlegel_indier_1808-533-6	Nicht blos als dichterische Bewundrung der Naturschönheit, sondern genau in dieser Umgebung finden wir den Gestirndienst bei den Aegyptern, mit einem dem Anschein nach rohen Thierdienst verwebt.	43:57	Nicht bloß als dichterische Bewunderung der Naturschönheit , sondern genau in dieser Umgebung finden wir den Gestirndienst bei den Ägyptern , mit einem dem Anschein nach rohen Tierdienst verwebt .
Naturschönheit	locke_mond_1836-346-23	In einer Bai auf der Westseite des Sees ist eine 55 Meilen lange Insel von halbrunder Form, über und über mit prächtigen Naturschönheiten, aus dem Pflanzen-wie aus dem Thierreiche, bedeckt.	121:137	In einer Bai auf der Westseite des Sees ist eine 55 Meilen lange Insel von halbrunder Form , über und über mit prächtigen Naturschönheiten , aus dem Pflanzen- wie aus dem Tierreich , bedeckt .
Naturschönheit	vischer_aesthetik0202_1848-673-54	Man muß ja hierin nicht zu haikel sein, Künstler sind gern weichlich, sie müssen geschoben werden, es schadet ihnen gar nicht, wenn sie mitunter invita Minerva an’s Werk müssen; verwerflich und vom Künstlerstolze billig abgewiesen sind nur Bestellungen von Stoffen, welche ihnen nichts entgegenbringen, d h. keine Naturschönheit enthalten, elend war die Gelegenheitsdichterei im früheren Sinne, das handwerksmäßige Verfertigen von Hochzeits-Tauf-Leichen-Carmina um’s Geld.	314:328	Man muß ja hierin nicht zu heikel sein , Künstler sind gern weichlich , sie müssen geschoben werden , es schadet ihnen gar nicht , wenn sie mitunter invita Minerva ans Werk müssen ; verwerflich und vom Künstlerstolze billig abgewiesen sind nur Bestellungen von Stoffen , welche ihnen nichts entgegenbringen , d h. keine Naturschönheit enthalten , elend war die Gelegenheitsdichterei im früheren Sinne , das handwerksmäßige Verfertigen von Hochzeits-Tauf-Leichen-Carmina um_das Geld .
Naturschönheit	vischer_aesthetik01_1846-1585-19	Diese tritt wohl nirgends erkennbarer ans Licht, als in §. 23, wo er sagt, die selbständige Naturschönheit entdecke uns eine Technik der Natur, wodurch unser Begriff von derselben über den eines blosen Mechanismus zu dem Begriff von der Natur als einer Kunst erweitert werde: „welches zu tiefen Untersuchungen über die Möglichkeit einer solchen Form einladet.“	92:106	Diese tritt wohl nirgends erkennbarer ans Licht , als in §. 23 , wo er sagt , die selbständige Naturschönheit entdecke uns eine Technik der Natur , wodurch unser Begriff von derselben über den eines bloßen Mechanismus zu dem Begriff von der Natur als einer Kunst erweitert werde : " welches zu tiefen Untersuchungen über die Möglichkeit einer solchen Form einladet . "
Naturschönheit	vischer_aesthetik0301_1851-714-18	So kann, um die zweite Bedingung zu erwähnen, Vorrath oder Mangel an einer gewissen Gattung von Naturschönheit (z. B. Modellen) auf die ganze Conception und Composition fördernd, hemmend, in ein anderes als das zuerst beabsichtigte Bett leitend einwirken, so kann die Art eines gegebenen Materials schon im Anfange des Entwurfs die Richtung bestimmen; klar aber ist, daß, unbeschadet des fortdauernd gleichzeitigen Einwirkens aller drei Bedingungen, doch die erste, die Stellung zum Publikum, gerade bei dem geistigsten Theile der Arbeit, dem ersten Wurf und der Composition, ganz wesentlich bedingend im fördernden oder hemmenden Sinne sich geltend macht, daß also hier der Ort ist, wo diese Seite dargestellt werden muß.	96:110	So kann , um die zweite Bedingung zu erwähnen , Vorrat oder Mangel an einer gewissen Gattung von Naturschönheit ( z. B. Modellen ) auf die ganze Konzeption und Komposition fördernd , hemmend , in ein anderes als das zuerst beabsichtigte Bett leitend einwirken , so kann die Art eines gegebenen Materials schon im Anfange des Entwurfs die Richtung bestimmen ; klar aber ist , daß , unbeschadet des fortdauernd gleichzeitigen Einwirkens aller drei Bedingungen , doch die erste , die Stellung zum Publikum , gerade bei dem geistigsten Teile der Arbeit , dem ersten Wurf und der Komposition , ganz wesentlich bedingend im fördernden oder hemmenden Sinne sich geltend macht , daß also hier der Ort ist , wo diese Seite dargestellt werden muß .
Naturschönheit	berg_ostasien02_1866-2228-9	— Es war ein sonderbarer Anblick, voll unheimlicher Naturschönheit: die Klippen liegen theils unter Wasser, theils berühren sie die Oberfläche oder steigen zackig und zerrissen bis zu vierzig Fuss Höhe empor; eine furchtbare Brandung umbraust die schwarzen Gerippe, Tausende von Seevögeln flattern rastlos umher und tauchen fischend in den milchweissen Schaum, der zwischen den Felsen kocht.	52:66	-- Es war ein sonderbarer Anblick , voll unheimlicher Naturschönheit : die Klippen liegen teils unter Wasser , teils berühren sie die Oberfläche oder steigen zackig und zerrissen bis zu vierzig Fuß Höhe empor ; eine furchtbare Brandung umbraust die schwarzen Gerippe , Tausende von Seevögeln flattern rastlos umher und tauchen fischend in den Milchweissen Schaum , der zwischen den Felsen kocht .
Naturschönheit	vischer_aesthetik0202_1848-698-44	Noch ein Beispiel aus der Plastik: Thorwaldsen hatte ein Modell; zufällig, um auszuruhen, setzt sich der müde nackte Junge und hält naiv ein Knie mit beiden Händen; Thorwaldsen hieß ihn so verbleiben und hatte ein Motiv von unnachahmlich glücklicher Naturschönheit als Stoff eines ursprünglich gar nicht beabsichtigten selbständigen Werks gefunden.	250:264	Noch ein Beispiel aus der Plastik : Thorvaldsen hatte ein Modell ; zufällig , um auszuruhen , setzt sich der müde nackte Junge und hält naiv ein Knie mit beiden Händen ; Thorvaldsen hieß ihn so verbleiben und hatte ein Motiv von unnachahmlich glücklicher Naturschönheit als Stoff eines ursprünglich gar nicht beabsichtigten selbständigen Werks gefunden .
Naturschönheit	jahn_turnkunst_1816-4034-15	Siehe: Reise durch den Harz und die Hessischen Lande, besonders in Hinsicht auf Naturschönheiten, Anbau und Alterthümer. Braunschweig 1797. (20 gr.).	80:96	Siehe : Reise durch den Harz und die Hessischen Lande , besonders in Hinsicht auf Naturschönheiten , Anbau und Alterthümer. Braunschweig 1797 . ( 20 gr. ) .
Naturschönheit	vischer_aesthetik01_1846-144-2	Daß die Naturschönheit und die Schönheit des innern Phantasiebildes nur unvollkommene Formen der Verwirklichung des Schönen sind, welche der höheren in der Kunst als ihre Voraussetzungen vorangehen: dies soll erst im Systeme entwickelt, nicht in der Definition vorweggenommen werden.	8:22	Daß die Naturschönheit und die Schönheit des inneren Phantasiebildes nur unvollkommene Formen der Verwirklichung des Schönen sind , welche der höheren in der Kunst als ihre Voraussetzungen vorangehen : dies soll erst im Systeme entwickelt , nicht in der Definition vorweggenommen werden .
Naturschönheit	humboldt_aequinoktial02_1859-2692-2	Wenn man Naturschönheiten recht lebhaft empfindet, so mag man Landschaften von verschiedenem Charakter gar nicht vergleichen; man würde fürchten, sich selbst im Genuß zu stören.	9:25	Wenn man Naturschönheiten recht lebhaft empfindet , so mag man Landschaften von verschiedenem Charakter gar nicht vergleichen ; man würde fürchten , sich selbst im Genuß zu stören .
Naturschönheit	francois_reckenburgerin01_1871-1499-13	In dieser Verlegenheit gedachte man der alten, verwüsteten Reckenburg und da romantische Naturschönheit so wenig wie fruchtbringende Bodencultur in der Berechnung lag, fand man die erwünschteste Gelegenheit: in der Nähe eines schiffbaren Stromes ein Waldrevier mit einem Wildbestand, dessen die verzweifelnden Bauern trotz gewaltsamster Selbsthülfe auf ihren kargen Feldstücken sich nicht erwehren konnten.	89:103	In dieser Verlegenheit gedachte man der alten , verwüsteten Reckenburg und da romantische Naturschönheit so wenig wie fruchtbringende Bodenkultur in der Berechnung lag , fand man die erwünschteste Gelegenheit : in der Nähe eines schiffbaren Stromes ein Waldrevier mit einem Wildbestand , dessen die verzweifelnden Bauern trotz gewaltsamster Selbsthilfe auf ihren kargen Feldstücken sich nicht erwehren konnten .
Naturschönheit	otto_schloss02_1846-398-18	Jaromir und Elisabeth hatten eine Weile stumm neben einander gesessen und bewundernde und entzückte Blicke auf die reichen Naturschönheiten dieser Landschaft geworfen.	123:139	Jaromir und Elisabeth hatten eine Weile stumm neben einander gesessen und bewundernde und entzückte Blicke auf die reichen Naturschönheiten dieser Landschaft geworfen .
Naturschönheit	rosenkranz_aesthetik_1853-440-34	— Nach rückwärts mit der Natur verglichen erkennen wir hier die Steigerung, daß die Natur in manchen Thieren das Häßliche allerdings unmittelbar und positiv hervorbringt, daß der Mensch aber die ihm gegebene Naturschönheit von Innen heraus durch das Böse zu entstellen und zu verzerren vermag, ein Werk der sich selbst vernichtenden Freiheit, dessen das Thier unfähig ist.	208:222	-- Nach rückwärts mit der Natur verglichen erkennen wir hier die Steigerung , daß die Natur in manchen Tieren das Häßliche allerdings unmittelbar und positiv hervorbringt , daß der Mensch aber die ihm gegebene Naturschönheit von Innen heraus durch das Böse zu entstellen und zu verzerren vermag , ein Werk der sich selbst vernichtenden Freiheit , dessen das Tier unfähig ist .
