lemma	identifier1	identifier2	judgment	mapped_label	cosine_similarity
afternoon	fic_1858_9768.txt-412-5	fic_2008_36241.txt-90-1	4.0	4	0.8986091017723083
afternoon	fic_1858_9768.txt-412-5	mag_1850_565942.txt-396-5	4.0	4	0.9122865200042725
afternoon	fic_1860_9817.txt-1654-35	fic_1992_40272.txt-627-18	4.0	4	0.9132131338119507
afternoon	fic_1960_10402.txt-8830-8	mag_1980_491790.txt-342-2	4.0	4	0.96103835105896
afternoon	fic_1962_14199.txt-2624-7	fic_2008_36241.txt-90-1	4.0	4	0.9775313138961792
afternoon	fic_1962_23789.txt-370-2	fic_1997_54614.txt-159-18	4.0	4	0.8932521343231201
afternoon	fic_1964_781988.txt-1664-7	fic_1997_54614.txt-159-18	4.0	4	0.9255666732788086
afternoon	fic_1965_10467.txt-3637-5	nf_1857_753133.txt-1759-5	4.0	4	0.9871751666069031
afternoon	fic_1966_781993.txt-4419-9	nf_1834_755185.txt-2925-9	4.0	4	0.9488337635993958
afternoon	fic_1971_14051.txt-667-2	mag_1854_555969.txt-139-11	4.0	4	0.9481695890426636
afternoon	fic_1971_14051.txt-667-2	mag_1997_428407.txt-43-45	4.0	4	0.9129520654678345
afternoon	fic_1971_14051.txt-667-2	nf_1834_755185.txt-2925-9	4.0	4	0.9344406723976135
afternoon	fic_1971_14051.txt-667-2	nf_1849_762578.txt-1803-0	4.0	4	0.9704340100288391
afternoon	fic_1971_23878.txt-100-32	fic_1997_54614.txt-159-18	4.0	4	0.8900341987609863
afternoon	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	4.0	4	0.9230659008026123
afternoon	fic_1974_782013.txt-1545-5	mag_1980_491790.txt-342-2	4.0	4	0.9833776950836182
afternoon	fic_1976_23910.txt-121-6	nf_1834_755185.txt-2925-9	4.0	4	0.9431911706924438
afternoon	fic_1977_780102.txt-1079-6	fic_1992_40272.txt-627-18	4.0	4	0.9384722113609314
afternoon	fic_1980_780048.txt-1170-3	nf_2006_776561.txt-30-8	4.0	4	0.9806859493255615
afternoon	fic_1984_14628.txt-868-5	fic_1992_40272.txt-627-18	4.0	4	0.9713640213012695
afternoon	fic_1986_782031.txt-439-25	nf_1834_755185.txt-2925-9	4.0	4	0.9294316172599792
afternoon	fic_1987_780057.txt-318-5	fic_1992_40272.txt-627-18	4.0	4	0.9709378480911255
afternoon	fic_1987_780057.txt-318-5	news_1968_727538.txt-57-7	4.0	4	0.9707292318344116
afternoon	fic_1987_780057.txt-318-5	nf_1849_762578.txt-1803-0	4.0	4	0.9753915071487427
afternoon	fic_1987_780057.txt-318-5	nf_2008_774723.txt-0-8	4.0	4	0.9501073360443115
afternoon	fic_1987_780058.txt-2587-3	mag_1980_491790.txt-342-2	4.0	4	0.981202244758606
afternoon	fic_1988_10770.txt-925-3	fic_1992_40272.txt-627-18	4.0	4	0.948921263217926
afternoon	fic_1988_10770.txt-925-3	mag_1855_556005.txt-194-2	4.0	4	0.9461523294448853
afternoon	fic_1988_10770.txt-925-3	mag_1968_490661.txt-153-13	4.0	4	0.9560266733169556
afternoon	fic_1988_10770.txt-925-3	mag_1968_490662.txt-89-5	4.0	4	0.976481556892395
afternoon	fic_1992_40272.txt-627-18	fic_2006_51045.txt-778-3	4.0	4	0.9656356573104858
afternoon	fic_1993_1040092.txt-5145-7	mag_1855_556005.txt-194-2	3.0	4	0.9672727584838867
afternoon	fic_1993_25005.txt-782-34	mag_1984_432163.txt-74-2	4.0	4	0.9793973565101624
afternoon	fic_1993_25029.txt-2315-14	mag_1980_491790.txt-342-2	4.0	4	0.9687203168869019
afternoon	fic_1993_53896.txt-67-8	mag_1980_491790.txt-342-2	4.0	4	0.9265884160995483
afternoon	fic_1997_54614.txt-159-18	fic_1999_44564.txt-215-2	4.0	4	0.9071237444877625
afternoon	fic_1997_54614.txt-159-18	fic_2000_28733.txt-1-8	4.0	4	0.8583413362503052
afternoon	fic_1997_54614.txt-159-18	mag_1848_565759.txt-119-14	4.0	4	0.8405338525772095
afternoon	fic_1997_54614.txt-159-18	mag_1983_326806.txt-11-8	4.0	4	0.9268900752067566
afternoon	fic_1997_54614.txt-159-18	nf_2005_775713.txt-23-7	4.0	4	0.9747216701507568
afternoon	fic_2007_34112.txt-95-13	nf_1839_747920.txt-1978-13	4.0	4	0.9395115375518799
afternoon	fic_2008_36241.txt-90-1	mag_1822_553391.txt-14-32	4.0	4	0.9774806499481201
afternoon	fic_2008_36241.txt-90-1	news_2005_666450.txt-44-2	4.0	4	0.9748514294624329
afternoon	fic_2008_36241.txt-90-1	nf_1854_750816.txt-2503-1	4.0	4	0.9463568925857544
afternoon	mag_1855_556005.txt-194-2	mag_1964_312091.txt-0-4	4.0	4	0.9813750982284546
afternoon	mag_1855_556005.txt-194-2	nf_1834_755185.txt-2925-9	4.0	4	0.9443873763084412
afternoon	mag_1980_491790.txt-342-2	nf_1857_753133.txt-1759-5	4.0	4	0.9754157662391663
afternoon	news_1971_729575.txt-35-24	nf_1849_762578.txt-1803-0	4.0	4	0.9566975831985474
afternoon	nf_1849_749269.txt-111-33	nf_1857_753133.txt-1759-5	4.0	4	0.9717879295349121
afternoon	nf_1849_749269.txt-547-35	nf_2006_776561.txt-30-8	4.0	4	0.9314460754394531
afternoon	nf_1849_762578.txt-1803-0	nf_1851_771607.txt-2494-73	4.0	4	0.8979656100273132
attack	fic_1824_7211.txt-3045-8	fic_1856_2470.txt-7252-13	4.0	4	0.8509951233863831
attack	fic_1824_7211.txt-3045-8	mag_1828_553929.txt-364-34	3.0	2	0.5249142050743103
attack	fic_1824_7211.txt-3045-8	mag_1854_555935.txt-131-30	4.0	3	0.5620293617248535
attack	fic_1824_7212.txt-597-16	mag_1828_553929.txt-364-34	3.0	2	0.5443912744522095
attack	fic_1833_7239.txt-1694-15	fic_1838_7086.txt-2732-33	4.0	4	0.9301296472549438
attack	fic_1833_7239.txt-1694-15	news_1991_612479.txt-40-20	3.0	4	0.8070473074913025
attack	fic_1833_7239.txt-1694-15	nf_1845_747928.txt-826-66	2.0	4	0.8607233762741089
attack	fic_1835_7016.txt-2023-9	fic_1838_7086.txt-2732-33	4.0	3	0.6768785715103149
attack	fic_1835_7016.txt-2023-9	mag_1846_555400.txt-243-7	3.0	2	0.4535290002822876
attack	fic_1835_7016.txt-2023-9	news_1991_612479.txt-40-20	3.0	3	0.6985645294189453
attack	fic_1835_7134.txt-2235-79	mag_1828_553929.txt-364-34	2.0	2	0.5564783811569214
attack	fic_1835_7134.txt-2235-79	mag_1845_555245.txt-299-1	3.0	3	0.5630574226379395
attack	fic_1835_7142.txt-807-41	mag_1828_553929.txt-364-34	3.0	2	0.5177981853485107
attack	fic_1835_7172.txt-6030-11	fic_1856_2470.txt-7252-13	4.0	4	0.930262565612793
attack	fic_1835_7309.txt-3267-10	fic_1845_7170.txt-4861-9	3.0	2	0.5497583150863647
attack	fic_1835_7309.txt-3267-10	news_1991_612479.txt-40-20	3.0	3	0.7491477131843567
attack	fic_1838_7085.txt-2157-17	fic_2009_36778.txt-461-18	3.0	2	0.3969373106956482
attack	fic_1838_7086.txt-2732-33	fic_1858_1282.txt-1444-24	2.0	2	0.4406740665435791
attack	fic_1838_7086.txt-2732-33	mag_1828_553929.txt-364-34	3.0	2	0.5141630172729492
attack	fic_1838_7086.txt-2732-33	mag_1858_506134.txt-148-19	4.0	4	0.9687212705612183
attack	fic_1838_7086.txt-2732-33	news_1989_669714.txt-32-21	4.0	4	0.9675318598747253
attack	fic_1838_7086.txt-2732-33	nf_1829_747740.txt-792-23	4.0	3	0.6774497628211975
attack	fic_1838_7086.txt-2732-33	nf_1975_773861.txt-1436-17	3.0	2	0.543458104133606
attack	fic_1838_7250.txt-1095-10	fic_1839_7024.txt-2377-9	4.0	4	0.8831208944320679
attack	fic_1839_7024.txt-2377-9	fic_1859_9037.txt-2260-41	2.0	3	0.6119866371154785
attack	fic_1839_7024.txt-2377-9	mag_1828_553929.txt-364-34	2.0	2	0.45675888657569885
attack	fic_1839_7024.txt-2377-9	mag_1962_492071.txt-8-21	4.0	4	0.8736786842346191
attack	fic_1839_7024.txt-2377-9	mag_1970_315464.txt-8-1	4.0	4	0.8918290138244629
attack	fic_1839_7024.txt-2377-9	mag_1980_296744.txt-5-30	3.0	4	0.9610119462013245
attack	fic_1839_7024.txt-2377-9	mag_2005_379087.txt-0-11	4.0	4	0.9367536902427673
attack	fic_1839_7024.txt-2377-9	news_1966_725841.txt-34-33	3.0	4	0.8941774964332581
attack	fic_1839_7024.txt-2377-9	nf_1847_754437.txt-1509-47	3.0	4	0.9221069812774658
attack	fic_1843_7166.txt-1590-9	news_1991_612479.txt-40-20	3.0	2	0.3501359224319458
attack	fic_1844_3928.txt-3118-8	mag_1850_589167.txt-126-1	4.0	2	0.41726863384246826
attack	fic_1844_3928.txt-3118-8	mag_1986_432304.txt-168-36	4.0	4	0.7734969258308411
attack	fic_1844_3928.txt-3118-8	mag_1990_342663.txt-0-16	4.0	4	0.8886773586273193
attack	fic_1844_3928.txt-3118-8	news_1991_612479.txt-40-20	2.0	4	0.7815398573875427
attack	fic_1844_3928.txt-3118-8	news_1998_626765.txt-4-8	3.0	4	0.8547587394714355
attack	fic_1844_3928.txt-3118-8	nf_1841_762742.txt-2458-9	4.0	4	0.8700803518295288
attack	fic_1844_3928.txt-3498-7	fic_1856_2470.txt-7252-13	4.0	4	0.893113374710083
attack	fic_1844_3928.txt-3498-7	mag_1828_553929.txt-364-34	2.0	3	0.5641425848007202
attack	fic_1844_800.txt-2479-17	mag_1854_555935.txt-131-30	3.0	2	0.49581632018089294
attack	fic_1845_622.txt-11178-62	mag_1828_553929.txt-364-34	3.0	3	0.6643662452697754
attack	fic_1845_622.txt-11187-51	mag_1828_553929.txt-364-34	2.0	2	0.4329928159713745
attack	fic_1845_622.txt-11187-51	news_1994_606745.txt-26-26	4.0	4	0.8951458930969238
attack	fic_1845_7170.txt-4861-9	fic_1993_25035.txt-820-7	2.0	2	0.3560379445552826
attack	fic_1846_544.txt-3481-11	mag_1828_553929.txt-364-34	2.0	4	0.917709231376648
attack	fic_1846_7121.txt-2894-16	mag_1828_553929.txt-364-34	3.0	2	0.5051301717758179
attack	fic_1846_7679.txt-262-9	fic_1854_9193.txt-8301-13	3.0	1	0.3093736469745636
attack	fic_1846_7679.txt-262-9	mag_1828_553929.txt-364-34	2.0	3	0.5709908604621887
attack	fic_1848_1279.txt-1511-47	fic_1854_9193.txt-8301-13	3.0	4	0.8855923414230347
attack	fic_1848_1279.txt-1511-47	fic_2009_36778.txt-461-18	4.0	3	0.7137569189071655
attack	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	2.0	1	0.27046138048171997
attack	fic_1848_1279.txt-1511-47	news_1991_612479.txt-40-20	2.0	1	0.3137660026550293
attack	fic_1848_7009.txt-1181-32	fic_1854_9193.txt-8301-13	4.0	1	0.282501757144928
attack	fic_1848_7009.txt-1181-32	fic_2009_36778.txt-461-18	3.0	2	0.32994505763053894
attack	fic_1848_7009.txt-1181-32	mag_1838_586203.txt-253-10	4.0	2	0.5054344534873962
attack	fic_1848_7009.txt-1181-32	mag_1984_299534.txt-14-19	4.0	4	0.9562671184539795
attack	fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	2.0	4	0.7835206985473633
attack	fic_1848_7009.txt-1181-32	nf_1836_749613.txt-2695-7	4.0	4	0.9147247076034546
attack	fic_1848_7009.txt-1181-32	nf_2008_774816.txt-78-20	4.0	4	0.9559775590896606
attack	fic_1853_1170.txt-2289-22	news_1991_612479.txt-40-20	3.0	4	0.9110009670257568
attack	fic_1853_2486.txt-330-33	fic_1968_781997.txt-4233-2	4.0	4	0.9452565908432007
attack	fic_1853_2486.txt-330-33	mag_1828_553929.txt-364-34	2.0	2	0.48435384035110474
attack	fic_1853_9142.txt-2686-17	fic_1854_9193.txt-8301-13	3.0	1	0.25573742389678955
attack	fic_1853_9142.txt-2686-17	fic_2002_30623.txt-303-9	4.0	4	0.8957107067108154
attack	fic_1853_9142.txt-2686-17	fic_2009_36778.txt-461-18	3.0	1	0.321175217628479
attack	fic_1853_9142.txt-2686-17	mag_1830_554067.txt-275-32	3.0	1	0.31714749336242676
attack	fic_1853_9142.txt-2686-17	mag_2002_398773.txt-149-9	3.0	2	0.5591825842857361
attack	fic_1853_9142.txt-2686-17	news_1967_726451.txt-39-2	3.0	2	0.5432261824607849
attack	fic_1853_9142.txt-2686-17	news_1994_606745.txt-26-26	2.0	3	0.6191670894622803
attack	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-345-25	3.0	2	0.35270974040031433
attack	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-347-16	3.0	2	0.3910757601261139
attack	fic_1854_9193.txt-8301-13	mag_1846_524014.txt-303-22	2.0	1	0.25439581274986267
attack	fic_1854_9193.txt-8301-13	mag_1968_212735.txt-7-17	4.0	2	0.34908556938171387
attack	fic_1854_9193.txt-8301-13	news_1965_724715.txt-15-7	3.0	2	0.364462673664093
attack	fic_1854_9193.txt-8301-13	news_2005_650884.txt-75-29	3.0	1	0.26148179173469543
attack	fic_1854_9193.txt-8301-13	nf_1859_747415.txt-25-18	4.0	2	0.5259639024734497
attack	fic_1854_9193.txt-8301-13	nf_2004_775803.txt-29-4	4.0	2	0.4946693181991577
attack	fic_1855_1209.txt-770-29	mag_1828_553929.txt-364-34	2.0	3	0.5945305228233337
attack	fic_1856_2470.txt-7252-13	mag_1854_555935.txt-131-30	2.0	3	0.5823433995246887
attack	fic_1856_2470.txt-7252-13	news_1972_730368.txt-11-20	4.0	4	0.769077718257904
attack	fic_1856_2655.txt-4746-13	mag_1828_553929.txt-364-34	2.0	3	0.5900695323944092
attack	fic_1856_2655.txt-4746-13	news_1966_725841.txt-34-33	4.0	4	0.8788845539093018
attack	fic_1856_9779.txt-7124-6	news_1991_612479.txt-40-20	3.0	4	0.8156445026397705
attack	fic_1857_9075.txt-4573-21	mag_1828_553929.txt-364-34	3.0	4	0.8655476570129395
attack	fic_1858_1282.txt-1444-24	fic_1982_780051.txt-4396-7	3.0	3	0.668860137462616
attack	fic_1858_1282.txt-1444-24	mag_1828_553929.txt-364-34	2.0	2	0.505731463432312
attack	fic_1858_1282.txt-1444-24	news_1984_670941.txt-14-43	2.0	2	0.4564322531223297
attack	fic_1859_9037.txt-2260-41	mag_1840_586558.txt-356-49	3.0	4	0.7499192953109741
attack	fic_1859_9037.txt-2260-41	news_1994_606745.txt-26-26	2.0	3	0.5917260646820068
attack	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	2.0	3	0.6427345275878906
attack	fic_1860_8118.txt-4037-43	mag_1840_586497.txt-150-6	4.0	2	0.5318589210510254
attack	fic_1860_9817.txt-2290-22	news_1998_626765.txt-4-8	4.0	4	0.9721474647521973
attack	fic_1968_781997.txt-4233-2	mag_1832_564345.txt-180-28	4.0	4	0.9226334095001221
attack	fic_1968_781997.txt-4233-2	news_1972_729986.txt-6-2	3.0	2	0.4829957187175751
attack	fic_1968_781997.txt-4233-2	news_1991_612479.txt-40-20	3.0	4	0.7982126474380493
attack	fic_1968_781997.txt-4233-2	nf_1836_747718.txt-1726-17	4.0	4	0.8925499320030212
attack	fic_1968_781997.txt-4233-2	nf_1840_768793.txt-1045-33	4.0	4	0.8947136402130127
attack	fic_1968_781997.txt-4233-2	nf_1844_749098.txt-1617-40	4.0	4	0.9323477149009705
attack	fic_1976_10617.txt-1529-5	news_1991_612479.txt-40-20	3.0	3	0.6678246259689331
attack	fic_1982_780051.txt-4396-7	mag_1845_555245.txt-299-1	2.0	1	0.30575692653656006
attack	fic_1985_780062.txt-118-13	mag_1828_553929.txt-364-34	3.0	2	0.5526448488235474
attack	fic_1986_782032.txt-5195-1	mag_1828_553929.txt-364-34	3.0	2	0.5150974988937378
attack	fic_1987_782033.txt-287-7	mag_1854_555935.txt-131-30	3.0	2	0.5536800622940063
attack	fic_1987_782033.txt-287-7	news_1991_612479.txt-40-20	3.0	4	0.7610715627670288
attack	fic_1988_780054.txt-2791-11	mag_1828_553929.txt-364-34	2.0	2	0.5128189921379089
attack	fic_1988_780054.txt-2791-11	mag_1854_555935.txt-131-30	3.0	4	0.7701086401939392
attack	fic_1993_25026.txt-440-9	news_1991_612479.txt-40-20	3.0	4	0.8629431128501892
attack	fic_1993_25035.txt-820-7	mag_2005_379002.txt-22-10	3.0	3	0.6067871451377869
attack	fic_1993_25035.txt-820-7	news_1965_724563.txt-1-1	3.0	2	0.3700466752052307
attack	fic_1993_25035.txt-820-7	news_1998_626765.txt-4-8	2.0	3	0.6369543671607971
attack	fic_1993_25035.txt-820-7	nf_1964_773930.txt-468-27	2.0	3	0.6561177372932434
attack	fic_1998_43533.txt-4-2	news_1991_612479.txt-40-20	2.0	4	0.7913143634796143
attack	fic_2000_29245.txt-31-12	mag_1828_553929.txt-364-34	3.0	2	0.3514347970485687
attack	fic_2001_13289.txt-335-18	news_1991_612479.txt-40-20	3.0	3	0.7222999334335327
attack	fic_2001_13566.txt-158-6	mag_1828_553929.txt-364-34	3.0	2	0.55464768409729
attack	fic_2002_30623.txt-303-9	mag_1828_553929.txt-364-34	2.0	2	0.3393704891204834
attack	fic_2002_30623.txt-303-9	mag_1972_278489.txt-11-19	4.0	4	0.9455169439315796
attack	fic_2004_49050.txt-745-14	news_1991_612479.txt-40-20	3.0	4	0.7575052380561829
attack	fic_2009_36778.txt-461-18	mag_1834_554263.txt-216-17	3.0	2	0.40548568964004517
attack	fic_2009_36778.txt-461-18	mag_1854_555935.txt-131-30	2.0	2	0.4309196174144745
attack	fic_2009_36778.txt-461-18	mag_1856_590811.txt-90-38	3.0	2	0.33166155219078064
attack	fic_2009_36778.txt-461-18	mag_2004_365334.txt-2-9	3.0	2	0.32905662059783936
attack	fic_2009_36778.txt-461-18	nf_1829_751465.txt-2786-42	3.0	2	0.4517499804496765
attack	fic_2009_36778.txt-461-18	nf_1847_754437.txt-3107-5	3.0	1	0.24233315885066986
attack	mag_1822_553405.txt-347-16	news_1991_612479.txt-40-20	3.0	4	0.787024974822998
attack	mag_1825_553609.txt-140-54	news_1967_726451.txt-39-2	4.0	4	0.8998986482620239
attack	mag_1825_553609.txt-140-54	news_1991_612479.txt-40-20	3.0	3	0.7297215461730957
attack	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	2.0	2	0.5254807472229004
attack	mag_1828_553929.txt-364-34	mag_1840_586558.txt-81-14	3.0	4	0.8898327350616455
attack	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	4.0	4	0.8855718970298767
attack	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	2.0	2	0.42582106590270996
attack	mag_1828_553929.txt-364-34	mag_1856_566684.txt-393-12	3.0	4	0.8051236867904663
attack	mag_1828_553929.txt-364-34	mag_1858_506134.txt-148-19	3.0	2	0.5093444585800171
attack	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	3.0	2	0.48533421754837036
attack	mag_1828_553929.txt-364-34	mag_1978_318618.txt-11-36	3.0	2	0.5159249305725098
attack	mag_1828_553929.txt-364-34	mag_1980_296744.txt-5-30	3.0	3	0.5662449598312378
attack	mag_1828_553929.txt-364-34	mag_1981_295135.txt-17-16	4.0	4	0.9549901485443115
attack	mag_1828_553929.txt-364-34	mag_1984_299534.txt-14-19	3.0	2	0.4729379415512085
attack	mag_1828_553929.txt-364-34	mag_1990_342663.txt-0-16	3.0	3	0.688657283782959
attack	mag_1828_553929.txt-364-34	mag_2002_397275.txt-24-3	3.0	2	0.45212411880493164
attack	mag_1828_553929.txt-364-34	mag_2004_365334.txt-2-9	2.0	2	0.3585113286972046
attack	mag_1828_553929.txt-364-34	mag_2005_379002.txt-22-10	2.0	2	0.4892805814743042
attack	mag_1828_553929.txt-364-34	mag_2005_379087.txt-0-11	3.0	2	0.5235069990158081
attack	mag_1828_553929.txt-364-34	news_1960_721229.txt-32-12	4.0	4	0.9599027633666992
attack	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	2.0	3	0.6569041013717651
attack	mag_1828_553929.txt-364-34	news_1972_729986.txt-6-2	4.0	4	0.928321361541748
attack	mag_1828_553929.txt-364-34	news_1991_612479.txt-40-20	3.0	2	0.3932346701622009
attack	mag_1828_553929.txt-364-34	news_1992_605779.txt-41-29	3.0	2	0.4557591676712036
attack	mag_1828_553929.txt-364-34	news_1997_611600.txt-65-2	2.0	4	0.9340957403182983
