lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
heel_nn	nn2	1835	1	fic_1835_7172.txt-5109-14	 	I'll ride forward, as if I had a whole troop at my heels, and if I catch them, as I expect, they will have a little fire kindled, and, as likely as not, they'll be cooking some of your mother's fowls. "	51:56	0:202	I 'll ride forward , as if I had a whole troop at my heels , and if I catch them , as I expect , they will have a little fire kindled , and , as likely as not , they 'll be cooking some of your mother 's fowls . "	14	0:53	i will ride forward , as if i have a whole troop at my heel , and if i catch them , as i expect , they will have a little fire kindle , and , as likely as not , they will be cook some of your mother 's fowl . "	ppis1 vm vvi rl y cs21 cs22 ppis1 vhd at1 jj nn1 ii appge nn2 y cc cs ppis1 vv0 ppho2 y csa ppis1 vv0 y pphs2 vm vhi at1 jj nn1 vvd_vvn y cc y rg jj_rr@ csa xx y pphs2 vm vbi vvg dd io appge nn1 ge nn2 y "
heel_nn	nn1	1834	1	fic_1834_2652.txt-2954-10	 	answer to this question, but turning contemptuously upon his heel, was about to leave the circle, around which the assembly, in visible anxiety for his reply, was now beginning to crowd. "	61:65	0:188	answer to this question , but turning contemptuously upon his heel , was about to leave the circle , around which the assembly , in visible anxiety for his reply , was now beginning to crowd . "	10	0:38	answer to this question , but turn contemptuously upon his heel , be about to leave the circle , around which the assembly , in visible anxiety for his reply , be now begin to crowd . "	nn1 ii dd1 nn1 y ccb vvg rr ii appge nn1 y vbdz rpk to vvi at nn1 y ii ddq at nn1 y ii jj nn1 if appge nn1 y vbdz rt vvg to vvi y "
heel_nn	nn1	1856	1	fic_1856_7698.txt-529-9	 	Priest-ride your people, crush them ' neath the heel Of despots till no spark of	48:52	0:80	Priest-ride your people , crush them ' neath the heel Of despots till no spark of	9	0:16	priest-ride your people , crush them ' neath the heel of despot till no spark of	jj_<sub> appge nn y vv0 ppho2 ge_"@ ii at nn1 io nn2 ii_cs at nn1 io
heel_nn	nn2	1848	1	fic_1848_7193.txt-10121-1	 	His heels had scarce disappeared within the window, when the foot-step of Betsy -- light and tripping for such a substantial beauty -- was heard in the garden. "	4:9	0:161	His heels had scarce disappeared within the window , when the foot-step of Betsy -- light and tripping for such a substantial beauty -- was heard in the garden . "	1	0:31	his heel have scarce disappear within the window , when the foot-step of betsy -- light and trip for such a substantial beauty -- be hear in the garden . "	appge nn2 vhd rr@ vvn ii at nn1 y cs_rrq at nn1 io jj_np1 z nn1_jj cc vvg if da at1 jj nn1 z vbdz vvn ii at nn1 y "
heel_nn	nn2	1840	1	fic_1840_7057.txt-4202-0	 	heels were a thousand ruffians -- their drawn swords red and dripping -- their hoarse screams resounding " the king!	0:5	0:116	heels were a thousand ruffians -- their drawn swords red and dripping -- their hoarse screams resounding " the king !	0	0:21	heel be a thousand ruffian -- their draw sword red and drip -- their hoarse scream resound " the king !	nn2 vbdr at1 m nn2 z appge vvn nn2 jj_nn1 cc vvg z appge jj nn2 vvg@ " at nn1 !
heel_nn	nn1	1844	1	fic_1844_7148.txt-905-4	 	Calling them instantly to heel, the cavalier alighted, bound his hot war-house to a tree, and eagerly scanned the soil.	26:30	0:119	Calling them instantly to heel , the cavalier alighted , bound his hot war-house to a tree , and eagerly scanned the soil .	4	0:24	call them instantly to heel , the cavalier alight , bind his hot war-house to a tree , and eagerly scan the soil .	vvg ppho2 rr ii nn1 y at nn1 vvd_vvn y vvd appge jj nn1_<sub> ii at1 nn1 y cc rr vvd at nn1 y
heel_nn	nn2	1840	1	mag_1840_586584.txt-233-29	 	Thus, construction was heaped upon construction, evasion followed evasion, one fantastic fiction became the excuse of a fiction still more fantastic, amendment trod upon the heels of amendment, until the whole mass seemed like a vast pile of rubbish, or rather like some // of those ancient structures which are seen in Italy, with here a broA ken column, there a shattered portico, in the third place a crumbling roof, but the whole grotesquely stuck together with plaster and wood, to make a modern habitation.	174:179	0:512	Thus , construction was heaped upon construction , evasion followed evasion , one fantastic fiction became the excuse of a fiction still more fantastic , amendment trod upon the heels of amendment , until the whole mass seemed like a vast pile of rubbish , or rather like some // of those ancient structures which are seen in Italy , with here a broA ken column , there a shattered portico , in the third place a crumbling roof , but the whole grotesquely stuck together with plaster and wood , to make a modern habitation .	29	0:97	thus , construction be heap upon construction , evasion follow evasion , one fantastic fiction become the excuse of a fiction still more fantastic , amendment tread upon the heel of amendment , until the whole mass seem like a vast pile of rubbish , or rather like some // of those ancient structure which be see in italy , with here a broa ken column , there a shattered portico , in the third place a crumbling roof , but the whole grotesquely stick together with plaster and wood , to make a modern habitation .	rr y nn1 vbdz vvn@ ii nn1 y nn1 vvd_vvn nn1 y mc1 jj nn1 vvd at nn1 io at1 nn1 rr rgr jj y nn1 vvd_vvn@ ii at nn2 io nn1 y cs at jj nn1 vvd_vvn@ ii at1 jj nn1 io nn1 y cc rr@_rg ii dd nn1 io dd2 jj nn2 ddq vbr vvn ii np1 y iw rl at1 nn1 nn1 nn1 y ex_rl at1 jj nn1 y ii at md vv0_nn1 at1 jj_nn1 nn1 y ccb at nn1_jj rr vvn_vvd rl iw nn1 cc nn1 y to vvi at1 jj nn1 y
heel_nn	nn2	1827	1	fic_1827_7168.txt-618-3	 	and striking his heels lustily in the sides of the strong and mettled steed that he was mounted on, he was borne by the sure footed animal in an instant to the place where they were	17:22	0:181	and striking his heels lustily in the sides of the strong and mettled steed that he was mounted on , he was borne by the sure footed animal in an instant to the place where they were	3	0:37	and strike his heel lustily in the side of the strong and mettled steed that he be mount on , he be bear by the sure foot animal in an instant to the place where they be	cc vvg appge nn2 rr ii at nn2 io at jj cc vvd_<sub> nn1 cst pphs1 vbdz vvn rp@_ii y pphs1 vbdz vvn ii at jj jj@ nn1 ii at1 nnt1_jj ii at nn1 rrq pphs2 vbdr
heel_nn	nn2	1852	1	fic_1852_69.txt-1683-27	 	With all these evolutions, he contrived to keep the horses up to the top of their speed, until, between ten and eleven, their heels resounded on the gravel at the end of the balcony.	126:131	0:182	With all these evolutions , he contrived to keep the horses up to the top of their speed , until , between ten and eleven , their heels resounded on the gravel at the end of the balcony .	27	0:39	with all these evolution , he contrive to keep the horse up to the top of their speed , until , between ten and eleven , their heel resound on the gravel at the end of the balcony .	iw db dd2 nn2 y pphs1 vvd to vvi at nn2 ii21 ii22 at nn1 io appge nn1 y cs y ii mc cc mc y appge nn2 vvd_vvn@ ii at nn1 ii at nn1 io at nn1 y
heel_nn	nn1	1817	1	fic_1817_8785.txt-165-25	 	Plotwell The mere prejudice of education, my dear miss -- But attend to me for two minutes, and I'll prove that the heel, not	116:120	0:125	Plotwell The mere prejudice of education , my dear miss -- But attend to me for two minutes , and I 'll prove that the heel , not	25	0:28	plotwell the mere prejudice of education , my dear miss -- but attend to me for two minute , and i will prove that the heel , not	np1_<sub> at jj nn1 io nn1 y appge jj_nn1 nn1@_vv0 z ccb vv0 ii ppio1 if mc nnt2 y cc ppis1 vm vvi cst at nn1 y xx
heel_nn	nn2	1856	1	fic_1856_9797.txt-3078-18	 	He stood in the door with the slack hand of utter despair; while she, swinging her heels, began leisurely spitting about her, in every direction, the juice of a quid of tobacco, which she cherished in one cheek. "	83:88	0:213	He stood in the door with the slack hand of utter despair ; while she , swinging her heels , began leisurely spitting about her , in every direction , the juice of a quid of tobacco , which she cherished in one cheek . "	18	0:46	he stand in the door with the slack hand of utter despair ; while she , swing her heel , begin leisurely spit about her , in every direction , the juice of a quid of tobacco , which she cherish in one cheek . "	pphs1 vvd ii at nn1 iw at jj_nn1 nn1 io jj nn1 y cs pphs1 y vvg appge nn2 y vvd rr vvg ii ppho1 y ii at1 nn1 y at nn1 io at1 nn io nn1 y ddq pphs1 vvd ii_rp@ mc1 nn1 y "
heel_nn	nn2	1848	1	fic_1848_7009.txt-3822-16	 	The sagacious animals understood him, and immediately dropped close to the ground, at his heels.	90:95	0:96	The sagacious animals understood him , and immediately dropped close to the ground , at his heels .	16	0:18	the sagacious animal understand him , and immediately drop close to the ground , at his heel .	at jj nn2 vvd_vvn ppho1 y cc rr vvn_vvd rr_jj ii at nn1 y ii appge nn2 y
heel_nn	nn2	1818	1	fic_1818_8860.txt-721-6	 	fearing the dogs would bite your heels if you wore them so any longer.	33:38	0:70	fearing the dogs would bite your heels if you wore them so any longer .	6	0:15	fear the dog would bite your heel if you wear them so any long .	vvg at nn2 vm vvi appge nn2 cs ppy vvd ppho2 rg_rr rr21 rr22 y
heel_nn	nn2	1854	1	fic_1854_3384.txt-828-27	 	You had better go out doors, Pimble, " said his wife; " you are so contemptible a thing even insignificant curs yelp at your heels. "	125:130	0:133	You had better go out doors , Pimble , " said his wife ; " you are so contemptible a thing even insignificant curs yelp at your heels . "	27	0:30	you have better go out door , pimble , " say his wife ; " you be so contemptible a thing even insignificant cur yelp at your heel . "	ppy vhd rrr vvi rp nn2 y np1_vv0_nn1 y " vvd appge nn1 y " ppy vbr rg_rr jj at1 nn1 rr jj nn2 vv0 ii appge nn2 y "
heel_nn	nn1	1851	1	nf_1851_758845.txt-2797-14	 	The Crees make a square point in front, tapering away gradually to the heel.	71:75	0:76	The Crees make a square point in front , tapering away gradually to the heel .	14	0:16	the crees make a square point in front , taper away gradually to the heel .	at nn2 vv0 at1 jj_nn1 nn1 ii nn1_jj y vvg rl rr ii at nn1 y
heel_nn	nn2	1830	1	fic_1830_8660.txt-422-27	 	His hand being in, He lent it to four others of the guard, And knocked them down to keep him company, Then showed them heels as active as his arms.	119:124	0:147	His hand being in , He lent it to four others of the guard , And knocked them down to keep him company , Then showed them heels as active as his arms .	27	0:34	his hand be in , he lend it to four other of the guard , and knock them down to keep him company , then show them heel as active as his arm .	appge nn1 vbg rp@_ii y pphs1 vvd pph1 ii mc nn2 io at nn1 y cc vvd ppho2 rp to vvi ppho1 nn1 y rt vvd ppho2 nn2 rg jj csa appge nn2 y
heel_nn	nn1	1856	1	fic_1856_9779.txt-3394-30	 	Meanwhile, what of our poor captives in their dark and miserable dungeon, held only by fastenings which a stout trooper could burst with a single blow of the heel, not more than a mile or two from a highway, with powerful friends seeking them, and resolute hearts ready to peril life for their rescue? "	158:162	0:303	Meanwhile , what of our poor captives in their dark and miserable dungeon , held only by fastenings which a stout trooper could burst with a single blow of the heel , not more than a mile or two from a highway , with powerful friends seeking them , and resolute hearts ready to peril life for their rescue ? "	30	0:61	meanwhile , what of our poor captive in their dark and miserable dungeon , hold only by fastening which a stout trooper could burst with a single blow of the heel , not more than a mile or two from a highway , with powerful friend seek them , and resolute heart ready to peril life for their rescue ? "	rr y ddq io appge jj nn2 ii appge nn1_jj cc jj nn1 y vvd_vvn rr_jj ii nn2 ddq at1 jj_nn1 nn1 vm vvi iw at1 jj nn1 io at nn1 y xx dar csn at1 nnu1 cc mc ii at1 nn1 y iw jj nn2 vvg ppho2 y cc jj nn2 jj_rr@_vv0% ii nn1 nn1 if appge nn1 y "
heel_nn	nn2	1858	1	fic_1858_1282.txt-4982-72	 	GENERAL POTTER was not kept long waiting for means to prove himself a great warrior, for the cargo of vagabonds, described so exultingly by Glenmoregain as of the choicest kind, arrived early one morning, and conducted themselves so riotously that the simple-minded people of quiet Jollifee were thrown into a state of great excitement, and imagining them demons escaped from the infernal regions, took to their heels and ran terrified out of town.	412:417	0:448	GENERAL POTTER was not kept long waiting for means to prove himself a great warrior , for the cargo of vagabonds , described so exultingly by Glenmoregain as of the choicest kind , arrived early one morning , and conducted themselves so riotously that the simple-minded people of quiet Jollifee were thrown into a state of great excitement , and imagining them demons escaped from the infernal regions , took to their heels and ran terrified out of town .	72	0:80	general potter be not keep long wait for mean to prove himself a great warrior , for the cargo of vagabond , describe so exultingly by glenmoregain as of the choice kind , arrive early one morning , and conduct themselves so riotously that the simple-minded people of quiet jollifee be throw into a state of great excitement , and imagine them demon escape from the infernal region , take to their heel and run terrify out of town .	jj_nn1 nn1_np1 vbdz xx vvn rr vvg if nn to vvi ppx1 at1 jj nn1 y if at nn1 io nn2 y vvd_vvn rg rr ii np1_<sub> ii21 ii22 at jjt nn1 y vvd_vvn rr mc1 nnt1 y cc vvd_vvn ppx2 rg_rr rr cst at jj_nn1 nn io jj np1_<sub> vbdr vvn ii at1 nn1 io jj nn1 y cc vvg ppho2 nn2 vvn_vvd ii at jj nn2 y vvd ii appge nn2 cc vvd vvn_jj ii21 ii22 nn1 y
heel_nn	nn2	1852	1	fic_1852_69.txt-5987-9	 	Leisurely tipped back on one chair, with his heels in another, he was enjoying his after-dinner cigar.	45:50	0:102	Leisurely tipped back on one chair , with his heels in another , he was enjoying his after-dinner cigar .	9	0:20	leisurely tip back on one chair , with his heel in another , he be enjoy his after-dinner cigar .	rr vvn_vvd rp ii mc1 nn1 y iw appge nn2 ii dd1 y pphs1 vbdz vvg appge jj nn1 y
heel_nn	nn2	1839	1	fic_1839_7011.txt-269-23	 	With these words, he rode boldly up to the taverndoor, I following, with what face I could, at his heels.	99:104	0:105	With these words , he rode boldly up to the taverndoor , I following , with what face I could , at his heels .	23	0:25	with these word , he ride boldly up to the taverndoor , i follow , with what face i could , at his heel .	iw dd2 nn2 y pphs1 vvd rr ii21 ii22 at nn1_<sub> y ppis1_mc1% vvg_ra@ y iw ddq vv0 ppis1 vm y ii appge nn2 y
heel_nn	nn2	1839	1	fic_1839_7296.txt-3291-17	 	Thou wert but a lost man to bring the beast upon thee, and good though thy heels may be, they will not carry thee where thy heart would have them.	75:80	0:146	Thou wert but a lost man to bring the beast upon thee , and good though thy heels may be , they will not carry thee where thy heart would have them .	17	0:33	thou wert but a lose man to bring the beast upon thee , and good though thy heel may be , they will not carry thee where thy heart would have them .	ppy vv0 ccb at1 jj@ nn1 to vvi at nn1 ii ppy y cc jj cs appge nn2 vm vbi y pphs2 vm xx vvi ppy cs_rrq appge nn1 vm vhi ppho2 y
heel_nn	nn2	1860	1	fic_1860_2807.txt-2886-19	 	Hearing the tread of horses close behind him, he looked round and saw L'Isle's servants at his heels, watching him closely.	95:100	0:123	Hearing the tread of horses close behind him , he looked round and saw L'Isle 's servants at his heels , watching him closely .	19	0:25	hear the tread of horse close behind him , he look round and see l'isle 's servant at his heel , watch him closely .	vvg at nn1% io nn2 jj rl ppho1 y pphs1 vvd rp cc vvd np1 ge nn2 ii appge nn2 y vvg ppho1 rr y
heel_nn	nn2	1848	1	fic_1848_7193.txt-10971-18	 	stairs and through the corridor, holding the light above his head, while Betsy follows at his heels, rubbing her eyes in order to assure herself that it is no dream.	94:99	0:165	stairs and through the corridor , holding the light above his head , while Betsy follows at his heels , rubbing her eyes in order to assure herself that it is no dream .	18	0:34	stair and through the corridor , hold the light above his head , while betsy follow at his heel , rub her eye in order to assure herself that it be no dream .	nn2 cc ii at nn1 y vvg at nn1_jj ii appge nn1 y cs np1_nn1 vvz ii appge nn2 y vvg appge nn2 bcl21 bcl22 to vvi ppx1 cst pph1 vbz at nn1 y
heel_nn	nn1	1860	1	fic_1860_9188.txt-1406-18	 	It was as black, as thick of lip, as white of eye, as long of heel, as thick of skull, as its genuine Afric forebears; which proved to me that the African loses none of his primal characteristics by change of climate and circumstances, nor by the progress of generations.	62:66	0:271	It was as black , as thick of lip , as white of eye , as long of heel , as thick of skull , as its genuine Afric forebears ; which proved to me that the African loses none of his primal characteristics by change of climate and circumstances , nor by the progress of generations .	18	0:58	it be as black , as thick of lip , as white of eye , as long of heel , as thick of skull , as its genuine afric forebear ; which prove to me that the african lose none of his primal characteristic by change of climate and circumstance , nor by the progress of generation .	pph1 vbdz rg@ jj y csa_rg@ jj io nn1 y csa jj_nn1@ io nn1 y csa_rg@ jj_rr io nn1 y csa_rg@ jj io nn1 y csa appge jj jj nn2 y ddq vvd ii ppio1 cst at nn1@_jj vvz pn io appge jj nn2 ii nn1 io nn1 cc nn2 y cc ii at nn1 io nn2 y
heel_nn	nn2	1839	1	fic_1839_7233.txt-1176-12	 	I again crept through the door, seized the corpse by the heels, and pulled him into the room after me.	57:62	0:102	I again crept through the door , seized the corpse by the heels , and pulled him into the room after me .	12	0:23	i again creep through the door , seize the corpse by the heel , and pull him into the room after me .	ppis1 rt vvd ii at nn1 y vvd_vvn at nn1 ii at nn2 y cc vvd ppho1 ii at nn1 ii ppio1 y
heel_nn	nn1	1855	1	fic_1855_2965.txt-1296-11	 	They soon returned home, coated with snow from head to heel, and the cheeks of the boys glowing with health and enjoyment. "	55:59	0:124	They soon returned home , coated with snow from head to heel , and the cheeks of the boys glowing with health and enjoyment . "	11	0:26	they soon return home , coat with snow from head to heel , and the cheek of the boy glow with health and enjoyment . "	pphs2 rr vvd rl y vvn iw nn1 ii nn1 ii nn1 y cc at nn2 io at nn2 vvg iw nn1 cc nn1 y "
heel_nn	nn2	1846	1	fic_1846_4464.txt-2099-20	 	and with the word he rushed out of the chamber, as if the avenger of blood were at his heels	87:92	0:92	and with the word he rushed out of the chamber , as if the avenger of blood were at his heels	20	0:21	and with the word he rush out of the chamber , as if the avenger of blood be at his heel	cc iw at nn1 pphs1 vvd ii21 ii22 at nn1 y cs21 cs22 at nn1 io nn1 vbdr ii appge nn2
heel_nn	nn2	1823	1	fic_1823_7248.txt-1078-22	 	He goes about, among our women, with half a dozen puppies, of one kind and another, at his heels; growling and cursing, at every step; and we are fools enough to think it all an evidence of generalship.	91:96	0:202	He goes about , among our women , with half a dozen puppies , of one kind and another , at his heels ; growling and cursing , at every step ; and we are fools enough to think it all an evidence of generalship .	22	0:46	he go about , among our woman , with half a dozen puppy , of one kind and another , at his heel ; growl and curse , at every step ; and we be fool enough to think it all an evidence of generalship .	pphs1 vvz rp@ y ii appge nn2 y iw db at1 m nn2 y io mc1 nn1 cc dd1 y ii appge nn2 y vvg_jj@ cc vvg y ii at1 nn1 y cc ppis2 vbr nn2 rr to vvi pph1 db at1 nn1 io nn1 y
heel_nn	nn2	1835	1	fic_1835_7272.txt-1369-10	 	Her horse, incited more by the uproar at his heels than by any impulse she was able to give him, sprang forward.	45:50	0:112	Her horse , incited more by the uproar at his heels than by any impulse she was able to give him , sprang forward .	10	0:25	her horse , incite more by the uproar at his heel than by any impulse she be able to give him , spring forward .	appge nn1 y vvd_vvn rrr_dar ii at nn1 ii appge nn2 csn ii dd nn1 pphs1 vbdz jk to vvi ppho1 y vvd rl y
heel_nn	nn1	1848	1	fic_1848_7154.txt-1881-30	 	He was as pale as ashes; even his lips were white, not with fear nor with fury, but with the sick exhaustion that follows ever on the heel of over-fierce excitement.	134:138	0:165	He was as pale as ashes ; even his lips were white , not with fear nor with fury , but with the sick exhaustion that follows ever on the heel of over-fierce excitement .	30	0:35	he be as pale as ash ; even his lip be white , not with fear nor with fury , but with the sick exhaustion that follow ever on the heel of over-fierce excitement .	pphs1 vbdz rg jj csa nn2 y rr appge nn2 vbdr jj y xx iw nn1 cc iw nn1 y ccb iw at jj nn1 cst_dd1 vvz rr ii at nn1 io jj_<sub> nn1 y
heel_nn	nn2	1846	1	fic_1846_7121.txt-1671-18	 	Ahead of them rode at an unflinching pace the affrighted Ben Habib, laying on with fist and heels, and glowing, as if pursued by wolves.	92:97	0:136	Ahead of them rode at an unflinching pace the affrighted Ben Habib , laying on with fist and heels , and glowing , as if pursued by wolves .	18	0:29	ahead of them ride at an unflinching pace the affright ben habib , lay on with fist and heel , and glowing , as if pursue by wolf .	ii21 ii22 ppho2 vvd ii at1 jj nn1 at jj@ np1 np1 y vvg rp@ iw nn1 cc nn2 y cc jj_vvg y cs21 cs22 vvn ii nn2 y
