lemma	identifier	context	indexes_target_token	context_normalized
vorweisen	treitschke_geschichte05_1894-9817-34	Als die Minister dann gar behaupteten, die Krone hätte keine Garantie für die preußische Bank übernommen, da verwickelten sie sich in beschämende Widersprüche; auf der Banknote, die ein Abgeordneter entrüstet vorwies, stand doch deutlich zu lesen, daß sie von allen Behörden statt baaren Geldes angenommen werden mußte, und der König selbst sah sich genöthigt, dies zur Beruhigung seiner getreuen Stände nochmals zu bestätigen.	209:216	Als die Minister dann gar behaupteten , die Krone hätte keine Garantie für die preußische Bank übernommen , da verwickelten sie sich in beschämende Widersprüche ; auf der Banknote , die ein Abgeordneter entrüstet vorwies , stand doch deutlich zu lesen , daß sie von allen Behörden statt baren Geldes angenommen werden mußte , und der König selbst sah sich genötigt , dies zur Beruhigung seiner getreuen Stände nochmals zu bestätigen .
vorweisen	nettelbeck_lebensbeschreibung02_1821-593-16	Der wachhabende Steuermann verwaltet sodann das gestrenge Richteramt; veranstaltet Untersuchungen, wobei Jeder sein Bündel vorweisen und auskramen muß, und wobei es seiner Gravität oft schwer genug wird, sich des Lachens zu enthalten, und verfügt endlich über den ertappten Dieb einige gelinde Peitschenhiebe.	123:132	Der wachhabende Steuermann verwaltet sodann das gestrenge Richteramt ; veranstaltet Untersuchungen , wobei Jeder sein Bündel vorweisen und auskramen muß , und wobei es seiner Gravität oft schwer genug wird , sich des Lachens zu enthalten , und verfügt endlich über den ertappten Dieb einige gelinde Peitschenhiebe .
vorweisen	schwab_sagen01_1838-3146-38	Er schickte daher den Unschuldigen zu seinem Schwiegervater Jobates, dem Könige von Lycien, und gab ihm ein zusammengefaltetes Täfelchen mit, das er dem Letzteren bei seiner Ankunft in Lycien, gleichsam als einen Empfehlungsbrief, vorweisen sollte; auf dieses waren gewisse Zeichen eingeritzt, die den Wink enthielten, den Ueberbringer hinrichten zu lassen.	231:240	Er schickte daher den Unschuldigen zu seinem Schwiegervater Jobates , dem Könige von Lycien , und gab ihm ein zusammengefaltetes Täfelchen mit , das er dem Letzteren bei seiner Ankunft in Lycien , gleichsam als einen Empfehlungsbrief , vorweisen sollte ; auf dieses waren gewisse Zeichen eingeritzt , die den Wink enthielten , den Überbringer hinrichten zu lassen .
vorweisen	nettelbeck_lebensbeschreibung01_1821-1018-14	Er hatte mir zu Zeiten einen bedeutenden Vorrath von Kostbarkeiten an Gold und Silber vorgewiesen, zu deren Einkauf in Amsterdam ihm von seinen Königsberger Freunden Auftrag gegeben worden.	86:97	Er hatte mir zu Zeiten einen bedeutenden Vorrat von Kostbarkeiten an Gold und Silber vorgewiesen , zu deren Einkauf in Amsterdam ihm von seinen Königsberger Freunden Auftrag gegeben worden .
vorweisen	nn_nrhz080_1848-662-13	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Betheiligten vorgewiesen werden.	92:103	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Beteiligten vorgewiesen werden .
vorweisen	nn_nrhz074_1848-386-29	Präsident Hermann verliest eine eben abgegebene Erklärung des Abg. Sachs aus Mannheim auf Ehrenwort, daß ihm Uhl persönlich eine Legitimationsurkunde der badenschen Regierung zum Eintritt in die Nationalversammlung vorgewiesen habe.	215:226	Präsident Hermann verliest eine eben abgegebene Erklärung des Abg. Sachs aus Mannheim auf Ehrenwort , daß ihm Uhl persönlich eine Legitimationsurkunde der badenschen Regierung zum Eintritt in die Nationalversammlung vorgewiesen habe .
vorweisen	lasswitz_planeten02_1897-6935-15	Doch muß ich Sie bitten, mir die Papiere des Schiffes und Jhre eigene Legitimation vorzuweisen. ‟	83:94	Doch muß ich Sie bitten , mir die Papiere des Schiffes und Ihre eigene Legitimation vorzuweisen . "
vorweisen	nn_nrhz161_1848-115-15	Bei der einen Durchsuchung assistirte sogar ein Polizeisergeant, natürlich ebenfalls ohne irgend eine Vollmacht vorzuweisen.	112:123	Bei der einen Durchsuchung assistierte sogar ein Polizeisergeant , natürlich ebenfalls ohne irgend eine Vollmacht vorzuweisen .
vorweisen	heckert_schulgesetzgebung_1847-5018-33	5) Evangelische Candidaten des Predigtamts, welche sich zu diesen Prüfungen melden, sollen das theologische Examen pro Candidatura vor dem Consistorio bereits bestanden haben, und über dessen Ausfall ein Zeugniß vorzuweisen gehalten sein.	212:223	5 ) Evangelische Kandidaten des Predigtamts , welche sich zu diesen Prüfungen melden , sollen das theologische Examen pro Candidatura vor dem Konsistorio bereits bestanden haben , und über dessen Ausfall ein Zeugnis vorzuweisen gehalten sein .
vorweisen	raabe_odfeld_1889-460-12	Auch eine große Curiosität und wohl zu bewahren, doch mit Vorsicht vorzuweisen des lieben Aberglaubens wegen, der heute noch wie damals an jedwedes alte Weibermärlein glauben muß.“ —	67:78	Auch eine große Kuriosität und wohl zu bewahren , doch mit Vorsicht vorzuweisen des lieben Aberglaubens wegen , der heute noch wie damals an jedwedes alte Weibermärchen glauben muß . " --
vorweisen	baumstark_encyclopaedie_1835-18542-91	Denn die Schattenseite des Ersteren zeigt Getheiltheit des Willens und der Meinungen, Mangel an Energie und wirklicher Verantwortlichkeit, großen Aufwand, Berathung unnützer und unwichtiger Dinge mit Hintansetzung anderer, Ermüdung der Aufmerksamkeit durch Relationen, Ungründlichkeit der Erörterungen, Mangel an Einheit der Anordnungen, schleppender Geschäftsgang, Schlendrian und Pedanterie, während seine Lichtseite Gelegenheit zu vielseitiger Erörterung, Strenge der Controle der einzelnen Arbeiter, Beschränkung ihrer Willkühr, Garantie und Integrität ihrer Handlungen, Concentrirung der Geschäfte, Verminderung von Mißgriffen, Widersprüchen und Collisionen vorweist.	663:671	Denn die Schattenseite des Ersteren zeigt Geteiltheit des Willens und der Meinungen , Mangel an Energie und wirklicher Verantwortlichkeit , großen Aufwand , Beratung unnützer und unwichtiger Dinge mit Hintansetzung anderer , Ermüdung der Aufmerksamkeit durch Relationen , Ungründlichkeit der Erörterungen , Mangel an Einheit der Anordnungen , schleppender Geschäftsgang , Schlendrian und Pedanterie , während seine Lichtseite Gelegenheit zu vielseitiger Erörterung , Strenge der Kontrolle der einzelnen Arbeiter , Beschränkung ihrer Willkür , Garantie und Integrität ihrer Handlungen , Concentrirung der Geschäfte , Verminderung von Mißgriffen , Widersprüchen und Kollisionen vorweist .
vorweisen	holtei_vagabunden03_1852-2562-20	Jhr Gatte ließ sie nicht allein Geld erwerben; auch er verschaffte sich hübsche Einnahmen, indem er sogenannte Panoramen vorwies, die auf Deutsch gesagt in nichts Anderem bestanden, als in einem großen Guckkasten mit verschiedenen Gläsern.	121:128	Ihr Gatte ließ sie nicht allein Geld erwerben ; auch er verschaffte sich hübsche Einnahmen , indem er sogenannte Panoramen vorwies , die auf Deutsch gesagt in nichts Anderem bestanden , als in einem großen Guckkasten mit verschiedenen Gläsern .
vorweisen	baumgart_poetik_1887-7809-17	Dann schließt das Stück, indem zuletzt noch die Dioskuren ihre Legitimation zu dem etwas tumultuarischen Verfahren vorweisen, mit dem sie den Streit Apollons und der Erinnyen präjudiziert haben: „Wer Heiligkeit nur und Gerechtigkeit stets im Leben geliebt, dem stehen wir bei, aus quälender Drangsal retten wir ihn.	115:124	Dann schließt das Stück , indem zuletzt noch die Dioskuren ihre Legitimation zu dem etwas tumultuarischen Verfahren vorweisen , mit dem sie den Streit Apollons und der Erinnyen präjudiziert haben : " Wer Heiligkeit nur und Gerechtigkeit stets im Leben geliebt , dem stehen wir bei , aus quälender Drangsal retten wir ihn .
vorweisen	oken_biologie_1805-476-25	Mit dem Lippensinn öffnet sich die Mundhöhle, und daraus folgt nothwendig, dass Alles, was sich für ein Thier ausgibt, eine Mundhöhle vorweisen muss, wenn es nicht soll ausgestossen werden, aber nicht umgekehrt folgt, dass die Polypen Thiere sind, weil sie eine einzige Oeffnung für die Ernährung haben, denn als Radix dieses Sinnes haben sie aus derselben Ursache nur Eine Schlundöffnung, aus der die Pflanzen die Organe der Haut haben, nemlich beide sind die Vorbilder dieser Organe.	134:143	Mit dem Lippensinn öffnet sich die Mundhöhle , und daraus folgt notwendig , dass Alles , was sich für ein Tier ausgibt , eine Mundhöhle vorweisen muss , wenn es nicht soll ausgestoßen werden , aber nicht umgekehrt folgt , dass die Polypen Tiere sind , weil sie eine einzige Öffnung für die Ernährung haben , denn als Radix dieses Sinnes haben sie aus derselben Ursache nur Eine Schlundöffnung , aus der die Pflanzen die Organe der Haut haben , nämlich beide sind die Vorbilder dieser Organe .
vorweisen	nn_nrhz081_1848-194-13	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Betheiligten vorgewiesen werden.	92:103	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Beteiligten vorgewiesen werden .
vorweisen	brunner_rechtsgeschichte02_1892-8116-43	Dieses Konstatieren des Wortbruches hiess abiectire, iactare, iectiscere, iectitio und war eine formelle Handlung, die vermutlich darin bestand, dass der Gegner des Säumigen oder des Beweisfälligen die festuca, durch welche dieser das Gelöbnis gegeben hatte, öffentlich vorwies und die Nichterfüllung des Versprechens kundgab, indem er die festuca von sich warf (daher iactare, iectitio).	270:277	Dieses Konstatieren des Wortbruches hieß abiectire , iactare , iectiscere , iectitio und war eine formelle Handlung , die vermutlich darin bestand , dass der Gegner des Säumigen oder des Beweisfälligen die festuca , durch welche dieser das Gelöbnis gegeben hatte , öffentlich vorwies und die Nichterfüllung des Versprechens kundgab , indem er die festuca von sich warf ( daher iactare , iectitio ) .
vorweisen	goethe_leben02_1812-1153-34	Durch die Vermittelung jenes jungen Mannes, der sich wieder bey mir in einigen Credit zu setzen wünschte, ward ich dem Director von Hagedorn vorgestellt, der mir seine Sammlung mit großer Güte vorwies, und sich an dem Enthusiasmus des jungen Kunstfreundes höchlich ergetzte.	193:200	Durch die Vermittlung jenes jungen Mannes , der sich wieder bei mir in einigen Kredit zu setzen wünschte , wurde ich dem Direktor von Hagedorn vorgestellt , der mir seine Sammlung mit großer Güte vorwies , und sich an dem Enthusiasmus des jungen Kunstfreundes höchlich ergötzte .
vorweisen	steinen_naturvoelker_1894-1301-12	Im Uebrigen bedaure ich, dass ich keine Photographie von einem Affen vorweisen kann, der am Spiess steckt: aufrecht, die Arme mit den fünffingrigen Händen schlaff herabhängend, den schwarz verkohlten und versengten Kopf zur Seite geneigt und das Gesicht (» mit der dämlichen Schnute «, erklärte Einer auf nicht-portugiesisch) in schmerzlichem, meinetwegen auch dämlichem Mienenspiel erstarrt — ich glaube, man würde mehr doch als durch einen Hasen an eine hässliche Miniatur-Menschengestalt erinnert werden.	69:78	Im Übrigen bedaure ich , dass ich keine Photographie von einem Affen vorweisen kann , der am Spiess steckt : aufrecht , die Arme mit den fünffingrigen Händen schlaff herabhängend , den schwarz verkohlten und versengten Kopf zur Seite geneigt und das Gesicht ( " mit der dämlichen Schnute " , erklärte Einer auf nicht-portugiesisch ) in schmerzlichem , meinetwegen auch dämlichem Mienenspiel erstarrt -- ich glaube , man würde mehr doch als durch einen Hasen an eine hässliche Miniatur-Menschengestalt erinnert werden .
vorweisen	nn_nrhz068_1848-205-14	(Das Wort zugestellt ist ein Amendement von Adams, statt des Wortes „vorgewiesen“ wie der Ausschuß wollte.)	69:80	( Das Wort zugestellt ist ein Amendement von Adams , statt des Wortes " vorgewiesen " wie der Ausschuß wollte. )
vorweisen	nn_nrhz155b_1848-213-14	Das Begleitschreiben sagt, „daß die Partei des Staatsministeriums nur 700 kontrolirte Unterschriften vorzuweisen hat, und daß wir förmlich gegen alle anderen theils erschlichenen, theils durch moralischen Einfluß erpreßten, wenigstens gegen die Vereinbarung ohne Beaufsichtigung erlangten Unterschriften jener Partei protestiren.“	101:112	Das Begleitschreiben sagt , " daß die Partei des Staatsministeriums nur 700 kontrollierte Unterschriften vorzuweisen hat , und daß wir förmlich gegen alle anderen teils erschlichenen , teils durch moralischen Einfluß erpreßten , wenigstens gegen die Vereinbarung ohne Beaufsichtigung erlangten Unterschriften jener Partei protestieren . "
vorweisen	bluntschli_voelkerrecht_1868-2065-21	In Folge dessen wurde schon vor der Revolution am französischen Hofe kein päpstlicher Gesanter angenommen, welcher nicht eine beschränkte Vollmacht vorweisen konnte.	148:157	In Folge dessen wurde schon vor der Revolution am französischen Hofe kein päpstlicher Gesandter angenommen , welcher nicht eine beschränkte Vollmacht vorweisen konnte .
vorweisen	steinen_naturvoelker_1894-1969-27	Nein, ich gab einfach meine Zirkusvorstellung, ich zeigte meine Kunststücke, und man freute sich, dass ich sie in jedem Augenblick in aller Eleganz vorweisen konnte und mich niemals blamierte.	148:157	Nein , ich gab einfach meine Zirkusvorstellung , ich zeigte meine Kunststücke , und man freute sich , dass ich sie in jedem Augenblick in aller Eleganz vorweisen konnte und mich niemals blamierte .
vorweisen	brunner_rechtsgeschichte02_1892-7554-26	Dagegen war er entbehrlich, wenn der Kläger die Spurfolge für sich hatte, wenn er die eigene Wunde, wenn er den Leichnam des Erschlagenen vorweisen konnte, wenn er sich auf Urkunden oder auf Zeugen berief.	138:147	Dagegen war er entbehrlich , wenn der Kläger die Spurfolge für sich hatte , wenn er die eigene Wunde , wenn er den Leichnam des Erschlagenen vorweisen konnte , wenn er sich auf Urkunden oder auf Zeugen berief .
vorweisen	nn_nrhz080_1848-657-13	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Betheiligten vorgewiesen werden.	92:103	Dieser Befehl muß sofort oder spätestens innerhalb der nächsten 24 Stunden dem Beteiligten vorgewiesen werden .
vorweisen	nn_badener101_1896-272-11	Es wird wohl wenige Vereine geben, welche einen solchen Fahnenschmuck vorweisen können, und es ist zugleich ein Zeichen, wie im Sachsenlande die Veteranen geehrt werden.	70:79	Es wird wohl wenige Vereine geben , welche einen solchen Fahnenschmuck vorweisen können , und es ist zugleich ein Zeichen , wie im Sachsenlande die Veteranen geehrt werden .
vorweisen	nn_nrhz099b_1848-302-29	Der Drucker erklärt, bis heute Abend 5 Uhr 29 Druckbogen von den zu der Waffenstillstandssache gehörigen Drucksachen fertig haben zu wollen. — 23 Bogen sind bereis fertig vorgewiesen.	171:182	Der Drucker erklärt , bis heute Abend 5 Uhr 29 Druckbogen von den zu der Waffenstillstandssache gehörigen Drucksachen fertig haben zu wollen . -- 23 Bogen sind bereis fertig vorgewiesen .
