lemma	label	cosine_similarity
attack	2.6666666666666665	0.7248028516769409
attack	3.0	0.9110009670257568
attack	4.0	0.9452565908432007
attack	2.3333333333333335	0.48435384035110474
attack	2.6666666666666665	0.25573742389678955
attack	2.0	0.6492341756820679
attack	4.0	0.9094136953353882
attack	3.5	0.9033693075180054
attack	4.0	0.8957107067108154
attack	3.0	0.321175217628479
attack	2.6666666666666665	0.31714749336242676
attack	2.0	0.5527055859565735
attack	2.5	0.9060689210891724
attack	2.75	0.5809442400932312
attack	2.0	0.3202245235443115
attack	2.0	0.3461693525314331
attack	3.0	0.5591825842857361
attack	3.0	0.5432261824607849
attack	2.0	0.5167474150657654
attack	4.0	0.3237309455871582
attack	2.0	0.6191670894622803
attack	2.5	0.43665021657943726
attack	4.0	0.2446344494819641
attack	3.0	0.26137715578079224
attack	3.0	0.35270974040031433
attack	3.0	0.3910757601261139
attack	3.5	0.3180488049983978
attack	3.0	0.619472861289978
attack	2.3333333333333335	0.25439581274986267
attack	3.0	0.31463727355003357
attack	3.6666666666666665	0.34908556938171387
attack	3.0	0.31033989787101746
attack	2.6666666666666665	0.364462673664093
attack	3.0	0.25514209270477295
attack	3.0	0.355091392993927
attack	3.0	0.29356351494789124
attack	3.0	0.3213169574737549
attack	2.6666666666666665	0.26148179173469543
attack	4.0	0.5259639024734497
attack	4.0	0.4946693181991577
attack	2.3333333333333335	0.5945305228233337
attack	4.0	0.6025959253311157
attack	4.0	0.9123436212539673
attack	3.0	0.8240152597427368
attack	3.0	0.6638087034225464
attack	4.0	0.9293408393859863
attack	3.0	0.4360087513923645
attack	3.0	0.5626007914543152
attack	4.0	0.8025587797164917
attack	3.0	0.7495485544204712
attack	3.5	0.8672904968261719
attack	2.1666666666666665	0.5823433995246887
attack	3.0	0.7025236487388611
attack	4.0	0.7907172441482544
attack	4.0	0.8412648439407349
attack	4.0	0.769077718257904
attack	3.5	0.4800625443458557
attack	4.0	0.8749544620513916
attack	2.0	0.5900695323944092
attack	3.6666666666666665	0.8788845539093018
attack	3.5	0.8513422012329102
attack	3.0	0.8156445026397705
attack	3.5	0.6036947965621948
attack	3.0	0.7164976596832275
attack	3.0	0.8655476570129395
attack	3.0	0.668860137462616
attack	3.0	0.7867287397384644
attack	3.0	0.652575671672821
attack	2.3333333333333335	0.505731463432312
attack	2.0	0.40813374519348145
attack	3.0	0.5508344769477844
attack	2.0	0.5056341886520386
attack	4.0	0.6435303092002869
attack	3.0	0.4265560805797577
attack	2.0	0.4564322531223297
attack	2.5	0.5735653638839722
attack	4.0	0.7699134349822998
attack	3.0	0.7499192953109741
attack	4.0	0.7087787985801697
attack	2.0	0.5917260646820068
attack	1.0	0.5602312088012695
attack	2.3333333333333335	0.6427345275878906
attack	4.0	0.5318589210510254
attack	3.0	0.7369885444641113
attack	4.0	0.9721474647521973
attack	4.0	0.5519332885742188
attack	3.5	0.9468618631362915
attack	4.0	0.43719029426574707
attack	2.5	0.36115962266921997
attack	2.5	0.6200646162033081
attack	4.0	0.9226334095001221
attack	3.0	0.536526083946228
attack	4.0	0.9561077952384949
attack	4.0	0.9646572470664978
attack	4.0	0.9295839071273804
attack	3.0	0.9062570929527283
attack	4.0	0.8919934034347534
attack	3.0	0.4829957187175751
attack	3.2	0.7982126474380493
attack	4.0	0.9817448258399963
attack	3.6666666666666665	0.8925499320030212
attack	4.0	0.8947136402130127
attack	4.0	0.9323477149009705
attack	3.0	0.6678246259689331
attack	3.5	0.950143039226532
attack	1.5	0.32797661423683167
attack	2.0	0.30575692653656006
attack	3.0	0.6165499687194824
attack	4.0	0.9390894174575806
attack	2.0	0.3200087547302246
attack	3.0	0.5225751399993896
attack	2.5	0.6434758305549622
attack	3.0	0.2394775152206421
attack	3.0	0.5742203593254089
attack	2.6666666666666665	0.5526448488235474
attack	3.0	0.5150974988937378
attack	4.0	0.9461142420768738
attack	3.3333333333333335	0.5536800622940063
attack	3.0	0.7610715627670288
attack	3.0	0.5381535291671753
attack	2.25	0.5128189921379089
attack	3.0	0.7701086401939392
attack	2.0	0.3354511857032776
attack	3.0	0.8629431128501892
attack	4.0	0.9855116009712219
attack	2.0	0.6149243116378784
attack	4.0	0.9612401723861694
attack	2.6666666666666665	0.6067871451377869
attack	2.6666666666666665	0.3700466752052307
attack	2.0	0.3496643602848053
attack	2.6	0.6369543671607971
attack	2.0	0.6561177372932434
attack	3.0	0.36896002292633057
attack	3.0	0.6424944400787354
attack	2.0	0.38132351636886597
attack	2.0	0.6370046138763428
attack	2.0	0.5833482146263123
attack	2.6666666666666665	0.7913143634796143
attack	3.0	0.3514347970485687
attack	3.0	0.8349530696868896
attack	3.0	0.3222752511501312
attack	3.0	0.32365477085113525
attack	3.3333333333333335	0.7222999334335327
attack	3.0	0.5328322052955627
attack	3.0	0.55464768409729
attack	2.0	0.3393704891204834
attack	2.0	0.576921820640564
attack	4.0	0.9455169439315796
attack	4.0	0.9540300369262695
attack	2.0	0.8071990013122559
attack	3.0	0.4336645007133484
attack	1.0	0.6668815612792969
attack	3.0	0.7759824991226196
attack	3.0	0.7575052380561829
attack	2.6666666666666665	0.40548568964004517
attack	4.0	0.6900279521942139
attack	2.2	0.4309196174144745
attack	2.6666666666666665	0.33166155219078064
attack	4.0	0.7664352655410767
attack	3.0	0.32905662059783936
attack	3.5	0.38572585582733154
attack	3.25	0.30776527523994446
attack	3.0	0.3986590802669525
attack	3.5	0.35809072852134705
attack	3.0	0.4517499804496765
attack	3.0	0.24233315885066986
attack	3.0	0.5912091732025146
attack	3.0	0.787024974822998
attack	2.75	0.5220557451248169
attack	3.5	0.7953775525093079
attack	3.0	0.5603248476982117
attack	4.0	0.8998986482620239
attack	3.0	0.7297215461730957
attack	3.5	0.918878436088562
attack	3.0	0.8345874547958374
attack	2.0	0.5254807472229004
attack	3.0	0.5390826463699341
attack	2.5	0.5849419832229614
attack	4.0	0.9433176517486572
attack	4.0	0.9164525270462036
attack	3.0	0.6943651437759399
attack	3.0	0.35173285007476807
attack	3.0	0.8898327350616455
attack	3.5	0.8697024583816528
attack	3.0	0.4975380301475525
attack	2.5	0.5027139782905579
attack	3.3333333333333335	0.8855718970298767
attack	2.5	0.5244508981704712
attack	2.5	0.42582106590270996
attack	3.0	0.8051236867904663
attack	3.0	0.5272374153137207
attack	2.6666666666666665	0.5093444585800171
attack	4.0	0.5435919761657715
attack	2.5	0.5382742881774902
attack	4.0	0.7787644863128662
attack	2.5	0.3739433288574219
attack	2.6666666666666665	0.48533421754837036
attack	2.0	0.3384886384010315
attack	3.0	0.5159249305725098
attack	3.0	0.5662449598312378
attack	4.0	0.9549901485443115
attack	3.5	0.8387611508369446
attack	2.6666666666666665	0.4729379415512085
attack	3.0	0.688657283782959
attack	3.5	0.5193899869918823
attack	3.0	0.8656415939331055
attack	4.0	0.5165238976478577
attack	4.0	0.4276176691055298
attack	3.0	0.36341553926467896
attack	3.0	0.45212411880493164
attack	2.0	0.3585113286972046
attack	2.0	0.4892805814743042
attack	3.0	0.5235069990158081
attack	4.0	0.9599027633666992
attack	3.0	0.817272424697876
attack	3.0	0.5579019784927368
attack	3.0	0.45905739068984985
attack	2.0	0.6569041013717651
attack	4.0	0.928321361541748
attack	2.5	0.3494877219200134
attack	2.0	0.5371803045272827
attack	4.0	0.9761622548103333
attack	2.75	0.3932346701622009
attack	2.6666666666666665	0.4557591676712036
attack	2.3333333333333335	0.9340957403182983
attack	3.0	0.4208201766014099
attack	2.6666666666666665	0.5418578386306763
attack	3.0	0.5311275720596313
attack	3.0	0.39021986722946167
attack	2.0	0.7328836917877197
attack	3.0	0.6176948547363281
attack	2.3333333333333335	0.6074904799461365
attack	3.5	0.7633748650550842
attack	2.75	0.5300036668777466
attack	3.0	0.7699680328369141
attack	2.6666666666666665	0.5450611114501953
attack	3.0	0.4486736059188843
attack	2.0	0.42219775915145874
attack	2.5	0.5982750654220581
attack	3.2	0.8391110897064209
attack	3.0	0.3344072103500366
attack	2.5	0.6188166737556458
attack	2.0	0.5317566990852356
attack	3.5	0.5122972726821899
attack	4.0	0.7076923847198486
attack	4.0	0.9211040735244751
attack	3.0	0.7463067770004272
attack	4.0	0.9063742160797119
attack	3.0	0.7201901078224182
attack	2.0	0.8103915452957153
attack	3.0	0.505176305770874
attack	3.0	0.4693502187728882
attack	3.0	0.6731845736503601
attack	2.5	0.5305171012878418
attack	4.0	0.899046778678894
attack	4.0	0.6245265007019043
attack	3.0	0.8491450548171997
attack	3.5	0.9463908672332764
attack	2.6666666666666665	0.38811418414115906
attack	2.2	0.31404632329940796
attack	3.0	0.5707851648330688
attack	2.3333333333333335	0.30339041352272034
attack	3.0	0.6384178400039673
attack	3.0	0.5330429077148438
attack	3.0	0.38071995973587036
attack	3.0	0.5029007196426392
attack	3.0	0.39689773321151733
attack	2.0	0.4820968210697174
attack	3.5	0.4364614188671112
attack	3.5	0.6748281717300415
attack	2.0	0.6906521320343018
attack	1.0	0.6331530809402466
attack	3.0	0.5323670506477356
attack	3.0	0.38267117738723755
attack	2.75	0.45122966170310974
attack	3.0	0.5642167329788208
attack	3.0	0.2411332130432129
attack	2.0	0.2763183116912842
attack	3.5	0.9274755716323853
attack	3.0	0.7495238184928894
attack	4.0	0.9298855066299438
attack	4.0	0.9453896284103394
attack	3.5	0.9644378423690796
attack	3.0	0.3591820299625397
attack	2.6666666666666665	0.4789058566093445
attack	4.0	0.5960731506347656
attack	2.6666666666666665	0.26688486337661743
attack	4.0	0.4412772059440613
attack	3.5	0.8568118810653687
attack	3.0	0.8348586559295654
attack	4.0	0.5414503812789917
attack	3.5	0.8364237546920776
attack	2.75	0.7400623559951782
attack	1.0	0.6030465960502625
attack	2.6666666666666665	0.624549150466919
attack	3.0	0.6667755246162415
attack	2.0	0.6143202781677246
attack	2.0	0.36621373891830444
attack	2.0	0.5876832008361816
attack	3.5	0.7535557746887207
attack	3.6666666666666665	0.4982917308807373
attack	4.0	0.6415325999259949
attack	2.5	0.3613971471786499
attack	2.25	0.6530426144599915
attack	3.5	0.778449296951294
attack	3.0	0.6606355905532837
attack	3.0	0.6525525450706482
attack	4.0	0.7396187782287598
attack	3.0	0.5982037782669067
attack	3.0	0.46313047409057617
attack	2.0	0.5518329739570618
attack	4.0	0.760400116443634
attack	3.0	0.7503484487533569
attack	3.0	0.5671972036361694
attack	3.5	0.7406561374664307
attack	4.0	0.9113373756408691
attack	4.0	0.8737895488739014
attack	4.0	0.9373258352279663
attack	3.0	0.7506961226463318
attack	4.0	0.9632505178451538
attack	3.3333333333333335	0.7374935150146484
attack	3.0	0.36751753091812134
attack	2.0	0.4617656469345093
attack	3.0	0.766973078250885
attack	4.0	0.9509047865867615
attack	4.0	0.8571076393127441
attack	3.5	0.7258894443511963
attack	4.0	0.2965959310531616
attack	3.0	0.7224056720733643
attack	2.0	0.36410754919052124
attack	2.0	0.3502766191959381
attack	2.0	0.7238685488700867
attack	2.6666666666666665	0.7897641658782959
attack	2.0	0.4273809790611267
attack	3.0	0.8387641310691833
attack	3.0	0.4662773609161377
attack	4.0	0.2679150700569153
attack	3.0	0.3746839165687561
attack	2.5	0.4786871671676636
attack	3.0	0.5827971696853638
attack	2.5	0.43377402424812317
attack	3.0	0.8753509521484375
attack	4.0	0.408327579498291
attack	4.0	0.946732223033905
attack	4.0	0.9288704991340637
attack	3.5	0.8824241161346436
attack	2.3333333333333335	0.563433051109314
attack	4.0	0.9209380149841309
attack	3.5	0.8686893582344055
attack	4.0	0.9115427732467651
attack	3.3333333333333335	0.7157288789749146
attack	4.0	0.8981726765632629
attack	3.0	0.37231916189193726
attack	3.0	0.5128841400146484
attack	4.0	0.9372200965881348
attack	3.0	0.7446329593658447
attack	3.5	0.9425656199455261
attack	3.0	0.7616745233535767
attack	3.0	0.7520402073860168
attack	3.6666666666666665	0.9736019372940063
attack	3.0	0.7306125164031982
attack	4.0	0.98480623960495
attack	2.6666666666666665	0.7701928019523621
attack	3.0	0.3492926359176636
attack	3.5	0.3788996934890747
attack	3.0	0.7672379016876221
attack	3.0	0.6845145225524902
attack	3.0	0.7017843723297119
attack	3.0	0.7337392568588257
attack	3.0	0.7223763465881348
attack	3.0	0.4030727446079254
attack	3.3333333333333335	0.8377875089645386
attack	3.0	0.2289116531610489
attack	3.0	0.7640508413314819
attack	3.3333333333333335	0.7542980909347534
attack	3.0	0.42382749915122986
attack	3.0	0.4269622564315796
attack	3.0	0.7344028949737549
attack	3.5	0.7790144681930542
attack	3.0	0.8082045912742615
attack	3.0	0.6575897932052612
attack	3.0	0.7629133462905884
attack	3.5	0.954210638999939
attack	4.0	0.9608456492424011
attack	3.0	0.48023247718811035
attack	3.3333333333333335	0.5383033156394958
attack	4.0	0.7994396686553955
attack	3.0	0.8810445666313171
attack	3.0	0.5211076140403748
attack	2.0	0.9100420475006104
attack	4.0	0.7775921821594238
attack	4.0	0.9288406372070312
attack	3.0	0.9055821895599365
