lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment	count_droppped_judments	count_all_judgments
part	fic_1832_7177.txt-509-4	nf_1962_774267.txt-608-18	The folks in these parts have their own notions of the matter; but they don't like to speak freely on the subject.	In order to make this complex problem manageable it is necessary to break it down into its respective parts.	19:24	102:107	2.0
part	fic_1832_8798.txt-1236-5	fic_1849_5168.txt-3794-11	Enter Barri from the inner part of the tent, guarded.	Frank took the Doctor to his home, resolved never to part with so faithful and gallant a friend, whose faults had been the faults of unfortunate circumstances, but whose heart, he felt assured, was ' in the right place. '	27:31	53:57	1.0
part	fic_1832_8798.txt-1236-5	fic_1854_7839.txt-1488-13	Enter Barri from the inner part of the tent, guarded.	that can not be; For though by fate we're forced to part, Thou ne'er canst absent be to me, -- Thou ' rt ever present in my heart!	27:31	52:56	1.0
part	fic_1832_8798.txt-1236-5	nf_1841_747861.txt-823-13	Enter Barri from the inner part of the tent, guarded.	A conviction of the impracticability of establishing a general government, pervading every part of the United States, and extending essential benefits to all. "	27:31	91:95	2.0
part	fic_1832_8798.txt-1236-5	nf_1848_754438.txt-2588-3	Enter Barri from the inner part of the tent, guarded.	Vegetation in those parts is in general but a fifth more speedy than in Europe, even taking as an example the Platanus occidentalis, the tulip tree, and the Cupressus disticha, which reach from nine to fifteen feet in diameter.	27:31	20:25	2.0
part	fic_1834_7252.txt-2209-0	fic_2000_14544.txt-546-4	Part of them belong to Lopez; let him come and herd them. '	That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable.	0:4	16:20	3.0
part	fic_1834_7323.txt-3011-79	fic_1847_7152.txt-704-37	of the Government, on 26th day of December, A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans, along the sea coast, and up the Missippi and Missouri, and so down the Lakes, and across by the Erie Canal to Albany, and along by the midde rout over New Jersey, Pensylvany, and Maryland, to Washington -- and away agin to all parts of creation, and to every body.	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	363:368	145:150	2.0
part	fic_1834_7323.txt-3011-79	fic_1978_23930.txt-96-28	of the Government, on 26th day of December, A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans, along the sea coast, and up the Missippi and Missouri, and so down the Lakes, and across by the Erie Canal to Albany, and along by the midde rout over New Jersey, Pensylvany, and Maryland, to Washington -- and away agin to all parts of creation, and to every body.	There was the reason the competition halted when the Arrow Catcher began work, and there was the reason the Arrow Catcher and the Indian were never a part of the competition and were never expected to be.	363:368	150:154	2.0
part	fic_1834_7323.txt-3011-79	news_1983_671249.txt-27-31	of the Government, on 26th day of December, A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans, along the sea coast, and up the Missippi and Missouri, and so down the Lakes, and across by the Erie Canal to Albany, and along by the midde rout over New Jersey, Pensylvany, and Maryland, to Washington -- and away agin to all parts of creation, and to every body.	// For a nation to conduct such a war, military analysts stress, much would depend on its ability to organize an effective civil defense that would enable a large part of the population to continue to house and feed itself.	363:368	163:167	3.0
part	fic_1834_7323.txt-3011-79	nf_1824_747685.txt-354-2	of the Government, on 26th day of December, A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans, along the sea coast, and up the Missippi and Missouri, and so down the Lakes, and across by the Erie Canal to Albany, and along by the midde rout over New Jersey, Pensylvany, and Maryland, to Washington -- and away agin to all parts of creation, and to every body.	The western parts of Hellas, rough Etolia, and woody Acarnania, are indeed among the largest districts, but are so inferior to the rest	363:368	12:17	3.0
part	fic_1834_7323.txt-3011-79	nf_1837_747786.txt-1037-2	of the Government, on 26th day of December, A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans, along the sea coast, and up the Missippi and Missouri, and so down the Lakes, and across by the Erie Canal to Albany, and along by the midde rout over New Jersey, Pensylvany, and Maryland, to Washington -- and away agin to all parts of creation, and to every body.	The central part is almost wholly uninhabited, and covered with primitive forests, which are visited only by hunters and lumberers.	363:368	12:16	3.0
part	fic_1835_1103.txt-4993-19	nf_1857_755095.txt-581-3	But the wisest and best of our philosophers hold that the entire system of which we are but insignificant parts, is based on certain immutable truths of a divine origin.	errand to those parts, and his surprise at meeting with English traders in a country to which England had no pretensions; intimating that, in future, any intruders of the kind would be rigorously dealt with.	106:111	16:21	2.0
part	fic_1835_7172.txt-4339-14	fic_1835_7271.txt-1069-46	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	All the love, liking (I can not find a word to express the essential volatility of the sentiment in my experience of it) that I have ever felt for all my favourites, brown and fair, does not amount to one thousandth part of the immutable affection that I bear you, my dear sister.	76:80	216:220	4.0
part	fic_1835_7172.txt-4339-14	fic_1856_2880.txt-3640-3	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	It is the part of the officer to command -- of the men to execute.	76:80	10:14	3.0
part	fic_1835_7172.txt-4339-14	fic_1972_10554.txt-2899-9	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	And what we're doing here now is a part of that, I suppose? '	76:80	35:39	3.0
part	fic_1835_7172.txt-4339-14	fic_1987_10756.txt-5827-1	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	The part that was taken from the stone itself was hard to separate out at first, but after Melchior had run his finger along the outline of it I could see what it had been before he'd painted it.	76:80	4:8	3.0
part	fic_1835_7172.txt-4339-14	mag_1859_556800.txt-66-5	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	The stomach and the other parts of the nutritive apparatus are ordained to convert enough food into chyle to replenish the blood, and to supply it with the means of repairing the waste of the textures.	76:80	26:31	4.0
part	fic_1835_7172.txt-4339-14	mag_1963_248804.txt-14-6	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	If the injury was in a part of an arm or leg that could be dipped in water, it was dunked, then ice cubes were dropped into the water until the cycle of discomfort ended in numbness.	76:80	23:27	3.0
part	fic_1835_7172.txt-4339-14	mag_1991_422282.txt-25-21	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an " after-hours affair, " a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply.	76:80	116:120	2.0
part	fic_1835_7172.txt-4339-14	mag_2001_423903.txt-25-9	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	Moving downstream from camp, the three Scouts climbed part way up a steep ridge covered with pine, aspen and scrub oak.	76:80	54:58	2.0
part	fic_1835_7172.txt-4339-14	nf_1833_747941.txt-1438-1	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	One part of the wood is more porous than that of the walnut, but the other is more compact: this gives the grain of the wood something the appearance of that of ash; and where it abounds, it is used for similar purposes, the small shoots for hoops, and the grown trees for agricultural instruments.	76:80	4:8	3.0
part	fic_1835_7172.txt-4339-14	nf_1855_748146.txt-2661-64	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	I have found Naples in mourning for the young queen, without any thing like social amusements, or even social spirit without even St. Charles s Theatre, which is shut up, or the usual mildness and beauty of the climate; added to which, my bankers here have failed, and stripped me of a good sum of money; part of my establishment has been shipwrecked, and at the moment I am writing to you, reminiscences of yours come again upon me.	76:80	305:309	3.0
part	fic_1835_7172.txt-4339-14	nf_1969_774314.txt-1448-7	Upon arriving at the rack it was discovered that the bridles of the greater part of the troop were tied in hard knots in such a manner as to connect each two or three horses together.	Before then, after tobacco had become part of everyday custom in every part of the Western world, pipe tongs graced many a fashionable hearth and were considered utensils; but because they held a prominent position in the sitting room, they were usually finely made and nicely decorated, giving them a position midway between utensils and decorative ironwork.	76:80	38:42	3.0
part	fic_1835_7271.txt-1069-46	fic_1966_10474.txt-9144-22	All the love, liking (I can not find a word to express the essential volatility of the sentiment in my experience of it) that I have ever felt for all my favourites, brown and fair, does not amount to one thousandth part of the immutable affection that I bear you, my dear sister.	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	216:220	116:120	2.0
part	fic_1835_7271.txt-1069-46	news_2006_636184.txt-14-2	All the love, liking (I can not find a word to express the essential volatility of the sentiment in my experience of it) that I have ever felt for all my favourites, brown and fair, does not amount to one thousandth part of the immutable affection that I bear you, my dear sister.	It's part of Wilton Industries, which manufactures cake-decorating supplies.	216:220	5:9	3.0
part	fic_1836_7276.txt-844-31	fic_1994_41307.txt-831-29	As our readers may have anticipated, Susan at once entered into Harry's views; and, in a short time, she and her family were transferred to a part of a small house in Broome-street, in New-York.	He seemed to be wearing a green silk tunic, not too clean, and not long enough, for she could see the complex heap of his private parts in the very centre of her rosy bed.	142:146	130:135	2.0
part	fic_1836_7276.txt-844-31	mag_1848_524969.txt-156-6	As our readers may have anticipated, Susan at once entered into Harry's views; and, in a short time, she and her family were transferred to a part of a small house in Broome-street, in New-York.	It very properly fell to the part of Gen. Cass, then Secretary of War, to convey to those interested in the matter the final determination of the President.	142:146	29:33	1.0
part	fic_1836_7276.txt-844-31	news_1983_671249.txt-27-31	As our readers may have anticipated, Susan at once entered into Harry's views; and, in a short time, she and her family were transferred to a part of a small house in Broome-street, in New-York.	// For a nation to conduct such a war, military analysts stress, much would depend on its ability to organize an effective civil defense that would enable a large part of the population to continue to house and feed itself.	142:146	163:167	3.0
part	fic_1838_7359.txt-1802-20	fic_1847_7152.txt-704-37	But even in the streets, where all sorts are found, there is none to take the Christian's part -- unless it be that old gashed soldier of the fifth legion, who stalks through the streets as though all Rome were his.	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	90:94	145:150	2.0
part	fic_1841_799.txt-2512-9	fic_1847_7152.txt-704-37	He who wishes to walk in the most peaceful parts of life with any serenity must screw himself up to resolution.	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	43:48	145:150	2.0
part	fic_1841_799.txt-2512-9	mag_1829_553996.txt-397-44	He who wishes to walk in the most peaceful parts of life with any serenity must screw himself up to resolution.	Its nobility includes, we believe, from thirty to forty ancient members of the Empire, who, on the score of their great landed property, and the place they hold in public opinion, are well qualified to be the component parts of a House of Peers.	43:48	219:224	3.0
part	fic_1841_799.txt-2512-9	mag_1844_518856.txt-209-11	He who wishes to walk in the most peaceful parts of life with any serenity must screw himself up to resolution.	looked upon not merely as an amusement, but as a part of every man's business, to which a portion of each day is, as a matter of course, devoted.	43:48	49:53	3.0
part	fic_1841_8303.txt-288-9	mag_1991_422282.txt-25-21	sound, While from thine eye the winged lightnings part; Thou in the highest arch of heaven art found, In the dark regions of the earth thou art, And in the humble cell of the repentant heart.	When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an " after-hours affair, " a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply.	50:54	116:120	1.0
part	fic_1841_8303.txt-288-9	nf_1833_747941.txt-1438-1	sound, While from thine eye the winged lightnings part; Thou in the highest arch of heaven art found, In the dark regions of the earth thou art, And in the humble cell of the repentant heart.	One part of the wood is more porous than that of the walnut, but the other is more compact: this gives the grain of the wood something the appearance of that of ash; and where it abounds, it is used for similar purposes, the small shoots for hoops, and the grown trees for agricultural instruments.	50:54	4:8	1.0
part	fic_1841_8303.txt-288-9	nf_2004_746260.txt-192-2	sound, While from thine eye the winged lightnings part; Thou in the highest arch of heaven art found, In the dark regions of the earth thou art, And in the humble cell of the repentant heart.	should be part of a student's education (Lee 1967, 117, 121).	50:54	10:14	1.0
part	fic_1843_7208.txt-9767-8	mag_1972_487986.txt-211-13	Ishmael, in the meantime, performed the part cast to him, by happening in the neighborhoods where Fyler plied his calling, and taking occasion to point him out to various doctors, as a worthy old gentleman (reduced in circumstances), a little beside himself, and whom he would be sorry to see committing any violence, such as braining a child or the like.	Wayne: " Never before has a Vice President played such an important part in foreign policy. "	40:44	68:72	3.0
part	fic_1845_622.txt-1210-22	fic_1970_780003.txt-191-5	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	Such evasion had been a part of Roane's training from the start.	117:122	24:28	3.0
part	fic_1845_622.txt-1210-22	mag_1829_553996.txt-397-44	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	Its nobility includes, we believe, from thirty to forty ancient members of the Empire, who, on the score of their great landed property, and the place they hold in public opinion, are well qualified to be the component parts of a House of Peers.	117:122	219:224	3.0
part	fic_1845_622.txt-1210-22	mag_1848_524969.txt-156-6	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	It very properly fell to the part of Gen. Cass, then Secretary of War, to convey to those interested in the matter the final determination of the President.	117:122	29:33	2.0
part	fic_1845_622.txt-1210-22	mag_1973_487962.txt-90-12	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	They identified with their President and for the first time felt themselves part of the governing process.	117:122	76:80	2.0
part	fic_1845_622.txt-1210-22	mag_1983_323609.txt-21-4	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	The young Peer of Part I (rather monotonously played by Greg	117:122	18:22	3.0
part	fic_1845_622.txt-1210-22	news_2006_636184.txt-14-2	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	It's part of Wilton Industries, which manufactures cake-decorating supplies.	117:122	5:9	3.0
part	fic_1845_622.txt-1210-22	nf_1969_774314.txt-1448-7	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance; but it was	Before then, after tobacco had become part of everyday custom in every part of the Western world, pipe tongs graced many a fashionable hearth and were considered utensils; but because they held a prominent position in the sitting room, they were usually finely made and nicely decorated, giving them a position midway between utensils and decorative ironwork.	117:122	38:42	2.0
part	fic_1845_622.txt-3025-27	mag_1970_282095.txt-5-12	Doubt not that you will see us often, my child, particularly during the frequent visits that I shall be compelled to make to the distant parts of the country.	Schacht was convicted of violating federal law that forbids wearing a distinctive part of a military uniform in theatrical productions if the role " discredits " the military.	137:142	82:86	3.0
part	fic_1845_622.txt-3025-27	mag_1991_422282.txt-25-21	Doubt not that you will see us often, my child, particularly during the frequent visits that I shall be compelled to make to the distant parts of the country.	When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an " after-hours affair, " a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply.	137:142	116:120	2.0
part	fic_1845_622.txt-3025-27	nf_1841_747861.txt-823-13	Doubt not that you will see us often, my child, particularly during the frequent visits that I shall be compelled to make to the distant parts of the country.	A conviction of the impracticability of establishing a general government, pervading every part of the United States, and extending essential benefits to all. "	137:142	91:95	4.0
part	fic_1847_7152.txt-704-37	fic_1860_9168.txt-4532-28	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	The after-life of Rosa Lee, the heroine of Meadow Brook, will be found to be of equal, if not of superior interest to the earlier part, so graphically delineated in the first half-dozen chapters.	145:150	130:134	2.0
part	fic_1847_7152.txt-704-37	fic_1987_10756.txt-5827-1	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	The part that was taken from the stone itself was hard to separate out at first, but after Melchior had run his finger along the outline of it I could see what it had been before he'd painted it.	145:150	4:8	2.0
part	fic_1847_7152.txt-704-37	fic_1994_41339.txt-167-20	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	One part aniline, three parts potassium hydroxide, and one part unknown poison yields one part phenylisocyanide, three parts potassium chloride, and three parts water.	145:150	119:124	2.0
part	fic_1847_7152.txt-704-37	fic_2000_14544.txt-546-4	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable.	145:150	16:20	2.0
part	fic_1847_7152.txt-704-37	fic_2008_36295.txt-71-28	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	He was doing his fervent best and delivering each line with a high semi-professional finish, but there was no denying that he looked all wrong in the part of Alan Squiers -- squat and partly bald and all but unable to see without his glasses, which he'd refused to wear on stage.	145:150	150:154	2.0
part	fic_1847_7152.txt-704-37	mag_1822_553396.txt-366-22	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	All parts of the tree are penetrated by pyrites of a brass yellow colour, disseminated through the most solid and stony parts of the interior, -- filling interstices in the outer rind, or investing its capillary pores.	145:150	120:125	2.0
part	fic_1847_7152.txt-704-37	mag_1843_565254.txt-22-7	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	The formation of historical associations in different parts of New England, are indications of an increasing interest.	145:150	54:59	3.0
part	fic_1847_7152.txt-704-37	mag_1848_524969.txt-156-6	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	It very properly fell to the part of Gen. Cass, then Secretary of War, to convey to those interested in the matter the final determination of the President.	145:150	29:33	2.0
part	fic_1847_7152.txt-704-37	mag_1856_522858.txt-209-29	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	It was forced upon Austria by the formidable proportions of the anti-Russian alliance, which threatened to sever from her at one stroke her Italian provinces if she took part with the enemy; but it will be observed, that while leaning to the side of the Alliance, she has steadily endeavored to present a minimum of opposition to Russia.	145:150	170:174	1.0
part	fic_1847_7152.txt-704-37	mag_1859_556800.txt-66-5	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	The stomach and the other parts of the nutritive apparatus are ordained to convert enough food into chyle to replenish the blood, and to supply it with the means of repairing the waste of the textures.	145:150	26:31	2.0
part	fic_1847_7152.txt-704-37	mag_1973_487962.txt-90-12	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	They identified with their President and for the first time felt themselves part of the governing process.	145:150	76:80	2.0
part	fic_1847_7152.txt-704-37	mag_1993_425236.txt-48-9	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	The idea was to try to re-create days and parts of the life of one of the forty-two men who have been at the center: what the President knew and when he knew it, what he heard, what he read, what he saw, what he said, what he	145:150	42:47	2.0
part	fic_1847_7152.txt-704-37	mag_2007_389719.txt-27-9	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	With the Sun magnificently aspected in the most horizon-expanding part of your chart, new ideas and situations are the key to changing your life.	145:150	66:70	2.0
part	fic_1847_7152.txt-704-37	news_1986_669537.txt-32-12	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	Formerly middle-class women moving toward the edge of poverty constitute a substantial part of a growing minority dubbed the ' ' new poor. '	145:150	87:91	3.0
part	fic_1847_7152.txt-704-37	news_1991_654831.txt-83-52	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	There's one constant for her as a writer: " I think you need quiet and I think you need a little time, more than a little time, and it is very hard to find that time and find that distance, ' cause you also have to be part of life and experience it in order to write about.	145:150	218:222	2.0
part	fic_1847_7152.txt-704-37	nf_1824_747448.txt-289-3	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	There are few parts that * ' may not, and none that will not, be read by women. "	145:150	14:19	1.0
part	fic_1847_7152.txt-704-37	nf_1843_747650.txt-2589-68	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	For where known words are used, to which a distinct meaning has attached, the accustomed interpretation of them must be followed; and, as under the confederation, the words " United States " could not imply one whole, because the parts were kept distinct, so the same words can not, in the constitution, mean one whole, but the several parts. "	145:150	336:341	3.0
part	fic_1847_7152.txt-704-37	nf_1848_772202.txt-971-9	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	There is a set of men, in all parts of the country, who make a business of gambling, and league together to draw in unwary youth and strip them of all they possess, and of more, if they can lay their hands upon money not their own.	145:150	30:35	4.0
part	fic_1847_7152.txt-704-37	nf_1852_748165.txt-888-18	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	He will thus be able to purchase some of the simpler machines, by which some of the parts ol his process may be executed.	145:150	84:89	2.0
part	fic_1847_7152.txt-704-37	nf_1855_748146.txt-2661-64	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	I have found Naples in mourning for the young queen, without any thing like social amusements, or even social spirit without even St. Charles s Theatre, which is shut up, or the usual mildness and beauty of the climate; added to which, my bankers here have failed, and stripped me of a good sum of money; part of my establishment has been shipwrecked, and at the moment I am writing to you, reminiscences of yours come again upon me.	145:150	305:309	2.0
part	fic_1847_7152.txt-704-37	nf_1976_774315.txt-2462-26	Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you.	A planer can be used to cut rebates to form a tongue on one part, a wobble saw or dado cutter will make the grooved part.	145:150	116:120	2.0
part	fic_1849_5168.txt-3794-11	fic_1854_7839.txt-1488-13	Frank took the Doctor to his home, resolved never to part with so faithful and gallant a friend, whose faults had been the faults of unfortunate circumstances, but whose heart, he felt assured, was ' in the right place. '	that can not be; For though by fate we're forced to part, Thou ne'er canst absent be to me, -- Thou ' rt ever present in my heart!	53:57	52:56	4.0
