lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order
attack	mag_1845_555245.txt-299-1	fic_1834_2652.txt-5065-36	3.0	fic_1855_1209.txt-770-29	4.0	fic_1982_780051.txt-4396-7	2.0			['fic_1855_1209.txt-770-29', 'fic_1834_2652.txt-5065-36', 'fic_1982_780051.txt-4396-7']
attack	nf_1845_747928.txt-826-66	fic_1833_7239.txt-1694-15	2.0	mag_1828_553929.txt-364-34	3.0	mag_1854_555935.txt-131-30	4.0			['mag_1854_555935.txt-131-30', 'mag_1828_553929.txt-364-34', 'fic_1833_7239.txt-1694-15']
attack	mag_1846_524014.txt-303-22	fic_1858_1282.txt-1444-24	2.0	fic_1982_780051.txt-4396-7	3.0	mag_2004_365334.txt-2-9	1.0			['fic_1982_780051.txt-4396-7', 'fic_1858_1282.txt-1444-24', 'mag_2004_365334.txt-2-9']
attack	fic_1859_9037.txt-2260-41	mag_1840_586558.txt-356-49	3.0	news_1991_612479.txt-40-20	4.0	news_1994_606745.txt-26-26	2.0	nf_1829_751465.txt-2786-42	1.0	['news_1991_612479.txt-40-20', 'mag_1840_586558.txt-356-49', 'news_1994_606745.txt-26-26', 'nf_1829_751465.txt-2786-42']
attack	mag_2005_379095.txt-6-29	fic_1962_781986.txt-3553-2	4.0	mag_1972_278489.txt-11-19	2.0	mag_2001_416183.txt-158-8	3.0			['fic_1962_781986.txt-3553-2', 'mag_2001_416183.txt-158-8', 'mag_1972_278489.txt-11-19']
attack	fic_1998_43533.txt-4-2	fic_1839_7024.txt-2377-9	4.0	fic_1856_2470.txt-7252-13	3.0	mag_1840_586558.txt-356-49	2.0			['fic_1839_7024.txt-2377-9', 'fic_1856_2470.txt-7252-13', 'mag_1840_586558.txt-356-49']
attack	news_1967_726451.txt-39-2	fic_1827_2832.txt-890-31	4.0	fic_1844_3928.txt-3118-8	3.0	mag_1828_553929.txt-364-34	2.0			['fic_1827_2832.txt-890-31', 'fic_1844_3928.txt-3118-8', 'mag_1828_553929.txt-364-34']
attack	news_1994_606745.txt-26-26	fic_1839_7024.txt-2377-9	4.0	fic_1853_9142.txt-2686-17	2.0	fic_1854_9193.txt-8301-13	3.0			['fic_1839_7024.txt-2377-9', 'fic_1854_9193.txt-8301-13', 'fic_1853_9142.txt-2686-17']
attack	fic_1993_25035.txt-820-7	fic_1845_7170.txt-4861-9	2.0	fic_1853_9142.txt-2686-17	4.0	fic_1858_1282.txt-1444-24	3.0			['fic_1853_9142.txt-2686-17', 'fic_1858_1282.txt-1444-24', 'fic_1845_7170.txt-4861-9']
attack	news_1984_670941.txt-14-43	fic_1853_9142.txt-2686-17	4.0	fic_1858_1282.txt-1444-24	2.0	fic_1982_780070.txt-3698-5	3.0			['fic_1853_9142.txt-2686-17', 'fic_1982_780070.txt-3698-5', 'fic_1858_1282.txt-1444-24']
attack	mag_1978_318618.txt-11-36	fic_1858_1282.txt-1444-24	2.0	fic_1968_781997.txt-4233-2	4.0	mag_1828_553929.txt-364-34	3.0			['fic_1968_781997.txt-4233-2', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']
attack	nf_1982_774241.txt-1410-26	fic_1838_7086.txt-2732-33	4.0	mag_1850_589167.txt-126-1	2.0	news_1991_612479.txt-40-20	3.0			['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_1850_589167.txt-126-1']
attack	news_1991_612479.txt-40-20	fic_1827_2832.txt-890-31	3.0	fic_1848_1279.txt-1511-47	2.0	fic_1859_9037.txt-2260-41	4.0			['fic_1859_9037.txt-2260-41', 'fic_1827_2832.txt-890-31', 'fic_1848_1279.txt-1511-47']
attack	mag_2004_365334.txt-2-9	fic_1848_1279.txt-1511-47	2.0	fic_2009_36778.txt-461-18	3.0	mag_1846_524014.txt-303-22	1.0			['fic_2009_36778.txt-461-18', 'fic_1848_1279.txt-1511-47', 'mag_1846_524014.txt-303-22']
attack	mag_2002_371999.txt-12-46	fic_1968_781997.txt-4233-2	4.0	fic_1988_780054.txt-2791-11	2.0	mag_1993_424232.txt-41-14	3.0			['fic_1968_781997.txt-4233-2', 'mag_1993_424232.txt-41-14', 'fic_1988_780054.txt-2791-11']
attack	mag_2005_379002.txt-22-10	fic_1858_1282.txt-1444-24	3.0	mag_1828_553929.txt-364-34	2.0	mag_2002_398773.txt-149-9	4.0			['mag_2002_398773.txt-149-9', 'fic_1858_1282.txt-1444-24', 'mag_1828_553929.txt-364-34']
attack	fic_2002_30623.txt-303-9	fic_1853_9142.txt-2686-17	4.0	mag_1828_553929.txt-364-34	2.0	news_1997_611600.txt-65-2	3.0	nf_1847_754437.txt-1509-47	1.0	['fic_1853_9142.txt-2686-17', 'news_1997_611600.txt-65-2', 'mag_1828_553929.txt-364-34', 'nf_1847_754437.txt-1509-47']
attack	mag_2007_387325.txt-12-20	fic_1838_7085.txt-2157-17	1.0	fic_1845_7170.txt-4861-9	2.0	fic_1982_780051.txt-4396-7	4.0	nf_2001_746877.txt-82-18	3.0	['fic_1982_780051.txt-4396-7', 'nf_2001_746877.txt-82-18', 'fic_1845_7170.txt-4861-9', 'fic_1838_7085.txt-2157-17']
attack	fic_1982_780051.txt-4396-7	fic_1843_7166.txt-1590-9	1.0	fic_1858_1282.txt-1444-24	3.0	mag_1845_555245.txt-299-1	2.0	mag_2007_387325.txt-12-20	4.0	['mag_2007_387325.txt-12-20', 'fic_1858_1282.txt-1444-24', 'mag_1845_555245.txt-299-1', 'fic_1843_7166.txt-1590-9']
attack	mag_1972_278489.txt-11-19	fic_1848_1279.txt-1511-47	2.0	fic_1858_1282.txt-1444-24	3.0	fic_1993_25035.txt-820-7	4.0			['fic_1993_25035.txt-820-7', 'fic_1858_1282.txt-1444-24', 'fic_1848_1279.txt-1511-47']
