	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
426	2532889X_1976-12-10_01_056.tcf.xml-141-28	brunn_griechen01_1853-2853-32	abdecken	dwug_de	2.0					1.0					1.5	2
428	2532889X_1976-12-10_01_056.tcf.xml-141-28	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0	2.0	1.0			2.0					2.0	4
437	2532889X_1977-07-23_01_321.tcf.xml-3-11	2532889X_1983-05-14_01_107.tcf.xml-29-16	abdecken	dwug_de	3.0			1.0	1.0	1.0					1.0	4
439	2532889X_1977-07-23_01_321.tcf.xml-3-11	26120215_1963_10_03_01_130.tcf.xml-21-10	abdecken	dwug_de		1.0	1.0			1.0					1.0	3
441	2532889X_1977-07-23_01_321.tcf.xml-3-11	boerne_paris03_1833-917-12	abdecken	dwug_de			3.0		2.0						2.5	2
445	2532889X_1977-07-23_01_321.tcf.xml-3-11	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de					1.0	1.0					1.0	2
457	2532889X_1977-08-29_01_023.tcf.xml-5-10	2532889X_1983-05-14_01_107.tcf.xml-29-16	abdecken	dwug_de				4.0	4.0						4.0	2
459	2532889X_1977-08-29_01_023.tcf.xml-5-10	brunn_griechen01_1853-2853-32	abdecken	dwug_de				1.0	1.0						1.0	2
460	2532889X_1977-08-29_01_023.tcf.xml-5-10	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				2.0	2.0		4.0				2.0	3
461	2532889X_1977-08-29_01_023.tcf.xml-5-10	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de	2.0				2.0	2.0	2.0				2.0	4
463	2532889X_1977-11-23_01_174.tcf.xml-33-47	2532889X_1983-05-14_01_107.tcf.xml-29-16	abdecken	dwug_de		4.0				3.0					3.5	2
473	2532889X_1978-07-01_01_233.tcf.xml-9-6	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	2.0			2.0	2.0						2.0	3
478	2532889X_1978-07-01_01_233.tcf.xml-9-6	silberer_traber_1883-600-30	abdecken	dwug_de		4.0		3.0	3.0	3.0	4.0			2.0	3.0	6
481	2532889X_1978-08-11_01_093.tcf.xml-25-26	2532889X_1984-03-07_01_115.tcf.xml-22-26	abdecken	dwug_de		3.0	3.0			4.0	2.0				3.0	4
483	2532889X_1978-08-11_01_093.tcf.xml-25-26	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	4.0			4.0	4.0						4.0	3
484	2532889X_1978-08-11_01_093.tcf.xml-25-26	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de					2.0		2.0				2.0	2
488	2532889X_1980-12-03_01_045.tcf.xml-3-41	2532889X_1983-05-14_01_107.tcf.xml-29-16	abdecken	dwug_de		3.0			2.0	3.0					3.0	3
489	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1960_07_17_01_533.tcf.xml-19-26	abdecken	dwug_de					2.0	2.0	2.0				2.0	3
492	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de				2.0		2.0					2.0	2
494	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	2.0				3.0	3.0					3.0	3
496	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1978_08_10_01_344.tcf.xml-18-16	abdecken	dwug_de						2.0	1.0				1.5	2
498	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1988_07_06_01_125.tcf.xml-3-19	abdecken	dwug_de					1.0		1.0				1.0	2
499	2532889X_1980-12-03_01_045.tcf.xml-3-41	becker_arbeiter_1860-165-24	abdecken	dwug_de			1.0		1.0						1.0	2
502	2532889X_1980-12-03_01_045.tcf.xml-3-41	munzinger_japaner_1898-448-4	abdecken	dwug_de			1.0			1.0					1.0	2
505	2532889X_1980-12-03_01_045.tcf.xml-3-41	strauss_jesus02_1836-788-64	abdecken	dwug_de					1.0	1.0					1.0	2
506	2532889X_1982-02-06_01_272.tcf.xml-8-23	2532889X_1984-03-07_01_115.tcf.xml-22-26	abdecken	dwug_de						2.0	2.0				2.0	2
508	2532889X_1982-02-06_01_272.tcf.xml-8-23	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de	4.0					4.0					4.0	2
509	2532889X_1982-02-06_01_272.tcf.xml-8-23	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de				2.0		2.0					2.0	2
512	2532889X_1982-04-28_01_050.tcf.xml-8-40	2532889X_1983-05-14_01_107.tcf.xml-29-16	abdecken	dwug_de	4.0				4.0						4.0	2
513	2532889X_1982-04-28_01_050.tcf.xml-8-40	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	4.0					4.0					4.0	2
515	2532889X_1982-04-28_01_050.tcf.xml-8-40	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0			2.0		2.0					2.0	3
530	2532889X_1983-05-14_01_107.tcf.xml-29-16	2532889X_1986-03-08_01_151.tcf.xml-14-10	abdecken	dwug_de	3.0	2.0		2.0	1.0	2.0					2.0	5
531	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1950_06_22_01_023.tcf.xml-7-21	abdecken	dwug_de	4.0	4.0				3.0					4.0	3
532	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1951_03_06_01_203.tcf.xml-16-13	abdecken	dwug_de	4.0			4.0							4.0	2
533	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1952_10_16_01_166.tcf.xml-5-13	abdecken	dwug_de	2.0				2.0						2.0	2
534	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1957_06_23_02_011.tcf.xml-10-5	abdecken	dwug_de				1.0	1.0						1.0	2
535	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1959_04_01_01_224.tcf.xml-5-11	abdecken	dwug_de	2.0			3.0	3.0		2.0				2.5	4
537	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1962_04_15_01_322.tcf.xml-28-12	abdecken	dwug_de				2.0		2.0					2.0	2
538	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1965_10_13_01_228.tcf.xml-9-14	abdecken	dwug_de	2.0				2.0						2.0	2
541	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1967_08_12_01_019.tcf.xml-5-30	abdecken	dwug_de				3.0			4.0				3.5	2
543	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1970_01_06_01_071.tcf.xml-12-12	abdecken	dwug_de	2.0				1.0						1.5	2
544	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1970_03_13_01_318.tcf.xml-6-20	abdecken	dwug_de				4.0	3.0						3.5	2
545	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1971_04_18_01_468.tcf.xml-8-12	abdecken	dwug_de			1.0	2.0	2.0	2.0					2.0	4
546	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1971_11_22_01_086.tcf.xml-5-34	abdecken	dwug_de					4.0	4.0					4.0	2
547	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1972_04_12_01_301.tcf.xml-3-19	abdecken	dwug_de				4.0		3.0	4.0				4.0	3
548	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1973_03_06_01_146.tcf.xml-54-10	abdecken	dwug_de	4.0		4.0	3.0							4.0	3
549	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1973_11_23_01_280.tcf.xml-63-27	abdecken	dwug_de	4.0				3.0						3.5	2
550	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1974_02_26_01_130.tcf.xml-6-47	abdecken	dwug_de	4.0				4.0						4.0	2
551	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_02_12_01_275.tcf.xml-13-8	abdecken	dwug_de			1.0		2.0	2.0					2.0	3
552	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_09_14_01_138.tcf.xml-7-11	abdecken	dwug_de	2.0				1.0	1.0					1.0	3
553	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_12_19_01_093.tcf.xml-19-14	abdecken	dwug_de		2.0	1.0	2.0	2.0	2.0	2.0				2.0	6
554	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	3.0			4.0		4.0	4.0				4.0	4
555	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1979_05_26_01_341.tcf.xml-15-24	abdecken	dwug_de	2.0			2.0	2.0	2.0	2.0				2.0	5
556	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1980_01_19_01_138.tcf.xml-31-8	abdecken	dwug_de			1.0		2.0	2.0	1.0				1.5	4
557	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1981_06_24_01_155.tcf.xml-55-9	abdecken	dwug_de				2.0		2.0	2.0				2.0	3
558	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1981_11_21_01_345.tcf.xml-78-47	abdecken	dwug_de				4.0	4.0	4.0					4.0	3
559	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1988_06_11_01_185.tcf.xml-20-8	abdecken	dwug_de	2.0				2.0						2.0	2
560	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1988_07_06_01_125.tcf.xml-3-19	abdecken	dwug_de				1.0	1.0						1.0	2
562	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen02_1895-16179-3	abdecken	dwug_de	2.0		1.0			2.0					2.0	3
563	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen03_1897-10544-29	abdecken	dwug_de	2.0		1.0	2.0	2.0						2.0	4
564	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen03_1897-5262-12	abdecken	dwug_de	2.0				2.0	2.0					2.0	3
565	2532889X_1983-05-14_01_107.tcf.xml-29-16	boerne_paris03_1833-917-12	abdecken	dwug_de	2.0					1.0					1.5	2
566	2532889X_1983-05-14_01_107.tcf.xml-29-16	dickens_weihnachtsabend_1844-903-11	abdecken	dwug_de				1.0		1.0					1.0	2
570	2532889X_1983-05-14_01_107.tcf.xml-29-16	hauptmann_henschel_1899-268-9	abdecken	dwug_de				1.0		1.0					1.0	2
571	2532889X_1983-05-14_01_107.tcf.xml-29-16	immermann_muenchhausen04_1839-342-16	abdecken	dwug_de			1.0	2.0		2.0					2.0	3
572	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-12929-25	abdecken	dwug_de	2.0		1.0	2.0	2.0		2.0				2.0	5
573	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-14941-36	abdecken	dwug_de					2.0	2.0					2.0	2
574	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de		2.0	2.0			2.0					2.0	3
575	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5879-22	abdecken	dwug_de	2.0	2.0		2.0	2.0		2.0				2.0	5
576	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5998-32	abdecken	dwug_de					2.0	2.0					2.0	2
577	2532889X_1983-05-14_01_107.tcf.xml-29-16	menzel_maurer_1847-4284-5	abdecken	dwug_de	2.0				2.0		2.0				2.0	3
580	2532889X_1983-05-14_01_107.tcf.xml-29-16	silberer_traber_1883-600-30	abdecken	dwug_de	2.0				1.0						1.5	2
583	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre01_1877-3217-23	abdecken	dwug_de						2.0	2.0				2.0	2
584	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-2114-50	abdecken	dwug_de	2.0	3.0			2.0	1.0					2.0	4
585	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-4862-11	abdecken	dwug_de	2.0		1.0		2.0	2.0	2.0				2.0	5
586	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-4882-12	abdecken	dwug_de		2.0			2.0						2.0	2
587	2532889X_1984-01-05_01_103.tcf.xml-24-11	2532889X_1986-03-08_01_151.tcf.xml-14-10	abdecken	dwug_de				2.0	2.0						2.0	2
588	2532889X_1984-01-05_01_103.tcf.xml-24-11	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de						2.0	2.0				2.0	2
590	2532889X_1984-03-07_01_115.tcf.xml-22-26	2532889X_1990-05-16_01_087.tcf.xml-235-35	abdecken	dwug_de					4.0	3.0	3.0				3.0	3
591	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1970_03_13_01_318.tcf.xml-6-20	abdecken	dwug_de	4.0			4.0							4.0	2
592	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1973_11_23_01_280.tcf.xml-63-27	abdecken	dwug_de	4.0				4.0	3.0					4.0	3
594	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de	3.0		3.0		4.0						3.0	3
597	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	2.0		1.0		2.0	2.0					2.0	4
