lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
include_vb	vvi	1859	1	nf_1859_748098.txt-3074-5	 	The patriotism that does not include within itself the doctrine that every man has inalienable rights to life, liberty and property - the patriotism that leaves that out, is like a man without a heart or a head - a hollow corpse.	29:36	0:229	The patriotism that does not include within itself the doctrine that every man has inalienable rights to life , liberty and property - the patriotism that leaves that out , is like a man without a heart or a head - a hollow corpse .	5	0:45	the patriotism that do not include within itself the doctrine that every man have inalienable right to life , liberty and property - the patriotism that leave that out , be like a man without a heart or a head - a hollow corpse .	at nn1 cst_dd1 vdz xx vvi ii ppx1 at nn1 cst at1 nn1 vhz jj nn2 ii nn1 y nn1 cc nn1 - at nn1 cst_dd1 vvz dd1 rp y vbz ii at1 nn1 iw at1 nn1 cc at1 nn1 - at1 jj_nn1 nn1 y
include_vb	vvi	1846	1	fic_1846_557.txt-3917-31	 	A cause involving so large a sum of money, so fine a landed estate, honourably acquired by the late proprietor, and generously bequeathed to myself, must necessarily include many interests of a varied character.	166:173	0:211	A cause involving so large a sum of money , so fine a landed estate , honourably acquired by the late proprietor , and generously bequeathed to myself , must necessarily include many interests of a varied character .	31	0:39	a cause involve so large a sum of money , so fine a land estate , honourably acquire by the late proprietor , and generously bequeath to myself , must necessarily include many interest of a varied character .	at1_zz1 nn1_vv0 vvg rg_rr jj at1 nn1 io nn1 y rg_rr jj_vv0%_rr% at1 jj nn1 y rr vvn ii at jj nn1 y cc rr vvd_vvn@ ii ppx1 y vm rr vvi da2 nn2 io at1 jj nn1 y
include_vb	vvd_vvn	1851	1	fic_1851_746.txt-2932-9	 	on land and on sea; Bonapartes and Sharks included.	42:50	0:51	on land and on sea ; Bonapartes and Sharks included .	9	0:11	on land and on sea ; bonaparte and shark include .	ii nn1 cc ii nn1 y np1_nn2 cc nn2 vvd_vvn y
include_vb	vvz	1858	1	nf_1858_753804.txt-231-2	 	For Progress includes Order, but Order does not include Progress.	13:21	0:65	For Progress includes Order , but Order does not include Progress .	2	0:12	for progress include order , but order do not include progress .	if nn1 vvz nn1 y ccb nn1_vv0@ vdz xx vvi nn1 y
include_vb	vvd	1853	1	mag_1853_566260.txt-42-1	 	which included among its adherents a great variety of opinions as to the extent to which existing regulations, superstitious or frivolous, might be observed with a good conscience.	6:14	0:180	which included among its adherents a great variety of opinions as to the extent to which existing regulations , superstitious or frivolous , might be observed with a good conscience .	1	0:31	which include among its adherent a great variety of opinion as to the extent to which existing regulation , superstitious or frivolous , might be observe with a good conscience .	ddq vvd ii appge nn2 at1 jj nn1 io nn2 ii21 ii22 at nn1 ii ddq jj nn2 y jj cc jj y vm vbi vvn iw at1 jj nn1 y
include_vb	vvn	1851	1	fic_1851_746.txt-5392-19	 	By some naturalists who have vaguely heard rumors of the mysterious creature, here spoken of, it is included among the class of cuttle-fish, to which, indeed, in certain external respects it would seem to belong, but only as the Anak of the tribe.	100:108	0:247	By some naturalists who have vaguely heard rumors of the mysterious creature , here spoken of , it is included among the class of cuttle-fish , to which , indeed , in certain external respects it would seem to belong , but only as the Anak of the tribe .	19	0:50	by some naturalist who have vaguely hear rumor of the mysterious creature , here speak of , it be include among the class of cuttle-fish , to which , indeed , in certain external respect it would seem to belong , but only as the anak of the tribe .	ii dd nn2 pnqs vh0 rr vvn nn2 io at jj nn1 y rl vvn io y pph1 vbz vvn ii at nn1 io jj_<sub> y ii ddq y rr y ii jj jj nn2_vvz pph1 vm vvi to vvi y ccb rr csa_ii at nn1@_np1 io at nn1 y
include_vb	vvi	1857	1	nf_1857_753133.txt-2472-13	 	Does the phrase " that the entry (for a town-site) shall include only such land as is actually occupied by the town, " restrict the entry to those quarter quarter-sections, or forty acre subdivisions alone, on which houses have been erected as part of said town?	57:64	0:262	Does the phrase " that the entry ( for a town-site ) shall include only such land as is actually occupied by the town , " restrict the entry to those quarter quarter-sections , or forty acre subdivisions alone , on which houses have been erected as part of said town ?	13	0:52	do the phrase " that the entry ( for a town-site ) shall include only such land as be actually occupy by the town , " restrict the entry to those quarter quarter-sections , or forty acre subdivision alone , on which house have be erect as part of say town ?	vdz at nn1 " cst at nn1 y if at1 jj_<sub> y vm vvi rr_jj da nn1 csa vbz rr vvn ii at nn1 y " vv0 at nn1 ii dd2 nn1 nn2 y cc mc nnu1 nn2 rr y ii ddq nn2 vh0 vbn vvn ii nn1 io jj% nn1 y
include_vb	vvn	1836	1	mag_1836_554371.txt-76-32	 	Mr. Coleridge said, that lie had known very few men who loved the truth for the truth's sake; if he had known Chief Justice Marshall, be would have included him in the select list.	148:156	0:180	Mr. Coleridge said , that lie had known very few men who loved the truth for the truth 's sake ; if he had known Chief Justice Marshall , be would have included him in the select list .	32	0:39	mr.- coleridge say , that lie have know very few man who love the truth for the truth 's sake ; if he have know chief justice marshall , be would have include him in the select list .	nnb np1 vvd y dd1 nn1@ vhd vvn rg da2 nn2 pnqs vvd at nn1 if at nn1 ge nn1 y cs pphs1 vhd vvn jj_nn1 nn1_np1@ np1 y vbi vm vhi vvn ppho1 ii at jj nn1 y
include_vb	vvg@_ii	1828	1	mag_1828_553924.txt-257-33	 	XVe may remark here that Mr Droz, notwithstanding his previous xvarni eulogies on the pleasures of idleness, is unable to make out a picture of a happy life for himself without including his liberal occupations; and thus renounces inadvertently his own declared doctrine, and conies back to the one recommended by the common sense of the	177:186	0:337	XVe may remark here that Mr Droz , notwithstanding his previous xvarni eulogies on the pleasures of idleness , is unable to make out a picture of a happy life for himself without including his liberal occupations ; and thus renounces inadvertently his own declared doctrine , and conies back to the one recommended by the common sense of the	33	0:60	xve may remark here that mr droz , notwithstanding his previous xvarni eulogy on the pleasure of idleness , be unable to make out a picture of a happy life for himself without include his liberal occupation ; and thus renounce inadvertently his own declare doctrine , and conies back to the one recommend by the common sense of the	nn1_<sub> vm vvi rl cst nnb np1 y ii_cs@_rr appge jj jj_<sub> nn2 ii at nn2 io nn1 y vbz jk to vvi rp at1 nn1 io at1 jj nn1 if prp_<sub> iw vvg@_ii appge jj nn2 y cc rr vvz rr appge da jj@ nn1 y cc nn2 rp ii at pn1 vvd_vvn ii at jj nn1 io at
include_vb	vvz	1823	1	mag_1823_553477.txt-260-19	 	it has its town subdivisions like the larger litera ture; it boasts of cyclopmdias and commentaries; it includes histories, travels, poems, works in science, theological treatises.	104:112	0:180	it has its town subdivisions like the larger litera ture ; it boasts of cyclopmdias and commentaries ; it includes histories , travels , poems , works in science , theological treatises .	19	0:33	it have its town subdivision like the large litera ture ; it boast of cyclopmdias and commentary ; it include history , travel , poem , work in science , theological treatise .	pph1 vhz appge nn1 nn2 ii at jjr nn1 nn1_vv0 y pph1 vvz io nn2_<sub> cc nn2 y pph1 vvz nn2 y nn2_vvz y nn2 y vvz_nn ii nn1 y jj nn2 y
include_vb	vvi	1856	1	mag_1856_556222.txt-140-17	 	He has put a generous construction on the phrase " first settlers, " and made it include some of the earlier residents whose stay in the territory was but transient.	81:88	0:165	He has put a generous construction on the phrase " first settlers , " and made it include some of the earlier residents whose stay in the territory was but transient .	17	0:32	he have put a generous construction on the phrase " first settler , " and make it include some of the early resident whose stay in the territory be but transient .	pphs1 vhz vvn at1 jj nn1 ii at nn1 " md nn2 y " cc vvd pph1 vvi dd io at jjr nn2 ddqge nn1@ ii at nn1 vbdz ccb jj y
include_vb	vvi	1846	1	mag_1846_565511.txt-118-33	 	Coleridge has recorded the very striking observation, that " it can not but be beneath a wise man to be an infidel on the score of what other men think fit to include in their Christianity. "	159:166	0:191	Coleridge has recorded the very striking observation , that " it can not but be beneath a wise man to be an infidel on the score of what other men think fit to include in their Christianity . "	33	0:39	coleridge have record the very strike observation , that " it can not but be beneath a wise man to be an infidel on the score of what other man think fit to include in their christianity . "	np1 vhz vvn at jj jj nn1 y cst " pph1 vm xx ccb vbi ii at1 jj nn1 to vbi at1 nn1_jj ii at nn1 io ddq jj nn2 vv0 jj_vv0 to vvi ii_rp@ appge nn1 y "
include_vb	vvi	1847	1	mag_1847_565713.txt-124-6	 	thing the feeling of honor must include a delicacy of perception of one's own rights and those of others, and a corresponding delicacy of conscience in case of violation by one's self, and of resentment in case of violation by others.	32:39	0:234	thing the feeling of honor must include a delicacy of perception of one 's own rights and those of others , and a corresponding delicacy of conscience in case of violation by one 's self , and of resentment in case of violation by others .	6	0:46	thing the feel of honor must include a delicacy of perception of one 's own right and those of other , and a corresponding delicacy of conscience in case of violation by one 's self , and of resentment in case of violation by other .	nn1 at nn1 io nn1 vm vvi at1 nn1 io nn1 io pn1_mc1 ge da nn2 cc dd2 io nn2 y cc at1 jj nn1 io nn1 ii31 ii32 ii33 nn1 ii pn1_mc1 ge nn1 y cc io nn1 ii31 ii32 ii33 nn1 ii nn2 y
include_vb	vv0	1839	1	mag_1839_554749.txt-771-25	 	Not aware of the true nature of the contest, the English Liberal government sought, by yielding, in sub- Under this term we include here (and elsewhere in speaking of Lower Canada) all who use the English tongue; Americans, Scotch, and Irish	124:131	0:241	Not aware of the true nature of the contest , the English Liberal government sought , by yielding , in sub- Under this term we include here ( and elsewhere in speaking of Lower Canada ) all who use the English tongue ; Americans , Scotch , and Irish	25	0:49	not aware of the true nature of the contest , the english liberal government seek , by yield , in sub- under this term we include here ( and elsewhere in speak of low canada ) all who use the english tongue ; american , scotch , and irish	xx jj io at jj nn1 io at nn1 y at jj_nn1 jj nn1 vvd_vvn y ii vvg_jj y ii jj_<sub> ii dd1 nn1 ppis2 vv0 rl y cc rl ii vvg_nn1@ io jjr np1 y db pnqs vv0 at jj_nn1 nn1 y nn2 y nn1_jj y cc jj
include_vb	vvg@_ii	1847	1	mag_1847_565620.txt-72-76	 	During the last year, the expenses in the home department, including agencies for the collection of funds, -- publ ications designed to diffuse missionary intelligence, and to guide the public mind, -- the support of three secretaries and a treasurer, all of whom devote their whole time to the business of the institution, -- and a variety of miscellaneous expenditures incidental to the work-amounted to $25,798 84, without including the rent	426:435	0:444	During the last year , the expenses in the home department , including agencies for the collection of funds , -- publ ications designed to diffuse missionary intelligence , and to guide the public mind , -- the support of three secretaries and a treasurer , all of whom devote their whole time to the business of the institution , -- and a variety of miscellaneous expenditures incidental to the work-amounted to $25,798 84 , without including the rent	76	0:79	during the last year , the expense in the home department , including agency for the collection of fund , -- publ ications design to diffuse missionary intelligence , and to guide the public mind , -- the support of three secretary and a treasurer , all of whom devote their whole time to the business of the institution , -- and a variety of miscellaneous expenditure incidental to the work-amounted to $25,798 84 , without include the rent	ii at md nnt1 y at nn2 ii at nn1 nn1 y ii_vvg@ nn2 if at nn1 io nn2 y zz nn1 nn2 vvn_vvd to vvi nn1_jj@ nn1 y cc to vvi at jj_nn1 nn1 y nn1_jj at nn1 io mc nn2 cc at1 nn1 y db io pnqo vv0 appge jj nnt1 ii at nn1 io at nn1 y zz cc at1 nn1 io jj nn2 jj ii at jj_<sub> ii vv0_<sub> mc y iw_rr% vvg@_ii at nn1
include_vb	vvz	1828	1	mag_1828_553912.txt-155-3	 	The third division includes the extensive tract of country, which lies between the Chactahatchee and the Appalachicola rivers, and forms the counties of Washington and Jackson.	19:27	0:176	The third division includes the extensive tract of country , which lies between the Chactahatchee and the Appalachicola rivers , and forms the counties of Washington and Jackson .	3	0:29	the third division include the extensive tract of country , which lie between the chactahatchee and the appalachicola river , and form the county of washington and jackson .	at md nn1 vvz at jj nn1 io nn1 y ddq vvz ii at np1_<sub> cc at np1_nn1@ nn2 y cc vvz at nn2 io np1 cc np1 y
include_vb	vvn	1846	1	mag_1846_524059.txt-169-36	 	The next six parts refer to the six boards to which we have before referred, among which the duty of regulating the details of the government is distributed; and under the ninth division are included all those laws relating to public education, the examination of candidates for public offices, as well as those peculiar laws which concern the Tartar dependencies // and the courts which take cognizance of their affairs.	191:199	0:421	The next six parts refer to the six boards to which we have before referred , among which the duty of regulating the details of the government is distributed ; and under the ninth division are included all those laws relating to public education , the examination of candidates for public offices , as well as those peculiar laws which concern the Tartar dependencies // and the courts which take cognizance of their affairs .	36	0:75	the next six part refer to the six board to which we have before refer , among which the duty of regulate the detail of the government be distribute ; and under the ninth division be include all those law relate to public education , the examination of candidate for public office , as well as those peculiar law which concern the tartar dependency // and the court which take cognizance of their affair .	at md mc nn2 vv0 ii at mc nn2 ii ddq ppis2 vh0 rt@_cs vvn y ii ddq at nn1 io vvg at nn2 io at nn1 vbz vvn y cc ii at md nn1 vbr vvn db dd2 nn2 vvg ii jj_nn1 nn1 y at nn1 io nn2 if jj_nn1 nn2 y ii31_rg ii32 ii33_csa dd2 jj nn2 ddq vv0@ at jj_nn1 nn2 np1_<sub> cc at nn2 ddq vv0 nn1 io appge nn2 y
include_vb	vvg@_ii	1856	1	mag_1856_566684.txt-290-25	 	It is to be observed that the greatest number of Bonaparte's family during the time embraced in the scale was only nine, without including several children; and for a portion of time, only six.	129:138	0:193	It is to be observed that the greatest number of Bonaparte 's family during the time embraced in the scale was only nine , without including several children ; and for a portion of time , only six .	25	0:39	it be to be observe that the greatest number of bonaparte 's family during the time embrace in the scale be only nine , without include several child ; and for a portion of time , only six .	pph1 vbz to vbi vvn cst at jjt nn1 io np1_nn1 ge nn1 ii at nnt1 vvn_vvd ii at nn1 vbdz rr mc y iw_rr% vvg@_ii da2 nn2 y cc if at1 nn1 io nnt1 y rr mc y
include_vb	vvi	1856	1	mag_1856_556266.txt-148-20	 	That is, the Northern confederacy was to extend, if it should be found practicable, so as to include Maryland.	93:100	0:110	That is , the Northern confederacy was to extend , if it should be found practicable , so as to include Maryland .	20	0:23	that be , the northern confederacy be to extend , if it should be find practicable , so as to include maryland .	rex21 rex22 y at jj nn1 vbdz to vvi y cs pph1 vm vbi vvn jj y bcl21 bcl22 to vvi np1 y
include_vb	vvg_<sub>	1850	1	mag_1850_525729.txt-74-7	 	cost of their production, - - including, of course, the distributive charge upon each axe or kettle requisite to compensate the interest, and wear of the capital or accumulated labor invested in the machinery, -- has decreased.	30:39	0:227	cost of their production , - - including , of course , the distributive charge upon each axe or kettle requisite to compensate the interest , and wear of the capital or accumulated labor invested in the machinery , -- has decreased .	7	0:43	cost of their production , - - include , of course , the distributive charge upon each axe or kettle requisite to compensate the interest , and wear of the capital or accumulate labor invest in the machinery , -- have decrease .	nn1 io appge nn1 y y_<sub> y_<sub> vvg_<sub> y rr21 rr22 y at jj nn1 ii dd1 nn1 cc nn1 nn1_jj to vvi at nn1 y cc nn1@_vv0 io at nn1 cc jj nn1 vvn_vvd ii at nn1 y nn1 vhz vvn y
include_vb	vvn	1853	1	nf_1853_747555.txt-78-53	 	conjunction with the sentiment of superiority, to prompt to exercises of power this same moral sentiment; since it is certainly possible that power may be sought and used as a means of gratifying the sentiment of benevolence by conferring favors on those whom we love within which purview may possibly be included the great body of the community; though, in general, the limits of the benevolence of the governing power are apt to be a good deal more narrow, and this motive itself, whatever the sphere of its operation, to be much more ostentatiously put forward than facts will warrant.	305:313	0:588	conjunction with the sentiment of superiority , to prompt to exercises of power this same moral sentiment ; since it is certainly possible that power may be sought and used as a means of gratifying the sentiment of benevolence by conferring favors on those whom we love within which purview may possibly be included the great body of the community ; though , in general , the limits of the benevolence of the governing power are apt to be a good deal more narrow , and this motive itself , whatever the sphere of its operation , to be much more ostentatiously put forward than facts will warrant .	53	0:109	conjunction with the sentiment of superiority , to prompt to exercise of power this same moral sentiment ; since it be certainly possible that power may be seek and use as a mean of gratify the sentiment of benevolence by confer favor on those whom we love within which purview may possibly be include the great body of the community ; though , in general , the limit of the benevolence of the govern power be apt to be a good deal more narrow , and this motive itself , whatever the sphere of its operation , to be much more ostentatiously put forward than fact will warrant .	ii32 ii33 at nn1 io nn1 y to vvi ii nn2 io nn1 dd1 da jj nn1 y cs pph1 vbz rr jj cst_dd1 nn1 vm vbi vvn cc vvn_vvd ii at1 nn io vvg%_jj at nn1 io nn1 ii vvg nn2_vvz ii dd2 pnqo ppis2 vv0 ii ddq nn1 vm rr vbi vvn at jj nn1 io at nn1 y cs_rr@ y rr21 rr22 y at nn2 io at nn1 io at jj nn1 vbr jj to vbi rr31@ rr32 rr33 rgr jj y cc dd1 nn1 ppx1 y ddqv at nn1 io appge nn1 y to vbi rr rgr rr vvn_vv0_vvd rl csn nn2 vm vvi y
include_vb	vvd_vvn	1833	1	nf_1833_747463.txt-3333-24	 	A pellmell of sheds thrown from her devil's bag would give an idea of that irregular Weymouth the good women in this sheds included.	123:131	0:132	A pellmell of sheds thrown from her devil 's bag would give an idea of that irregular Weymouth the good women in this sheds included .	24	0:26	a pellmell of shed throw from her devil 's bag would give an idea of that irregular weymouth the good woman in this shed include .	at1 nn1 io nn2 vvn ii appge nn1 ge nn1 vm vvi at1 nn1 io dd1 jj np1 at jj nn2 ii dd1 vvz vvd_vvn y
include_vb	vvn	1822	1	mag_1822_553394.txt-97-6	 	If ho cultivation of these be included, as it commonly is, within // the term civilization, then the assertion of our author can not be maintained;	30:38	0:147	If ho cultivation of these be included , as it commonly is , within // the term civilization , then the assertion of our author can not be maintained ;	6	0:30	if ho cultivation of these be include , as it commonly be , within // the term civilization , then the assertion of our author can not be maintain ;	cs uh nn1 io dd2 vbi vvn y csa pph1 rr vbz y rl@_ii vv0_nn1_jj at nn1 nn1 y rt at nn1 io appge nn1 vm xx vbi vvn y
include_vb	vvd_vvn	1835	1	fic_1835_7133.txt-257-5	 	This region, and that included between 25 and 23 north latitude	22:30	0:63	This region , and that included between 25 and 23 north latitude	5	0:12	this region , and that include between 25 and 23 north latitude	dd1 nn1 y cc cst_dd1 vvd_vvn ii mc cc mc nd1 nn1
include_vb	vvn	1844	1	nf_1844_747607.txt-2804-17	 	From all these considerations we are induced to draw this conclusion, that natural death only was included in the punishment denounced against Adam.	98:106	0:148	From all these considerations we are induced to draw this conclusion , that natural death only was included in the punishment denounced against Adam.	17	0:24	from all these consideration we be induce to draw this conclusion , that natural death only be include in the punishment denounce against <nul>	ii db dd2 nn2 ppis2 vbr vvn to vvi dd1 nn1 y dd1_cst jj nn1 rr vbdz vvn ii at nn1 vvn_vvd ii np1
include_vb	vvn	1849	1	mag_1849_525388.txt-50-11	 	This resource is capital, under which name may be also included those natural objects and productions which are the subjects of property.	55:63	0:137	This resource is capital , under which name may be also included those natural objects and productions which are the subjects of property .	11	0:24	this resource be capital , under which name may be also include those natural object and production which be the subject of property .	dd1 nn1 vbz nn1_jj@ y ii ddq nn1_vv0@ vm vbi rr vvn dd2 jj nn2 cc nn2 ddq vbr at nn2 io nn1 y
