identifier	lemma	identifier_sense	comment	annotator
wanderley_bauconstructionslehre01_1877-2488-7	abdecken	sense4	 	annotatorC
hauptmann_henschel_1899-268-9	abdecken	sense5	 	annotatorC
ledebur_eisenhuettenkunde_1884-5998-32	abdecken	sense4	 	annotatorC
2532889X_1974-07-30_01_113.tcf.xml-14-25	abdecken	sense3	 	annotatorC
26120215_1967_06_17_01_056.tcf.xml-9-32	abdecken	sense3	 	annotatorC
2532889X_1975-10-25_01_181.tcf.xml-9-26	abdecken	sense4	 	annotatorC
ledebur_eisenhuettenkunde_1884-6299-15	abdecken	sense4	 	annotatorC
26120215_1985_06_08_01_028.tcf.xml-6-31	abdecken	sense3	 	annotatorC
grimm_maerchen02_1857-3091-35	abdecken	None	Dieser Dialekt ist schwer verständlich, was ist eine Chratte?	annotatorC
ledebur_eisenhuettenkunde_1884-6302-29	abdecken	sense4	 	annotatorC
26120215_1960_07_17_01_533.tcf.xml-19-26	abdecken	sense4	 	annotatorC
2532889X_1980-12-03_01_045.tcf.xml-3-41	abdecken	sense1	 	annotatorC
wanderley_bauconstructionslehre01_1877-3217-23	abdecken	sense4	 	annotatorC
grimm_maerchen02_1837-2514-36	abdecken	None	Selbiges wie oben.	annotatorC
2532889X_1984-01-05_01_103.tcf.xml-24-11	abdecken	sense3	 	annotatorC
grimm_maerchen02_1843-2690-36	abdecken	None	x	annotatorC
munzinger_japaner_1898-448-4	abdecken	sense2	 	annotatorC
26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	sense3	 	annotatorC
2532889X_1967-09-06_01_168.tcf.xml-11-39	abdecken	sense3	 	annotatorC
polenz_buettnerbauer_1895-6066-22	abdecken	sense4	 	annotatorC
2532889X_1962-01-24_01_024.tcf.xml-27-17	abdecken	sense2	 	annotatorC
beck_eisen03_1897-10544-29	abdecken	sense4	 	annotatorC
goethe_leben01_1811-2459-6	abdecken	sense2	 	annotatorC
nn_maehrisches71_1886-490-16	abdecken	sense5	 	annotatorC
wanderley_bauconstructionslehre02_1878-1492-27	abdecken	sense4	 	annotatorC
2532889X_1955-01-08_01_051.tcf.xml-8-26	abdecken	sense4	 	annotatorC
grimm_maerchen02_1850-3047-35	abdecken	None	Siehe oben	annotatorC
2532889X_1963-05-11_01_043.tcf.xml-39-20	abdecken	sense1	 	annotatorC
26120215_1971_04_18_01_468.tcf.xml-8-12	abdecken	sense4	 	annotatorC
ledebur_eisenhuettenkunde_1884-14941-36	abdecken	sense4	 	annotatorC
immermann_muenchhausen04_1839-342-16	abdecken	sense4	 	annotatorC
26120215_1979_05_26_01_341.tcf.xml-15-24	abdecken	sense4	 	annotatorC
ledebur_eisenhuettenkunde_1884-5694-22	abdecken	sense4	 	annotatorC
26120215_1984_06_19_01_036.tcf.xml-17-20	abdecken	sense3	 	annotatorC
menzel_maurer_1847-4284-5	abdecken	sense4	 	annotatorC
2532889X_1953-02-10_01_044.tcf.xml-10-21	abdecken	sense3	 	annotatorC
26120215_1960_06_26_01_343.tcf.xml-20-8	abdecken	sense4	 	annotatorC
wanderley_bauconstructionslehre02_1878-4862-11	abdecken	sense4	 	annotatorC
dickens_weihnachtsabend_1844-903-11	abdecken	sense2	 	annotatorC
ledebur_eisenhuettenkunde_1884-5861-14	abdecken	sense4	 	annotatorC
nn_nrhz296_1849-189-4	abdecken	sense0	 	annotatorC
2532889X_1965-11-13_01_042.tcf.xml-46-32	abdecken	sense3	 	annotatorC
2532889X_1966-02-13_01_235.tcf.xml-6-18	abdecken	sense4	 	annotatorC
26120215_1988_07_06_01_125.tcf.xml-3-19	abdecken	sense2	 	annotatorC
26120215_1963_10_03_01_130.tcf.xml-21-10	abdecken	sense3	 	annotatorC
wanderley_bauconstructionslehre01_1877-1526-77	abdecken	sense4	 	annotatorC
26120215_1966_05_07_01_285.tcf.xml-15-13	abdecken	sense2	 	annotatorC
