identifier	lemma	identifier_sense	comment	annotator
2532889X_1953-12-05_01_046.tcf.xml-26-20	Spielball	sense0	 	annotatorB
26120215_1957_05_26_02_158.tcf.xml-12-10	Spielball	sense0	 	annotatorB
26120215_1989_07_21_01_211.tcf.xml-11-42	Spielball	sense0	 	annotatorB
2532889X_1957-06-27_01_115.tcf.xml-23-7	Spielball	sense0	 	annotatorB
2532889X_1957-09-26_01_068.tcf.xml-39-11	Spielball	sense0	 	annotatorB
holtei_vagabunden02_1852-1094-31	Spielball	sense0	 	annotatorB
26120215_1974_02_04_01_151.tcf.xml-25-18	Spielball	sense0	 	annotatorB
menzel_literatur02_1828-941-6	Spielball	sense0	 	annotatorB
dahlmann_geschichte_1845-2105-18	Spielball	sense0	 	annotatorB
feuerbach_christentum_1841-6-33	Spielball	sense0	 	annotatorB
liebknecht_frage_1878-629-25	Spielball	sense0	 	annotatorB
hobrecht_verkehrsverhaeltnisse_1893-94-10	Spielball	sense0	 	annotatorB
26120215_1976_02_09_01_162.tcf.xml-11-1	Spielball	sense0	 	annotatorB
michelet_loesung_1849-475-9	Spielball	sense0	 	annotatorB
chamberlain_grundlagen01_1899-1531-42	Spielball	sense0	 	annotatorB
nn_nrhz218_1849-205-10	Spielball	sense0	 	annotatorB
lehnert_seehaefen01_1891-5083-13	Spielball	sense0	 	annotatorB
bluntschli_staatslehre_1875-1223-14	Spielball	sense0	 	annotatorB
26120215_1949_01_05_01_207.tcf.xml-6-24	Spielball	sense0	 	annotatorB
26120215_1965_10_03_01_025.tcf.xml-12-43	Spielball	sense0	 	annotatorB
2532889X_1955-06-26_01_130.tcf.xml-2-20	Spielball	sense2	 	annotatorB
26120215_1974_03_09_01_186.tcf.xml-22-6	Spielball	sense0	 	annotatorB
26120215_1988_11_22_01_078.tcf.xml-14-3	Spielball	sense0	 	annotatorB
2532889X_1957-06-07_01_032.tcf.xml-34-22	Spielball	sense0	 	annotatorB
natorp_sozialpaedagogik_1899-2760-36	Spielball	sense0	 	annotatorB
alexis_ruhe01_1852-2374-14	Spielball	sense2	 	annotatorB
laube_europa0102_1833-1468-10	Spielball	sense0	 	annotatorB
2532889X_1968-03-23_01_340.tcf.xml-35-10	Spielball	sense0	 	annotatorB
kraus_professorenroman_1884-200-7	Spielball	sense2	 	annotatorC
nn_nrhz179_1848-278-35	Spielball	sense0	 	annotatorC
2532889X_1990-01-10_01_046.tcf.xml-43-10	Spielball	sense0	 	annotatorC
grillparzer_diener_1830-1927-29	Spielball	sense0	 	annotatorC
26120215_1949_06_23_01_226.tcf.xml-26-30	Spielball	sense0	 	annotatorC
berg_ostasien01_1864-641-40	Spielball	sense0	 	annotatorC
26120215_1955_08_02_01_203.tcf.xml-8-15	Spielball	sense0	 	annotatorC
26120215_1989_03_27_01_099.tcf.xml-11-9	Spielball	sense0	 	annotatorC
droysen_alexander_1833-155-51	Spielball	sense0	 	annotatorC
2532889X_1978-03-02_01_073.tcf.xml-9-6	Spielball	sense0	 	annotatorC
2532889X_1949-01-28_01_037.tcf.xml-221-14	Spielball	sense0	 	annotatorC
2532889X_1984-03-28_01_070.tcf.xml-23-20	Spielball	sense0	 	annotatorC
2532889X_1949-07-10_01_038.tcf.xml-2-8	Spielball	sense0	 	annotatorC
ebers_koenigstochter02_1864-2714-26	Spielball	sense0	 	annotatorC
treitschke_geschichte02_1882-4559-1	Spielball	sense0	 	annotatorC
2532889X_1989-12-04_01_155.tcf.xml-7-14	Spielball	sense1	 	annotatorC
26120215_1950_03_15_01_007.tcf.xml-18-15	Spielball	sense0	 	annotatorC
berg_ostasien01_1864-835-8	Spielball	sense0	 	annotatorC
bluntschli_staatslehre_1875-4510-19	Spielball	sense0	 	annotatorC
nn_nrhz138_1848-295-5	Spielball	sense0	 	annotatorC
26120215_1990_08_06_01_330.tcf.xml-15-22	Spielball	sense0	 	annotatorC
gutzkow_charaktere_1835-1908-7	Spielball	sense0	 	annotatorC
2532889X_1953-12-05_01_046.tcf.xml-26-20	Spielball	sense0	 	annotatorC
26120215_1957_05_26_02_158.tcf.xml-12-10	Spielball	sense0	 	annotatorC
26120215_1989_07_21_01_211.tcf.xml-11-42	Spielball	sense0	 	annotatorC
2532889X_1957-06-27_01_115.tcf.xml-23-7	Spielball	sense0	 	annotatorC
2532889X_1957-09-26_01_068.tcf.xml-39-11	Spielball	sense0	 	annotatorC
holtei_vagabunden02_1852-1094-31	Spielball	sense0	 	annotatorC
26120215_1974_02_04_01_151.tcf.xml-25-18	Spielball	sense0	 	annotatorC
menzel_literatur02_1828-941-6	Spielball	sense0	 	annotatorC
dahlmann_geschichte_1845-2105-18	Spielball	sense0	 	annotatorC
feuerbach_christentum_1841-6-33	Spielball	sense0	 	annotatorC
liebknecht_frage_1878-629-25	Spielball	sense0	 	annotatorC
hobrecht_verkehrsverhaeltnisse_1893-94-10	Spielball	sense0	 	annotatorC
26120215_1976_02_09_01_162.tcf.xml-11-1	Spielball	sense0	 	annotatorC
michelet_loesung_1849-475-9	Spielball	sense0	 	annotatorC
chamberlain_grundlagen01_1899-1531-42	Spielball	sense0	 	annotatorC
nn_nrhz218_1849-205-10	Spielball	sense0	 	annotatorC
lehnert_seehaefen01_1891-5083-13	Spielball	sense0	 	annotatorC
bluntschli_staatslehre_1875-1223-14	Spielball	sense0	 	annotatorC
26120215_1949_01_05_01_207.tcf.xml-6-24	Spielball	sense0	 	annotatorC
26120215_1965_10_03_01_025.tcf.xml-12-43	Spielball	sense0	 	annotatorC
2532889X_1955-06-26_01_130.tcf.xml-2-20	Spielball	sense2	 	annotatorC
26120215_1974_03_09_01_186.tcf.xml-22-6	Spielball	sense0	 	annotatorC
26120215_1988_11_22_01_078.tcf.xml-14-3	Spielball	None	Die Metapher „Spieler und Spielball“ lässt beide Lesarten zu	annotatorC
2532889X_1957-06-07_01_032.tcf.xml-34-22	Spielball	sense0	 	annotatorC
natorp_sozialpaedagogik_1899-2760-36	Spielball	sense0	 	annotatorC
alexis_ruhe01_1852-2374-14	Spielball	sense0	 	annotatorC
laube_europa0102_1833-1468-10	Spielball	sense0	 	annotatorC
2532889X_1968-03-23_01_340.tcf.xml-35-10	Spielball	sense0	 	annotatorC
